COMMON,STRAT_ID,PSU_ID,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,KOD,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,TOT_LEN_A,WGT_A,TOT_LEN_B1,WGT_B1,IMP_REC,REGION,MONTH,WP_INT,FL_REG,WP_CATCH,TOT_CAT,WGT_AB1,TOT_LEN,LANDING,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
,202311913weS:8AM-8PM,202369131796320231112,2023,9,1796320231112002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,7577.8033765,8,7577.8033765,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131796320231112,2023,9,1796320231112003,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,7577.8033765,8,7577.8033765,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
STRIPED BASS,202311913weS:8AM-8PM,202369131796320231112,2023,9,1796320231112004,6,4,3,5,we,8835020102,0,1,0,0,0,1,0,0,0,0,,1,11,7577.8033765,8,7577.8033765,1,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131796320231112,2023,9,1796320231112005,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,7577.8033765,8,7577.8033765,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131796320231112,2023,9,1796320231112006,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,7577.8033765,8,7577.8033765,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202312913weS:8AM-8PM,202369131803720231209,2023,9,1803720231209001,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,12,95.170965666,8,95.170965666,0,0,0,0,202312913weS:8AM-8PM,,0,03/03/2025
,202312913weS:8AM-8PM,202369131803720231209,2023,9,1803720231209002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,12,95.170965666,8,95.170965666,0,0,0,0,202312913weS:8AM-8PM,,0,03/03/2025
,202312913weS:8AM-8PM,202369131803720231231,2023,9,1803720231231001,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,12,94.667235514,8,94.667235514,0,0,0,0,202312913weS:8AM-8PM,,0,03/03/2025
,202312913weS:8AM-8PM,202369131803720231231,2023,9,1803720231231002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,12,94.667235514,8,94.667235514,0,0,0,0,202312913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111001,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,12039.142159,8,12039.142159,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,12039.142159,8,12039.142159,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111004,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,12039.142159,8,12039.142159,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111005,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,12039.142159,8,12039.142159,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111006,6,4,3,5,we,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,9832.3654563,8,9832.3654563,1,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111007,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,9832.3654563,8,9832.3654563,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131810920231111,2023,9,1810920231111008,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,9832.3654563,8,9832.3654563,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131811320231112,2023,9,1811320231112001,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,2804.0317721,8,2804.0317721,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131811320231112,2023,9,1811320231112002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,2804.0317721,8,2804.0317721,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311913weS:8AM-8PM,202369131813420231104,2023,9,1813420231104001,6,4,3,5,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,872.59230989,8,872.59230989,1,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
SCUP,202311913weS:8AM-8PM,202369131813420231104,2023,9,1813420231104001,6,4,3,5,we,8835430101,3,0,0,3,0,0,798,1.2,0,0,,1,11,872.59230989,8,872.59230989,3,1.2,798,3,202311913weS:8AM-8PM,,0,03/03/2025
,202311913weS:8AM-8PM,202369131813420231104,2023,9,1813420231104002,6,4,3,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,1005.0144513,8,1005.0144513,0,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
STRIPED BASS,202311913weS:8AM-8PM,202369131813420231117,2023,9,1813420231117001,6,4,3,5,we,8835020102,0,2,0,0,0,2,0,0,0,0,,1,11,502.50722567,8,502.50722567,2,0,0,0,202311913weS:8AM-8PM,,0,03/03/2025
TOADFISH FAMILY,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110003,6,4,5,5,we,8783010000,0,1,0,0,0,1,0,0,0,0,,1,11,199.88855188,8,199.88855188,1,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110003,6,4,5,5,we,8839010101,15,10,0,15,0,10,7451.6666667,35.818678832,0,0,,1,11,199.88855188,8,199.88855188,25,35.818678832,7451.6666667,15,202311915weS:8AM-8PM,,0,03/03/2025
TOADFISH FAMILY,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110004,6,4,5,5,we,8783010000,0,1,0,0,0,1,0,0,0,0,,1,11,199.88855188,8,199.88855188,1,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110004,6,4,5,5,we,8839010101,0,10,0,0,0,10,0,0,0,0,,1,11,199.88855188,8,199.88855188,10,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110005,6,4,5,5,we,8839010101,0,10,0,0,0,10,0,0,0,0,,1,11,199.88855188,8,199.88855188,10,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110006,6,4,5,5,we,8839010101,0,10,0,0,0,10,0,0,0,0,,1,11,199.88855188,8,199.88855188,10,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231110,2023,9,1813420231110007,6,4,5,5,we,8839010101,0,10,0,0,0,10,0,0,0,0,,1,11,199.88855188,8,199.88855188,10,0,0,0,202311915weS:8AM-8PM,,0,03/03/2025
STRIPED BASS,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112006,6,4,5,5,we,8835020102,0,0,1,0,1,0,0,0,754,4.9562843954,,1,11,98.869446832,8,98.869446832,1,4.9562843954,754,1,202311915weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112006,6,4,5,5,we,8835020301,0,1,1,0,1,1,0,0,465,1.1788534568,,1,11,98.869446832,8,98.869446832,2,1.1788534568,465,1,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112006,6,4,5,5,we,8839010101,0,0,2,0,2,0,0,0,1021,5.0095526816,,1,11,98.869446832,8,98.869446832,2,5.0095526816,1021,2,202311915weS:8AM-8PM,,0,03/03/2025
STRIPED BASS,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112007,6,4,5,5,we,8835020102,0,0,1,0,1,0,0,0,754,4.9562843954,,1,11,98.869446832,8,98.869446832,1,4.9562843954,754,1,202311915weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112007,6,4,5,5,we,8835020301,0,1,1,0,1,1,0,0,436,0.8928821695,,1,11,98.869446832,8,98.869446832,2,0.8928821695,436,1,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311915weS:8AM-8PM,202369151813420231112,2023,9,1813420231112007,6,4,5,5,we,8839010101,0,0,2,0,2,0,0,0,1074,6.4831480696,,1,11,98.869446832,8,98.869446832,2,6.4831480696,1074,2,202311915weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104002,6,4,7,1,we,8839010101,4,4,0,4,0,4,1716,5.95,0,0,,1,11,217.89115577,8,217.89115577,8,5.95,1716,4,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104003,6,4,7,1,we,8839010101,0,4,0,0,0,4,0,0,0,0,,1,11,217.89115577,8,217.89115577,4,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104004,6,4,7,1,we,8839010101,0,4,0,0,0,4,0,0,0,0,,1,11,217.89115577,8,217.89115577,4,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104008,6,4,7,1,we,8835020301,0,4,0,0,0,4,0,0,0,0,,1,11,217.89115577,8,217.89115577,4,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104008,6,4,7,1,we,8839010101,0,4,3,0,3,4,0,0,1310,4.6,,1,11,217.89115577,8,217.89115577,7,4.6,1310,3,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104009,6,4,7,1,we,8835020301,0,4,0,0,0,4,0,0,0,0,,1,11,217.89115577,8,217.89115577,4,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104009,6,4,7,1,we,8839010101,0,4,3,0,3,4,0,0,1287,4.7,,1,11,217.89115577,8,217.89115577,7,4.7,1287,3,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104010,6,4,7,1,we,8835020301,0,4,0,0,0,4,0,0,0,0,,1,11,217.89115577,8,217.89115577,4,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104010,6,4,7,1,we,8839010101,0,4,3,0,3,4,0,0,1319,4.55,,1,11,217.89115577,8,217.89115577,7,4.55,1319,3,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104027,6,4,7,1,we,8839010101,0,0,3,0,3,0,0,0,1309,4.95,,1,11,238.92896202,8,238.92896202,3,4.95,1309,3,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104028,6,4,7,1,we,8839010101,0,0,3,0,3,0,0,0,1250,4.1588476341,,1,11,238.92896202,8,238.92896202,3,4.1588476341,1250,3,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104029,6,4,7,1,we,8839010101,0,0,3,0,3,0,0,0,1286,4.5,,1,11,238.92896202,8,238.92896202,3,4.5,1286,3,202311917weS:8AM-8PM,,0,03/03/2025
LITTLE TUNNY,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105012,6,4,7,1,we,8850030102,0,3,0,0,0,3,0,0,0,0,,1,11,243.156725,8,243.156725,3,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
LITTLE TUNNY,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105013,6,4,7,1,we,8850030102,0,2,0,0,0,2,0,0,0,0,,1,11,243.156725,8,243.156725,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111002,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,216.10181406,8,216.10181406,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111002,6,4,7,1,we,8839010101,0,4,3,0,3,4,0,0,1223,4,,1,11,216.10181406,8,216.10181406,7,4,1223,3,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111003,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,216.10181406,8,216.10181406,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111003,6,4,7,1,we,8839010101,0,3,3,0,3,3,0,0,1387,6.1,,1,11,216.10181406,8,216.10181406,6,6.1,1387,3,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111004,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,216.10181406,8,216.10181406,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111004,6,4,7,1,we,8839010101,0,3,3,0,3,3,0,0,1457,6.9637429679,,1,11,216.10181406,8,216.10181406,6,6.9637429679,1457,3,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111007,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,233.79977839,8,233.79977839,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111007,6,4,7,1,we,8839010101,6,25,0,6,0,25,2544,9.05,0,0,,1,11,233.79977839,8,233.79977839,31,9.05,2544,6,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111008,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,233.79977839,8,233.79977839,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111008,6,4,7,1,we,8839010101,0,25,0,0,0,25,0,0,0,0,,1,11,233.79977839,8,233.79977839,25,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111010,6,4,7,1,we,,0,0,0,0,0,0,0,0,0,0,,1,11,233.79977839,8,233.79977839,0,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111011,6,4,7,1,we,,0,0,0,0,0,0,0,0,0,0,,1,11,233.79977839,8,233.79977839,0,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111012,6,4,7,1,we,,0,0,0,0,0,0,0,0,0,0,,1,11,233.79977839,8,233.79977839,0,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111013,6,4,7,1,we,,0,0,0,0,0,0,0,0,0,0,,1,11,233.79977839,8,233.79977839,0,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111014,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,233.79977839,8,233.79977839,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111017,6,4,7,1,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,233.79977839,8,233.79977839,5,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111018,6,4,7,1,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,233.79977839,8,233.79977839,5,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231111,2023,9,1794720231111019,6,4,7,1,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,233.79977839,8,233.79977839,5,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231117,2023,9,1794720231117001,6,4,7,1,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,216.67381279,8,216.67381279,5,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231117,2023,9,1794720231117002,6,4,7,1,we,8839010101,0,5,0,0,0,5,0,0,0,0,,1,11,216.67381279,8,216.67381279,5,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105046,6,4,7,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,462.67521995,8,462.67521995,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105046,6,4,7,1,we,8839010101,0,30,2,0,2,30,0,0,948,4.1,,1,11,462.67521995,8,462.67521995,32,4.1,948,2,202311917weS:8AM-8PM,,0,03/03/2025
CUNNER,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105046,6,4,7,1,we,8839010201,0,2,0,0,0,2,0,0,0,0,,1,11,462.67521995,8,462.67521995,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105047,6,4,7,1,we,8835020301,0,2,0,0,0,2,0,0,0,0,,1,11,462.67521995,8,462.67521995,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105047,6,4,7,1,we,8839010101,0,30,2,0,2,30,0,0,853,3,,1,11,462.67521995,8,462.67521995,32,3,853,2,202311917weS:8AM-8PM,,0,03/03/2025
CUNNER,202311917weS:8AM-8PM,202369171796320231105,2023,9,1796320231105047,6,4,7,1,we,8839010201,0,2,0,0,0,2,0,0,0,0,,1,11,462.67521995,8,462.67521995,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104011,6,4,7,2,we,8839010101,0,30,0,0,0,30,0,0,0,0,,1,11,238.92896202,8,238.92896202,30,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104023,6,4,7,2,we,8839010101,6,3,0,6,0,3,2624.4,8.7,0,0,,1,11,238.92896202,8,238.92896202,9,8.7,2624.4,6,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104024,6,4,7,2,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,238.92896202,8,238.92896202,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104025,6,4,7,2,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,238.92896202,8,238.92896202,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
SEAROBIN GENUS,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105001,6,4,7,2,we,8826020100,0,1,0,0,0,1,0,0,0,0,,1,11,219.586835,8,219.586835,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105001,6,4,7,2,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,219.586835,8,219.586835,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
SCUP,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105002,6,4,7,2,we,8835430101,0,1,0,0,0,1,0,0,0,0,,1,11,219.586835,8,219.586835,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105016,6,4,7,2,we,8839010101,0,20,3,0,3,20,0,0,1260,4.2,,1,11,243.156725,8,243.156725,23,4.2,1260,3,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231105,2023,9,1794720231105017,6,4,7,2,we,8839010101,0,20,3,0,3,20,0,0,1315,4.6,,1,11,243.156725,8,243.156725,23,4.6,1315,3,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111001,6,4,7,5,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,822.52371498,8,822.52371498,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111002,6,4,7,5,we,8839010101,0,2,0,0,0,2,0,0,0,0,,1,11,822.52371498,8,822.52371498,2,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111003,6,4,7,5,we,8839010101,0,3,0,0,0,3,0,0,0,0,,1,11,822.52371498,8,822.52371498,3,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111004,6,4,7,5,we,8839010101,0,3,0,0,0,3,0,0,0,0,,1,11,822.52371498,8,822.52371498,3,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111005,6,4,7,5,we,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,822.52371498,8,822.52371498,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231111,2023,9,1764520231111006,6,4,7,5,we,8839010101,0,1,0,0,0,1,0,0,0,0,,1,11,822.52371498,8,822.52371498,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231124,2023,9,1764520231124001,6,4,7,5,we,8839010101,1,6,0,1,0,6,406,1.2,0,0,,1,11,234.03509286,8,234.03509286,7,1.2,406,1,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171764520231124,2023,9,1764520231124002,6,4,7,5,we,8839010101,0,6,0,0,0,6,0,0,0,0,,1,11,234.03509286,8,234.03509286,6,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104001,6,4,7,5,we,,0,0,0,0,0,0,0,0,0,0,,1,11,217.89115577,8,217.89115577,0,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
TAUTOG,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104005,6,4,7,5,we,8839010101,0,3,0,0,0,3,0,0,0,0,,1,11,217.89115577,8,217.89115577,3,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
BLACK SEA BASS,202311917weS:8AM-8PM,202369171794720231104,2023,9,1794720231104006,6,4,7,5,we,8835020301,0,1,0,0,0,1,0,0,0,0,,1,11,217.89115577,8,217.89115577,1,0,0,0,202311917weS:8AM-8PM,,0,03/03/2025
