PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,4,,50,5,2,1,0,0,0,0,,,1234120050203011,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203011,,,,BROWARD,2344,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,5392.512847,200516128302wd,,0,1234120050203011,8,33311,03/03/2025
,,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,4,,50,5,2,1,0,0,0,0,,,1234120050203012,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203012,,,,BROWARD,2346,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,5392.512847,200516128302wd,,0,1234120050203012,8,33311,03/03/2025
,UNIDENTIFIED FISH,200516128302wd,1234120050203117,2005,6,12,86,12,11,7,1,3,1,1,8,,40,20,1,1,0,0,0,0,,,1234120050203013,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203013,,,,MIAMI-DADE,1,1,1,1,8,1,8,,18MAR200510:54,1,,,,,1000000000,,5392.512847,200516128302wd,,0,1234120050203013,8,33181,03/03/2025
,COMMON SNOOK,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,8,,250,40,2,1,0,0,0,0,,,1234120050203014,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203014,,,,BROWARD,47,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,5392.512847,200516128302wd,,0,1234120050203014,8,33065,03/03/2025
,COMMON SNOOK,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,5,,225,35,1,1,0,0,0,0,,,1234120050203015,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203015,,,,BROWARD,108,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,5392.512847,200516128302wd,,0,1234120050203015,8,33060,03/03/2025
,COMMON SNOOK,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,5,,180,25,1,1,0,0,0,0,,,1234120050203016,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203016,,,,BROWARD,110,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,5392.512847,200516128302wd,,0,1234120050203016,8,33060,03/03/2025
,COMMON SNOOK,200516128302wd,1234120050203117,2005,6,12,11,12,11,7,1,3,1,1,5,,300,45,1,1,0,0,0,0,,,1234120050203017,6,1,2,,,,Y,,1234120050203,,02,wd,1234120050203017,,,,BROWARD,112,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,5392.512847,200516128302wd,,0,1234120050203017,8,33060,03/03/2025
,,200516128302wd,1234120050203117,2005,0,99,998,12,11,7,1,3,1,1,3,,0,0,1,1,0,0,0,0,,,1234120050203018,6,1,2,,,,O,,1234120050203,,02,wd,1234120050203018,,,,,120,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,4959.6035356,200516128302wd,,0,1234120050203018,8,99997,03/03/2025
,,200516128302wd,1234120050203117,2005,0,99,998,12,11,7,1,3,1,1,3,,0,0,1,1,0,0,0,0,,,1234120050203019,6,1,2,,,,O,,1234120050203,,02,wd,1234120050203019,,,,,122,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,4959.6035356,200516128302wd,,0,1234120050203019,8,99997,03/03/2025
,,200516128302we,1234120050219117,2005,5,36,119,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120050219001,6,1,2,,,,O,,1234120050219,,02,we,1234120050219001,,,,WESTCHESTER,1705,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2622.6217888,200516128302we,,0,1234120050219001,8,99998,03/03/2025
,,200516128302we,1234120050219117,2005,5,36,119,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120050219002,6,1,2,,,,O,,1234120050219,,02,we,1234120050219002,,,,WESTCHESTER,1707,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2622.6217888,200516128302we,,0,1234120050219002,8,99998,03/03/2025
,COMMON SNOOK,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,0,100,16,1,1,1,0,0,0,,,1234120050219003,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219003,2,0,1,BROWARD,1722,1,1,1,8,1,8,,18MAR200510:54,1,,,,,8835010105,,2851.5427871,200516128302we,,0,1234120050219003,8,33060,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,,8,4,1,1,0,0,0,0,,,1234120050219004,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219004,,,,BROWARD,1731,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219004,8,33065,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,,12,4,2,1,0,0,0,0,,,1234120050219005,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219005,,,,BROWARD,1733,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219005,8,33067,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,,4,3,2,1,0,0,0,0,,,1234120050219006,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219006,,,,BROWARD,1735,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219006,8,33067,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,,2,2,2,1,0,0,0,0,,,1234120050219007,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219007,,,,BROWARD,1736,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219007,8,33067,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,2,,5,3,1,1,0,0,0,0,,,1234120050219008,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219008,,,,BROWARD,1738,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219008,8,33334,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,0.5,,52,8,1,1,0,0,0,0,,,1234120050219009,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219009,,,,BROWARD,1758,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219009,8,33060,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,0.5,,4,4,1,1,0,0,0,0,,,1234120050219010,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219010,,,,BROWARD,1759,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219010,8,33060,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,0.5,,12,10,1,1,0,0,0,0,,,1234120050219011,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219011,,,,BROWARD,1803,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219011,8,33068,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,0.5,,2,2,1,1,0,0,0,0,,,1234120050219012,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219012,,,,BROWARD,1805,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219012,8,33068,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,0.5,,998,3,1,1,0,0,0,0,,,1234120050219013,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219013,,,,BROWARD,1806,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219013,8,33068,03/03/2025
,COMMON SNOOK,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,4,0,120,30,1,1,1,0,0,0,,,1234120050219014,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219014,2,,,BROWARD,2201,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,2851.5427871,200516128302we,,0,1234120050219014,8,33060,03/03/2025
,COMMON SNOOK,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,4,0,120,35,1,1,1,0,0,0,,,1234120050219015,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219015,2,,,BROWARD,2203,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,2851.5427871,200516128302we,,0,1234120050219015,8,33060,03/03/2025
,COMMON SNOOK,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,4,,120,35,1,1,0,0,0,0,,,1234120050219016,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219016,,,,BROWARD,2205,1,1,1,8,2,8,,18MAR200510:54,1,,,,,8835010105,,2851.5427871,200516128302we,,0,1234120050219016,8,33060,03/03/2025
,,200516128302we,1234120050219117,2005,0,99,998,12,11,7,1,3,1,1,2.5,0,1,1,1,1,1,3,0,0,,,1234120050219017,6,1,1,,,,O,,1234120050219,,02,we,1234120050219017,2,,,,2339,1,1,1,8,1,1,,18MAR200510:54,1,,,,,,,2622.6217888,200516128302we,,0,1234120050219017,8,99997,03/03/2025
,,200516128302we,1234120050219117,2005,0,99,998,12,11,7,1,3,1,1,2.5,,1,1,1,1,0,0,0,0,,,1234120050219018,6,1,2,,,,O,,1234120050219,,02,we,1234120050219018,,,,,2342,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2622.6217888,200516128302we,,0,1234120050219018,8,99997,03/03/2025
,,200516128302we,1234120050219117,2005,0,99,998,12,11,7,1,3,1,1,2.5,,1,1,1,1,0,0,0,0,,,1234120050219019,6,1,2,,,,O,,1234120050219,,02,we,1234120050219019,,,,,2345,1,1,1,8,1,8,,18MAR200510:54,1,,,,,,,2622.6217888,200516128302we,,0,1234120050219019,8,99997,03/03/2025
,,200516128302we,1234120050219117,2005,6,12,11,12,11,7,1,3,1,1,6,,175,40,2,1,0,0,0,0,,,1234120050219020,6,1,2,,,,Y,,1234120050219,,02,we,1234120050219020,,,,BROWARD,10,1,1,1,8,2,8,,18MAR200510:54,1,,,,,,,2851.5427871,200516128302we,,0,1234120050219020,8,33065,03/03/2025
,,200516128301wd,151122005010512721,2005,0,32,31,12,127,21,1,3,1,1,4,0,1,1,1,1,2,2,0,0,,,1511220050105001,6,1,1,,,,O,,1511220050105,,01,wd,1511220050105001,2,,,,1424,1,1,1,8,2,1,,18FEB200510:04,1,,,,,,,23338.638592,200516128301wd,,0,1511220050105001,8,89512,03/03/2025
,,200516128301wd,151122005010512721,2005,6,12,127,12,127,21,1,3,1,1,4,,1,1,1,1,0,0,0,0,,,1511220050105002,6,1,2,,,,Y,,1511220050105,,01,wd,1511220050105002,,,,VOLUSIA,1425,1,1,1,8,2,8,,18FEB200510:04,1,,,,,,,25375.80021,200516128301wd,,0,1511220050105002,8,32174,03/03/2025
,SPOTTED SEATROUT,200516128301wd,151122005010512721,2005,6,12,127,12,127,21,1,3,1,1,6,0,200,50,1,1,2,1,0,0,,,1511220050105003,6,1,1,,,,Y,,1511220050105,,01,wd,1511220050105003,2,,,VOLUSIA,1431,1,1,1,8,1,1,,18FEB200510:04,1,,,,,8835440102,,25375.80021,200516128301wd,,0,1511220050105003,8,32174,03/03/2025
BLACK DRUM,KINGFISH GENUS,200516128301wd,151122005010512721,2005,6,12,69,12,127,21,1,3,1,1,4.5,0,9,0,1,1,5,0,0,0,,,1511220050105004,6,1,2,,,,Y,,1511220050105,,01,wd,1511220050105004,2,0,1,LAKE,1442,1,1,1,8,1,8,,18FEB200510:04,1,,,,,8835440600,8835440801,25375.80021,200516128301wd,,0,1511220050105004,8,34714,03/03/2025
