PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,DATE1,DIST,PRIM1,PRIM2,AREA_NC,MODE2001,MONITOR,TOURN,TURTLE,AGE,SEX,ART_REEF,REEFCODE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
,STRIPED BASS,201403917weS:8AM-8PM,201429171730420140329,2014,4,9,11,9,11,754,8,7,3,5,19.5,,20,0,1,0,0,0,0,1,8,1730420140329001,4,2,2,,0,20.5,,Y,,we,1730420140329,3,1730420140329001,,1,S:8AM-8PM,03,NEW LONDON,1435,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,8,8,,,,,,,,,7769.323115,201403917weS:8AM-8PM,,0,1730420140329001,8,,,06353,03/03/2025
,,201403917weS:8AM-8PM,201429171741320140328,2014,4,9,11,9,7,825,8,7,3,5,4,0,50,1,1,3,0,0,0,2,1,1741320140328001,4,2,2,,0,6,,Y,,we,1741320140328,3,1741320140328001,1,1,S:8AM-8PM,03,NEW LONDON,1720,,,,1,1,8,1,8,20MAR201511:27,8,,,,8,8,,,,,,,,,11679.847258,201403917weS:8AM-8PM,,0,1741320140328001,8,,,06365,03/03/2025
STRIPED BASS,CHAIN PICKEREL,201403917weS:8AM-8PM,201429171741320140328,2014,4,9,11,9,7,825,8,7,3,5,4,0,200,1,1,5,0,0,1,2,2,1741320140328002,4,2,2,,0,6,,Y,,we,1741320140328,3,1741320140328001,1,1,S:8AM-8PM,03,NEW LONDON,1725,162143,167680,,1,1,8,1,8,20MAR201511:27,8,8758010103,8835020102,,8,8,,,,,,,,,11679.847258,201403917weS:8AM-8PM,,0,1741320140328002,8,,,06365,03/03/2025
,,2014992304xx,201422304,2014,,,,23,,,,4,,2,,,,,,,,,,,,201424238499xx02,4,2,,,,,,,,xx,,,201424238499xx02,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,212,2014992304xx,,0,201424238499xx02,8,,,,03/03/2025
SCUP,TAUTOG,2014032523weS:8AM-8PM,2014225231722620140329,2014,4,25,5,25,5,3061,5,3,3,5,0.5,,20,0,1,0,0,0,0,,8,1722620140329001,4,2,2,,0,0,,Y,,we,1722620140329,1,1722620140329001,,2,S:8AM-8PM,03,BRISTOL,1223,170479,169182,,1,1,8,1,8,20MAR201511:27,8,8839010101,8835430101,,5,8,,,,,,,,,9325.962799,2014032523weS:8AM-8PM,,0,1722620140329001,8,,,02744,03/03/2025
,,2014042513weS:8AM-8PM,2014225131726920140406,2014,4,25,1,25,1,3486,4,3,3,5,1,,2,0,1,0,0,0,0,,8,1726920140406001,4,2,2,,0,0,,Y,,we,1726920140406,1,1726920140406001,,1,S:8AM-8PM,04,BARNSTABLE,1600,,,,1,1,8,0,8,20MAR201511:27,8,,,,4,8,,,,,,,,,14570.770576,2014042513weS:8AM-8PM,,0,1726920140406001,8,,,02664,03/03/2025
,TAUTOG,2014042523weS:8AM-8PM,2014225231730220140412,2014,4,25,5,25,23,551,1,3,3,5,4,0,200,3,1,1,0,0,0,,8,1730220140412001,4,2,2,,0,0,,Y,,we,1730220140412,1,1730220140412001,1,2,S:8AM-8PM,04,BRISTOL,1508,170479,,,1,1,8,1,8,20MAR201511:27,8,8839010101,,,0,8,,,,,,,,,50772.043488,2014042523weS:8AM-8PM,,0,1730220140412001,8,,,02746,03/03/2025
,TAUTOG,2014042523weS:8AM-8PM,2014225231730220140412,2014,4,25,5,25,23,551,1,3,3,5,2.5,,100,0,1,0,0,0,0,,8,1730220140412002,4,2,2,,0,0,,Y,,we,1730220140412,1,1730220140412002,,2,S:8AM-8PM,04,BRISTOL,1517,170479,,,1,1,8,0,8,20MAR201511:27,8,8839010101,,,0,8,,,,,,,,,50772.043488,2014042523weS:8AM-8PM,,0,1730220140412002,8,,,02780,03/03/2025
,STRIPED BASS,2014042523weS:8AM-8PM,2014225231730220140427,2014,4,25,23,25,23,551,1,3,3,5,0.5,,150,12,1,0,0,0,0,,8,1730220140427001,4,2,2,,0,0,,Y,,we,1730220140427,1,1730220140427001,,2,S:8AM-8PM,04,PLYMOUTH,829,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,0,8,,,,,,,,,69223.036736,2014042523weS:8AM-8PM,,0,1730220140427001,8,,,02770,03/03/2025
,STRIPED BASS,2014042523weS:8AM-8PM,2014225231730220140427,2014,4,25,23,25,23,551,1,3,3,5,0.5,,150,12,1,0,0,0,0,,8,1730220140427002,4,2,2,,0,0,,Y,,we,1730220140427,1,1730220140427002,,2,S:8AM-8PM,04,PLYMOUTH,833,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,0,8,,,,,,,,,69223.036736,2014042523weS:8AM-8PM,,0,1730220140427002,8,,,02770,03/03/2025
,STRIPED BASS,2014042523wdS:8AM-8PM,2014225231730320140402,2014,4,25,1,25,23,552,3,3,3,5,0.5,,180,2,1,0,0,0,0,,8,1730320140402001,4,2,2,,0,0,,Y,,wd,1730320140402,1,1730320140402001,,2,S:8AM-8PM,04,BARNSTABLE,1545,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,3,8,,,,,,,,,75472.338664,2014042523wdS:8AM-8PM,,0,1730320140402001,8,,,02536,03/03/2025
,STRIPED BASS,2014042523wdS:8AM-8PM,2014225231730320140402,2014,4,25,1,25,23,552,3,3,3,5,0.5,,180,2,1,0,0,0,0,,8,1730320140402002,4,2,2,,0,0,,Y,,wd,1730320140402,1,1730320140402002,,2,S:8AM-8PM,04,BARNSTABLE,1550,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,3,8,,,,,,,,,75472.338664,2014042523wdS:8AM-8PM,,0,1730320140402002,8,,,02536,03/03/2025
,,2014992504xx,201422504,2014,,,,25,,,,4,,2,,,,,,,,,,,,201424258499xx02,4,2,,,,,,,,xx,,,201424258499xx02,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,1666.9617362,2014992504xx,,0,201424258499xx02,8,,,,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,7,0,1,4,0,0,0,6,1,1726620140427001,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1520,164712,164744,,1,1,8,1,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427001,8,0,20,06492,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,6,0,1,4,0,0,1,6,2,1726620140427002,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1521,164712,164744,,1,1,8,0,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427002,8,0,20,06510,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,999,99,1,4,0,0,1,6,2,1726620140427003,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1522,164712,164744,,1,1,8,0,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427003,8,0,20,06510,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,6,0,1,4,0,0,1,6,2,1726620140427004,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1524,164712,164744,,1,1,8,0,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427004,8,0,20,06510,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,7,0,1,4,0,0,1,6,2,1726620140427005,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1525,164712,164744,,1,1,8,0,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427005,8,0,20,06511,03/03/2025
HADDOCK,ATLANTIC COD,2014042525weS:8AM-8PM,2014225251726620140427,2014,4,9,9,25,23,218,7,5,1,2,8,0,7,0,1,4,0,0,1,6,2,1726620140427006,4,2,2,1,0,12,,O,1,we,1726620140427,5,1726620140427001,1,2,S:8AM-8PM,04,NEW HAVEN,1523,164712,164744,,1,1,8,0,8,20MAR201511:27,2,8791030402,8791031301,,7,8,,,,,,,,,209.86826675,2014042525weS:8AM-8PM,,0,1726620140427006,8,0,20,06492,03/03/2025
,,2014042517weS:8AM-8PM,2014225171200720140412,2014,4,25,1,25,1,386,8,7,2,5,0.5,,30,0,1,0,0,0,0,1,8,1200720140412001,4,2,2,,0,2,,Y,,we,1200720140412,3,1200720140412001,,1,S:8AM-8PM,04,BARNSTABLE,1514,,,,1,1,8,1,8,20MAR201511:27,8,,,,8,8,,,,,,,,,9946.0444269,2014042517weS:8AM-8PM,,0,1200720140412001,8,,,02664,03/03/2025
,TAUTOG,2014042527weS:8AM-8PM,2014225271727020140425,2014,4,25,5,25,5,477,8,7,B,5,4,,35,0,1,0,0,0,0,2,1,1727020140425001,4,2,2,,0,10,,Y,,we,1727020140425,3,1727020140425001,,2,S:8AM-8PM,04,BRISTOL,1510,170479,,,1,1,8,0,8,20MAR201511:27,8,8839010101,,,8,8,,,,,,,,,20867.314956,2014042527weS:8AM-8PM,,0,1727020140425001,8,,,02739,03/03/2025
,TAUTOG,2014042527weS:8AM-8PM,2014225271727020140425,2014,4,25,5,25,5,477,8,7,B,5,4,,10,0,1,0,0,0,1,2,2,1727020140425002,4,2,2,,0,10,,Y,,we,1727020140425,3,1727020140425001,,2,S:8AM-8PM,04,BRISTOL,1511,170479,,,1,1,8,0,8,20MAR201511:27,8,8839010101,,,8,8,,,,,,,,,20867.314956,2014042527weS:8AM-8PM,,0,1727020140425002,8,,,27471,03/03/2025
,STRIPED BASS,2014042527weS:8AM-8PM,2014225271730220140411,2014,4,25,23,25,23,716,8,7,3,5,1,,100,3,1,0,0,0,0,1,8,1730220140411001,4,2,2,,0,1.5,,Y,,we,1730220140411,3,1730220140411001,,2,S:8AM-8PM,04,PLYMOUTH,1213,167680,,,1,1,8,1,8,20MAR201511:27,8,8835020102,,,8,8,,,,,,,,,33942.03791,2014042527weS:8AM-8PM,,0,1730220140411001,8,,,02576,03/03/2025
ATLANTIC COD,WINTER FLOUNDER,2014042517weS:8AM-8PM,2014225171741920140413,2014,4,25,1,25,1,285,8,7,V,5,0.5,,2,2,1,0,0,0,0,3,1,1741920140413001,4,2,2,,0,1,,Y,,we,1741920140413,3,1741920140413001,,1,S:8AM-8PM,04,BARNSTABLE,1251,172904,164712,,1,1,8,1,8,20MAR201511:27,8,8857042001,8791030402,,8,8,,,,,,,,,73234.919574,2014042517weS:8AM-8PM,,0,1741920140413001,8,,,02562,03/03/2025
ATLANTIC COD,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,0,0,1,0,3,0,0,46,1,1723020140419001,4,2,1,1,1,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1631,164744,164712,,1,1,8,0,1,20MAR201511:27,2,8791031301,8791030402,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419001,8,3,0,03801,03/03/2025
ATLANTIC COD,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,0,0,1,0,6,0,1,46,2,1723020140419002,4,2,1,1,8,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1632,164744,164712,,1,1,8,0,1,20MAR201511:27,2,8791031301,8791030402,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419002,8,6,0,03801,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,11,33,15,3,6,4,1,2,4.5,0,0,0,1,0,2,0,1,46,2,1723020140419003,4,2,1,1,3,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,HILLSBOROUGH,1633,164712,164744,,1,1,8,1,1,20MAR201511:27,2,8791030402,8791031301,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419003,8,2,0,03045,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,11,33,15,3,6,4,1,2,4.5,0,0,0,1,0,2,0,1,46,2,1723020140419004,4,2,1,1,1,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,HILLSBOROUGH,1634,164712,164744,,1,1,8,0,1,20MAR201511:27,2,8791030402,8791031301,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419004,8,2,0,03045,03/03/2025
ATLANTIC COD,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,200,0,1,2,2,0,1,46,2,1723020140419005,4,2,1,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1635,164744,164712,,1,1,8,1,1,20MAR201511:27,2,8791031301,8791030402,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419005,8,2,0,03801,03/03/2025
ATLANTIC COD,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,120,0,1,2,0,0,1,46,2,1723020140419006,4,2,2,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1636,164744,164712,,1,1,8,1,8,20MAR201511:27,2,8791031301,8791030402,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419006,8,,,03885,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,0,0,1,2,5,0,1,46,2,1723020140419007,4,2,1,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1637,164712,164744,,1,1,8,1,1,20MAR201511:27,2,8791030402,8791031301,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419007,8,5,0,03873,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,25,25,33,15,3,6,4,1,2,4.5,,0,0,1,0,0,0,1,46,2,1723020140419008,4,2,2,1,0,9.5,,O,1,we,1723020140419,6,1723020140419001,,0,HEAD-BOAT,04,SUFFOLK,1638,164712,164744,,1,1,8,1,8,20MAR201511:27,2,8791030402,8791031301,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419008,8,,,02128,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,1,1,1,0,2,0,1,46,2,1723020140419009,4,2,1,1,6,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1639,164712,164744,,1,1,8,1,1,20MAR201511:27,2,8791030402,8791031301,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419009,8,2,0,03079,03/03/2025
,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,25,9,33,15,3,6,4,1,2,4.5,0,0,0,1,0,1,0,1,46,2,1723020140419010,4,2,1,1,3,9.5,,O,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ESSEX,1640,164744,,,1,1,8,1,1,20MAR201511:27,2,8791031301,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419010,8,1,0,01860,03/03/2025
,,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,2,0,1,0,0,0,1,46,2,1723020140419011,4,2,2,1,1,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1641,,,,1,1,8,0,8,20MAR201511:27,2,,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419011,8,,,03038,03/03/2025
,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,25,9,33,15,3,6,4,1,2,4.5,0,0,0,1,0,3,0,1,46,2,1723020140419012,4,2,1,1,4,9.5,,O,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ESSEX,1642,164744,,,1,1,8,1,1,20MAR201511:27,2,8791031301,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419012,8,3,0,01983,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,81,2,1,0,5,0,1,46,2,1723020140419013,4,2,1,1,1,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1643,164712,164744,,1,1,8,1,1,20MAR201511:27,2,8791030402,8791031301,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419013,8,5,0,03833,03/03/2025
,,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,13,33,15,3,6,4,1,2,4.5,0,15,0,1,1,2,0,1,46,2,1723020140419014,4,2,1,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,MERRIMACK,1644,,,,1,1,8,1,1,20MAR201511:27,2,,,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419014,8,2,0,03307,03/03/2025
HADDOCK,ATLANTIC COD,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,17,33,15,3,6,4,1,2,4.5,0,35,1,1,0,4,0,1,46,2,1723020140419015,4,2,1,1,10,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,STRAFFORD,1645,164712,164744,,1,1,8,0,1,20MAR201511:27,2,8791030402,8791031301,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419015,8,4,0,03820,03/03/2025
,,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,13,33,15,3,6,4,1,2,4.5,0,15,0,1,2,1,0,1,46,2,1723020140419016,4,2,1,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,MERRIMACK,1646,,,,1,1,8,0,1,20MAR201511:27,2,,,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419016,8,1,0,03307,03/03/2025
,,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,23,31,33,15,3,6,4,1,2,4.5,0,25,1,1,0,5,0,1,46,2,1723020140419017,4,2,1,1,20,9.5,,O,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,YORK,1647,,,,1,1,8,0,1,20MAR201511:27,2,,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419017,8,5,0,04073,03/03/2025
,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,5,33,15,3,6,4,1,2,4.5,0,2,1,1,0,1,0,1,46,2,1723020140419018,4,2,1,1,3,9.5,,N,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,,1648,164744,,,1,1,8,1,1,20MAR201511:27,2,8791031301,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419018,8,1,0,03444,03/03/2025
,HADDOCK,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,5,33,15,3,6,4,1,2,4.5,0,0,0,1,0,2,0,1,46,2,1723020140419019,4,2,1,1,3,9.5,,N,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,,1649,164744,,,1,1,8,1,1,20MAR201511:27,2,8791031301,,,6,1,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419019,8,3,0,03447,03/03/2025
,,2014043304weHEAD-BOAT,2014233041723020140419,2014,4,33,15,33,15,3,6,4,1,2,4.5,0,0,0,1,1,3,0,1,46,2,1723020140419020,4,2,1,1,0,9.5,,Y,1,we,1723020140419,6,1723020140419001,1,0,HEAD-BOAT,04,ROCKINGHAM,1650,,,,1,1,8,1,1,20MAR201511:27,2,,,,6,2,,,,,,,,,48.347764253,2014043304weHEAD-BOAT,,0,1723020140419020,8,3,0,03079,03/03/2025
