PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,BLUEFISH,19883498306wd,1114119880602164,0,C,5,,2,1,1,1,Y,8,50,,2,1114119880602004,64,1,3,1,0,0,,,,4,9,9,4,1,3,1988,1114119880602,06,wd,,,1114119880602004,1,0,5,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1220,58,1835.095786,19883498306wd,,0,1114119880602004,06851,03/03/2025
,BLUEFISH,19883498306wd,1114119880602164,,C,5,,2,1,1,1,Y,2,50,,2,1114119880602005,64,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880602,06,wd,,,1114119880602005,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1220,47,1835.095786,19883498306wd,,0,1114119880602005,06875,03/03/2025
,,19883498306wd,11141198806089291,,C,5,,2,1,9,9,Y,1,10,,1,1114119880608001,291,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880608,06,wd,,,1114119880608001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,,,1,88,8,1020,23,1835.095786,19883498306wd,,0,1114119880608001,06443,03/03/2025
,TAUTOG,19883498306wd,11141198806089291,,C,5,,2,1,9,7,Y,5,50,,2.5,1114119880608002,291,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880608,06,wd,,,1114119880608002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8839010101,,1,88,8,1300,27,1835.095786,19883498306wd,,0,1114119880608002,06417,03/03/2025
,TAUTOG,19883498306wd,11141198806089291,,C,5,,2,1,9,7,Y,0,1,,2.5,1114119880608003,291,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880608,06,wd,,,1114119880608003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8839010101,,1,88,8,1300,5,1835.095786,19883498306wd,,0,1114119880608003,06417,03/03/2025
,WINTER FLOUNDER,19883498306wd,11141198806167405,0,C,5,,2,1,7,7,Y,5,20,,2,1114119880616001,405,1,3,1,0,0,,,,4,9,9,4,1,3,1988,1114119880616,06,wd,,,1114119880616001,1,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1115,46,4879.6574507,19883498306wd,,0,1114119880616001,06413,03/03/2025
,WINTER FLOUNDER,19883498306wd,11141198806167405,,C,5,,2,1,7,7,Y,3,15,,2,1114119880616002,405,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880616,06,wd,,,1114119880616002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1115,23,4879.6574507,19883498306wd,,0,1114119880616002,06413,03/03/2025
,WINTER FLOUNDER,19883498306wd,11141198806167405,,C,5,,2,1,7,7,Y,0,10,,2,1114119880616003,405,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880616,06,wd,,,1114119880616003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1115,12,4879.6574507,19883498306wd,,0,1114119880616003,06413,03/03/2025
,WINTER FLOUNDER,19883498306wd,11141198806167405,,C,5,,2,1,7,7,Y,0,5,,2,1114119880616004,405,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880616,06,wd,,,1114119880616004,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1115,10,4879.6574507,19883498306wd,,0,1114119880616004,06413,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618001,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1430,12,921.57069141,19883498306we,,0,1114119880618001,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618002,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1430,12,921.57069141,19883498306we,,0,1114119880618002,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618003,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1435,13,921.57069141,19883498306we,,0,1114119880618003,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618004,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618004,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1440,10,921.57069141,19883498306we,,0,1114119880618004,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618005,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618005,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1445,12,921.57069141,19883498306we,,0,1114119880618005,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618006,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618006,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1445,14,921.57069141,19883498306we,,0,1114119880618006,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618007,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618007,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1445,12,921.57069141,19883498306we,,0,1114119880618007,06430,03/03/2025
,BLUEFISH,19883498306we,1114119880618189,,C,5,,2,1,1,1,Y,10,30,,2.5,1114119880618008,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880618,06,we,,,1114119880618008,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1445,14,921.57069141,19883498306we,,0,1114119880618008,06430,03/03/2025
,BLUEFISH,19883498306wd,11141198806289235,,C,5,,2,1,9,9,Y,3,20,,1.5,1114119880628001,235,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880628,06,wd,,,1114119880628001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1220,41,4879.6574507,19883498306wd,,0,1114119880628001,06516,03/03/2025
,BLUEFISH,19883498306wd,11141198806289235,,C,5,,2,1,9,9,Y,0,10,,1.5,1114119880628002,235,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114119880628,06,wd,,,1114119880628002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1220,37,4879.6574507,19883498306wd,,0,1114119880628002,06516,03/03/2025
,,19883498306wd,1114219880602123,,C,5,,2,1,1,1,Y,0,10,,2,1114219880602001,23,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880602,06,wd,,,1114219880602001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,,,1,88,8,1330,32,4879.6574507,19883498306wd,,0,1114219880602001,09999,03/03/2025
,,19883498306wd,1114219880602123,,C,5,,2,1,1,1,Y,0,10,,2,1114219880602002,23,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880602,06,wd,,,1114219880602002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,,,1,88,8,1330,30,4879.6574507,19883498306wd,,0,1114219880602002,09999,03/03/2025
,WINTER FLOUNDER,19883498306wd,11142198806089287,,C,5,,2,1,9,9,Y,2,25,,1,1114219880608001,287,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880608,06,wd,,,1114219880608001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1225,63,4879.6574507,19883498306wd,,0,1114219880608001,06443,03/03/2025
,WINTER FLOUNDER,19883498306wd,11142198806089287,,C,5,,2,1,9,9,Y,2,15,,1,1114219880608002,287,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880608,06,wd,,,1114219880608002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1225,60,4879.6574507,19883498306wd,,0,1114219880608002,06443,03/03/2025
,WINTER FLOUNDER,19883498306wd,111421988061611660,,C,5,,2,1,11,11,Y,5,25,,2.5,1114219880616001,660,4,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880616,06,wd,,,1114219880616001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1410,65,4879.6574507,19883498306wd,,0,1114219880616001,06339,03/03/2025
,WINTER FLOUNDER,19883498306wd,111421988061611660,,C,5,,2,1,11,11,Y,2,10,,1.5,1114219880616002,660,4,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880616,06,wd,,,1114219880616002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1415,39,4879.6574507,19883498306wd,,0,1114219880616002,06340,03/03/2025
,WINTER FLOUNDER,19883498306wd,111421988061611660,,C,5,,2,1,11,11,Y,6,25,,1.5,1114219880616003,660,4,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880616,06,wd,,,1114219880616003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1415,19,4879.6574507,19883498306wd,,0,1114219880616003,06340,03/03/2025
,WINTER FLOUNDER,19883498306wd,111421988061611660,,C,5,,2,1,11,11,Y,0,1,,1.5,1114219880616004,660,4,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880616,06,wd,,,1114219880616004,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1415,7,4879.6574507,19883498306wd,,0,1114219880616004,06340,03/03/2025
,BLUEFISH,19883498306we,1114219880618164,,C,5,,2,1,1,1,Y,20,80,,1.5,1114219880618001,64,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880618,06,we,,,1114219880618001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1545,67,921.57069141,19883498306we,,0,1114219880618001,09999,03/03/2025
,BLUEFISH,19883498306we,1114219880618164,,C,5,,2,1,1,1,Y,20,50,,1.5,1114219880618002,64,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880618,06,we,,,1114219880618002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1545,74,921.57069141,19883498306we,,0,1114219880618002,09999,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,1,5,,2.5,1114219880628001,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,31,4879.6574507,19883498306wd,,0,1114219880628001,06473,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,1,5,,2.5,1114219880628002,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,37,4879.6574507,19883498306wd,,0,1114219880628002,06473,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,0,1,,2.5,1114219880628003,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,26,4879.6574507,19883498306wd,,0,1114219880628003,06473,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,0,1,,2.5,1114219880628004,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628004,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,28,4879.6574507,19883498306wd,,0,1114219880628004,06473,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,0,1,,2.5,1114219880628005,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628005,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,24,4879.6574507,19883498306wd,,0,1114219880628005,06473,03/03/2025
,BLUEFISH,19883498306wd,11142198806289231,,C,5,,2,1,9,9,Y,0,1,,2.5,1114219880628006,231,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114219880628,06,wd,,,1114219880628006,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1230,24,4879.6574507,19883498306wd,,0,1114219880628006,06473,03/03/2025
,WINTER FLOUNDER,19883498305we,11143198805229291,0,C,5,,2,1,9,3,O,0,8,,2,1114319880522004,291,2,3,1,0,0,,,,5,9,34,4,1,3,1988,1114319880522,05,we,,,1114319880522004,1,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1215,62,1528.9020005,19883498305we,,0,1114319880522004,07644,03/03/2025
,WINTER FLOUNDER,19883498305we,11143198805229291,,C,5,,2,1,9,3,O,0,1,,2,1114319880522005,291,2,3,0,0,0,,,,5,9,34,4,1,3,1988,1114319880522,05,we,,,1114319880522005,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1215,24,1528.9020005,19883498305we,,0,1114319880522005,07644,03/03/2025
,WINTER FLOUNDER,19883498305wd,11143198805249291,,C,5,,2,1,9,9,Y,3,40,,3,1114319880524001,291,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880524,05,wd,,,1114319880524001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1110,78,1835.095786,19883498305wd,,0,1114319880524001,06443,03/03/2025
,WINTER FLOUNDER,19883498305wd,11143198805249291,0,C,5,,1,1,9,9,Y,3,20,,3,1114319880524002,291,2,3,1,1,0,,,,4,9,9,4,1,3,1988,1114319880524,05,wd,,,1114319880524002,1,1,0,8,9,,,07MAR92:23:45,8,1,1,,,,8857042001,,1,88,8,1144,20,1835.095786,19883498305wd,,0,1114319880524002,06437,03/03/2025
,WINTER FLOUNDER,19883498305wd,11143198805249291,,C,5,,2,1,9,9,Y,4,20,,3,1114319880524003,291,2,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880524,05,wd,,,1114319880524003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1144,20,1835.095786,19883498305wd,,0,1114319880524003,06437,03/03/2025
,WINTER FLOUNDER,19883498305wd,11143198805249291,0,C,5,,2,1,9,9,Y,10,45,,3,1114319880524006,291,2,3,2,0,0,,,,4,9,9,4,1,3,1988,1114319880524,05,wd,,,1114319880524006,1,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1240,37,1835.095786,19883498305wd,,0,1114319880524006,06437,03/03/2025
,WINTER FLOUNDER,19883498305wd,11143198805277827,,C,5,,2,1,7,7,Y,10,50,,3,1114319880527003,827,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880527,05,wd,,,1114319880527003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,,1,88,8,1127,99,4879.6574507,19883498305wd,,0,1114319880527003,06413,03/03/2025
SUMMER FLOUNDER,WINTER FLOUNDER,19883498306wd,11143198806109254,,C,5,,2,1,9,9,Y,0,0,,1.5,1114319880610001,254,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880610,06,wd,,,1114319880610001,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,8857030301,1,88,8,1140,32,4879.6574507,19883498306wd,,0,1114319880610001,06473,03/03/2025
,WINTER FLOUNDER,19883498306we,1114319880612189,0,C,5,,1,1,1,1,Y,0,2,,3.5,1114319880612001,89,1,3,1,3,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612001,1,3,0,8,9,,,07MAR92:23:45,8,1,1,,,,8857042001,,1,88,8,1350,60,921.57069141,19883498306we,,0,1114319880612001,06430,03/03/2025
,STRIPED BASS,19883498306we,1114319880612189,,C,5,,2,1,1,1,Y,20,150,,4.5,1114319880612002,89,5,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612002,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835020102,,1,88,8,1355,70,921.57069141,19883498306we,,0,1114319880612002,06401,03/03/2025
,BLUEFISH,19883498306we,1114319880612189,,C,5,,2,1,1,1,Y,3,75,,2,1114319880612003,89,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612003,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,,1,88,8,1403,28,921.57069141,19883498306we,,0,1114319880612003,06432,03/03/2025
STRIPED BASS,BLUEFISH,19883498306we,1114319880612189,,C,5,,2,1,1,1,Y,39,100,,2,1114319880612004,89,1,3,0,0,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612004,,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,8835020102,1,88,8,1410,22,921.57069141,19883498306we,,0,1114319880612004,06606,03/03/2025
SUMMER FLOUNDER,WINTER FLOUNDER,19883498306we,1114319880612189,0,C,5,,2,1,1,1,Y,0,0,,2,1114319880612005,89,1,3,1,0,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612005,1,,,8,9,,,07MAR92:23:45,8,8,1,,,,8857042001,8857030301,1,88,8,1412,19,921.57069141,19883498306we,,0,1114319880612005,06432,03/03/2025
STRIPED BASS,BLUEFISH,19883498306we,1114319880612189,0,C,5,,2,1,1,1,Y,5,13,,2.5,1114319880612006,89,1,3,1,0,0,,,,4,9,9,4,1,3,1988,1114319880612,06,we,,,1114319880612006,1,,,8,9,,,07MAR92:23:45,8,8,1,,,,8835250101,8835020102,1,88,8,1413,16,921.57069141,19883498306we,,0,1114319880612006,06430,03/03/2025
