PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,STRAT_INTERVAL,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
,,199716128302we,1038919970202127142,,1,1,,2,1,127,117,Y,2,12,8,3,1038919970202012,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970202,02,we,,,1038919970202012,,8,,,SEMINOLE,02APR97:14:41,1,8,1,,,,0,0,1,,8,1325,16827.731321,199716128302we,,0,1038919970202012,,,,32779,03/03/2025
,,199716128302we,1038919970202127142,,1,1,,2,1,127,81,O,3,3,8,2.5,1038919970202013,142,1,3,0,0,0,0,8,88,5,12,42,6,1,1,1997,1038919970202,02,we,,,1038919970202013,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1405,12607.203065,199716128302we,,0,1038919970202013,,,,17810,03/03/2025
,,199716128302we,1038919970202127142,,1,1,,2,1,127,95,Y,0,0,8,2.5,1038919970202014,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970202,02,we,,,1038919970202014,,8,,,ORANGE,02APR97:14:41,1,8,1,,,,0,0,1,,8,1410,16827.731321,199716128302we,,0,1038919970202014,,,,32807,03/03/2025
,,199716128302we,1038919970202127142,0,1,1,,2,1,127,127,Y,60,300,8,4,1038919970202015,142,1,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970202,02,we,,,1038919970202015,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1515,16827.731321,199716128302we,,0,1038919970202015,,,,32124,03/03/2025
,,199716128302we,1038919970202127142,0,1,1,,2,1,127,37,O,4,4,8,3,1038919970202016,142,1,3,1,0,0,0,8,88,0,12,26,6,1,1,1997,1038919970202,02,we,,,1038919970202016,2,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1600,12607.203065,199716128302we,,0,1038919970202016,,,,48174,03/03/2025
,,199716128302we,1038919970202127142,0,1,1,,2,1,127,127,Y,2,12,8,3.5,1038919970202017,142,1,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970202,02,we,,,1038919970202017,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1705,16827.731321,199716128302we,,0,1038919970202017,,,,32127,03/03/2025
,,199716128302we,1038919970202127142,0,1,1,,2,1,127,127,Y,50,150,8,3.5,1038919970202018,142,1,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970202,02,we,,,1038919970202018,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1710,16827.731321,199716128302we,,0,1038919970202018,,,,32127,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,33,O,30,30,8,3,1038919970204001,142,1,3,0,0,0,0,8,88,0,12,54,6,,1,1997,1038919970204,02,wd,,,1038919970204001,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,920,15722.70079,199716128302wd,,0,1038919970204001,,,,26301,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,33,O,30,30,8,3,1038919970204002,142,1,3,0,0,0,0,8,88,0,12,54,6,,1,1997,1038919970204,02,wd,,,1038919970204002,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,925,15722.70079,199716128302wd,,0,1038919970204002,,,,26301,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,8,52,8,3.5,1038919970204003,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970204,02,wd,,,1038919970204003,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1005,20986.207899,199716128302wd,,0,1038919970204003,,,,32725,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,31,O,20,20,8,3,1038919970204004,142,1,3,0,0,0,0,8,88,0,12,17,6,1,1,1997,1038919970204,02,wd,,,1038919970204004,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1040,15722.70079,199716128302wd,,0,1038919970204004,,,,99998,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,31,O,20,20,8,3,1038919970204005,142,1,3,0,0,0,0,8,88,0,12,17,6,1,1,1997,1038919970204,02,wd,,,1038919970204005,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1045,15722.70079,199716128302wd,,0,1038919970204005,,,,99998,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,31,O,20,20,8,3,1038919970204006,142,1,3,0,0,0,0,8,88,0,12,17,6,1,1,1997,1038919970204,02,wd,,,1038919970204006,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1050,15722.70079,199716128302wd,,0,1038919970204006,,,,99998,03/03/2025
,,199716128302wd,1038919970204127142,0,1,1,,1,1,127,127,Y,12,50,8,3.5,1038919970204007,142,1,3,0,2,0,0,8,88,6,12,12,6,2,1,1997,1038919970204,02,wd,,,1038919970204007,2,8,,,VOLUSIA,02APR97:14:41,1,1,1,,,,0,0,1,,8,1130,20986.207899,199716128302wd,,0,1038919970204007,,2,0,32114,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,12,50,8,3.5,1038919970204008,142,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970204,02,wd,,,1038919970204008,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1135,20986.207899,199716128302wd,,0,1038919970204008,,,,32114,03/03/2025
,,199716128302wd,1038919970204127142,0,1,1,,2,1,127,127,Y,10,100,8,2.5,1038919970204009,142,1,3,1,0,0,0,8,88,6,12,12,6,9,1,1997,1038919970204,02,wd,,,1038919970204009,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1200,20986.207899,199716128302wd,,0,1038919970204009,,,,32118,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,10,100,8,2.5,1038919970204010,142,1,3,0,0,0,0,8,88,6,12,12,6,9,1,1997,1038919970204,02,wd,,,1038919970204010,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1205,20986.207899,199716128302wd,,0,1038919970204010,,,,32118,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,998,O,2,2,8,3,1038919970204011,142,1,3,0,0,0,0,8,88,0,12,99,6,1,1,1997,1038919970204,02,wd,,,1038919970204011,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1250,15722.70079,199716128302wd,,0,1038919970204011,,,,99997,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,998,O,2,2,8,3,1038919970204012,142,1,3,0,0,0,0,8,88,0,12,99,6,1,1,1997,1038919970204,02,wd,,,1038919970204012,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1255,15722.70079,199716128302wd,,0,1038919970204012,,,,99997,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,0,0,8,4,1038919970204013,142,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970204,02,wd,,,1038919970204013,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1340,20986.207899,199716128302wd,,0,1038919970204013,,,,32114,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,0,0,8,4,1038919970204014,142,1,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970204,02,wd,,,1038919970204014,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1345,20986.207899,199716128302wd,,0,1038919970204014,,,,32114,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,7,52,8,3,1038919970204015,142,1,3,0,0,0,0,8,88,6,12,12,6,9,1,1997,1038919970204,02,wd,,,1038919970204015,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1425,20986.207899,199716128302wd,,0,1038919970204015,,,,32118,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,1,O,0,0,8,3.5,1038919970204016,142,1,3,0,0,0,0,8,88,4,12,25,6,1,1,1997,1038919970204,02,wd,,,1038919970204016,,8,,,BARNSTABLE,02APR97:14:41,1,8,1,,,,0,0,1,,8,1540,15722.70079,199716128302wd,,0,1038919970204016,,,,02635,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,127,Y,2,12,8,3.5,1038919970204017,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970204,02,wd,,,1038919970204017,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1545,20986.207899,199716128302wd,,0,1038919970204017,,,,32789,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,89,O,9,9,8,3,1038919970204018,142,1,3,0,0,0,0,8,88,7,12,1,6,1,1,1997,1038919970204,02,wd,,,1038919970204018,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1605,15722.70079,199716128302wd,,0,1038919970204018,,,,35802,03/03/2025
,,199716128302wd,1038919970204127142,,1,1,,2,1,127,125,O,1,1,8,3.5,1038919970204019,142,1,3,0,0,0,0,8,88,0,12,26,6,1,1,1997,1038919970204,02,wd,,,1038919970204019,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1625,15722.70079,199716128302wd,,0,1038919970204019,,,,48381,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,35,Y,60,200,8,3,1038919970220001,917,5,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970220,02,wd,,,1038919970220001,2,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,920,51077.889473,199716128302wd,,0,1038919970220001,,,,32136,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,35,Y,15,300,8,3.5,1038919970220002,917,5,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970220,02,wd,,,1038919970220002,,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,1005,51077.889473,199716128302wd,,0,1038919970220002,,,,32136,03/03/2025
,,199716128302wd,103891997022035917,1,1,1,,2,1,35,83,O,1,1,8,2.5,1038919970220003,917,5,3,1,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970220,02,wd,,,1038919970220003,2,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1030,38267.150362,199716128302wd,,0,1038919970220003,,,,12138,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,87,O,30,90,8,3.5,1038919970220004,917,5,3,1,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970220,02,wd,,,1038919970220004,2,8,,,ROCKLAND,02APR97:14:41,1,8,1,,,,0,0,1,,8,1100,38267.150362,199716128302wd,,0,1038919970220004,,,,10923,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,87,O,30,90,8,3.5,1038919970220005,917,5,3,1,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970220,02,wd,,,1038919970220005,2,8,,,ROCKLAND,02APR97:14:41,1,8,1,,,,0,0,1,,8,1105,38267.150362,199716128302wd,,0,1038919970220005,,,,10923,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,13,O,1,1,8,3.5,1038919970220006,917,5,3,0,0,0,0,8,88,5,12,51,6,1,1,1997,1038919970220,02,wd,,,1038919970220006,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1240,38267.150362,199716128302wd,,0,1038919970220006,,,,22201,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,13,O,1,1,8,3.5,1038919970220007,917,5,3,0,0,0,0,8,88,5,12,51,6,1,1,1997,1038919970220,02,wd,,,1038919970220007,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1245,38267.150362,199716128302wd,,0,1038919970220007,,,,22201,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,231,O,5,5,8,3,1038919970220008,917,5,3,1,0,0,0,8,88,7,12,48,6,1,1,1997,1038919970220,02,wd,,,1038919970220008,2,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1300,38267.150362,199716128302wd,,0,1038919970220008,,,,75474,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,231,O,5,5,8,3,1038919970220009,917,5,3,0,0,0,0,8,88,7,12,48,6,1,1,1997,1038919970220,02,wd,,,1038919970220009,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1305,38267.150362,199716128302wd,,0,1038919970220009,,,,75474,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,57,O,40,40,8,3.5,1038919970220010,917,5,3,0,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970220,02,wd,,,1038919970220010,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1345,38267.150362,199716128302wd,,0,1038919970220010,,,,13339,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,57,O,40,40,8,3.5,1038919970220011,917,5,3,0,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970220,02,wd,,,1038919970220011,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1350,38267.150362,199716128302wd,,0,1038919970220011,,,,13339,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,111,O,25,25,8,3,1038919970220012,917,5,3,0,0,0,0,8,88,0,12,21,6,1,1,1997,1038919970220,02,wd,,,1038919970220012,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1430,38267.150362,199716128302wd,,0,1038919970220012,,,,40219,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,111,O,25,25,8,3,1038919970220013,917,5,3,0,0,0,0,8,88,0,12,21,6,1,1,1997,1038919970220,02,wd,,,1038919970220013,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1435,38267.150362,199716128302wd,,0,1038919970220013,,,,40219,03/03/2025
,,199716128302wd,103891997022035917,1,1,1,,2,1,35,35,Y,2,6,8,2.5,1038919970220014,917,5,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970220,02,wd,,,1038919970220014,2,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,1520,51077.889473,199716128302wd,,0,1038919970220014,,,,32136,03/03/2025
,,199716128302wd,103891997022035917,1,1,1,,2,1,35,35,Y,4,24,8,2.5,1038919970220015,917,5,3,1,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970220,02,wd,,,1038919970220015,2,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,1625,51077.889473,199716128302wd,,0,1038919970220015,,,,32136,03/03/2025
,,199716128302wd,103891997022035917,0,1,1,,2,1,35,35,Y,4,24,8,2.5,1038919970220016,917,5,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970220,02,wd,,,1038919970220016,,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,1630,51077.889473,199716128302wd,,0,1038919970220016,,,,32136,03/03/2025
,,199716128302wd,103891997022035917,1,1,1,,2,1,35,35,Y,5,20,8,2,1038919970220017,917,5,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970220,02,wd,,,1038919970220017,,8,,,FLAGLER,02APR97:14:41,1,8,1,,,,0,0,1,,8,1655,51077.889473,199716128302wd,,0,1038919970220017,,,,32136,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,97,O,1,1,8,3,1038919970221001,275,5,3,0,0,0,0,8,88,0,12,54,6,1,1,1997,1038919970221,02,wd,,,1038919970221001,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,950,38267.150362,199716128302wd,,0,1038919970221001,,,,99998,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,97,O,1,1,8,3,1038919970221002,275,5,3,0,0,0,0,8,88,0,12,54,6,1,1,1997,1038919970221,02,wd,,,1038919970221002,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,955,38267.150362,199716128302wd,,0,1038919970221002,,,,99998,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,127,Y,6,52,8,3.5,1038919970221003,275,5,3,1,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970221,02,wd,,,1038919970221003,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1120,51077.889473,199716128302wd,,0,1038919970221003,,,,32114,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,127,Y,6,52,8,3.5,1038919970221004,275,5,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970221,02,wd,,,1038919970221004,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1125,51077.889473,199716128302wd,,0,1038919970221004,,,,32114,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,127,Y,6,52,8,3.5,1038919970221005,275,5,3,1,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970221,02,wd,,,1038919970221005,2,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1130,51077.889473,199716128302wd,,0,1038919970221005,,,,32114,03/03/2025
,,199716128302wd,1038919970221127275,0,1,1,,2,1,127,127,Y,6,52,8,3.5,1038919970221006,275,5,3,0,0,0,0,8,88,6,12,12,6,2,1,1997,1038919970221,02,wd,,,1038919970221006,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,0,0,1,,8,1135,51077.889473,199716128302wd,,0,1038919970221006,,,,32114,03/03/2025
,RED DRUM,199716128302wd,1038919970221127275,0,1,1,,2,1,127,127,Y,50,350,8,4,1038919970221007,275,5,3,0,0,0,0,8,88,6,12,12,6,9,1,1997,1038919970221,02,wd,,,1038919970221007,,8,,,VOLUSIA,02APR97:14:41,1,8,1,,,,8835440901,0,1,,8,1245,51077.889473,199716128302wd,,0,1038919970221007,,,,32119,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,998,O,5,5,8,3,1038919970221008,142,1,3,0,0,0,0,8,88,0,12,99,6,1,1,1997,1038919970221,02,wd,,,1038919970221008,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1325,15722.70079,199716128302wd,,0,1038919970221008,,,,99997,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,998,O,5,5,8,3,1038919970221009,142,1,3,0,0,0,0,8,88,0,12,99,6,1,1,1997,1038919970221,02,wd,,,1038919970221009,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1330,15722.70079,199716128302wd,,0,1038919970221009,,,,99997,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,77,O,1,1,8,3.5,1038919970221010,142,1,3,0,0,0,0,8,88,5,12,42,6,1,1,1997,1038919970221,02,wd,,,1038919970221010,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1415,15722.70079,199716128302wd,,0,1038919970221010,,,,18080,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,77,O,1,1,8,3.5,1038919970221011,142,1,3,0,0,0,0,8,88,5,12,42,6,1,1,1997,1038919970221,02,wd,,,1038919970221011,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1420,15722.70079,199716128302wd,,0,1038919970221011,,,,18080,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,19,O,1,1,8,3,1038919970221012,142,1,3,0,0,0,0,8,88,5,12,34,6,1,1,1997,1038919970221,02,wd,,,1038919970221012,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1440,15722.70079,199716128302wd,,0,1038919970221012,,,,08822,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,19,O,1,1,8,3,1038919970221013,142,1,3,0,0,0,0,8,88,5,12,34,6,1,1,1997,1038919970221,02,wd,,,1038919970221013,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1445,15722.70079,199716128302wd,,0,1038919970221013,,,,08822,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,5,O,5,5,8,3,1038919970221014,142,1,3,0,0,0,0,8,88,5,12,36,6,1,1,1997,1038919970221,02,wd,,,1038919970221014,,8,,,BRONX,02APR97:14:41,1,8,1,,,,0,0,1,,8,1520,15722.70079,199716128302wd,,0,1038919970221014,,,,10465,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,129,O,6,6,8,3.5,1038919970221015,142,1,3,0,0,0,0,8,88,0,12,26,6,1,1,1997,1038919970221,02,wd,,,1038919970221015,,8,,,,02APR97:14:41,1,8,5,,,,0,0,1,,8,1550,15722.70079,199716128302wd,,0,1038919970221015,,,,48661,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,117,Y,6,6,8,3.5,1038919970221016,142,1,3,0,0,0,0,8,88,6,12,12,6,1,1,1997,1038919970221,02,wd,,,1038919970221016,,8,,,SEMINOLE,02APR97:14:41,1,8,1,,,,0,0,1,,8,1555,20986.207899,199716128302wd,,0,1038919970221016,,,,32773,03/03/2025
,,199716128302wd,1038919970221127142,,1,1,,2,1,127,25,O,0,0,8,3,1038919970221017,142,1,3,0,0,0,0,8,88,5,12,42,6,1,1,1997,1038919970221,02,wd,,,1038919970221017,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,1625,15722.70079,199716128302wd,,0,1038919970221017,,,,18235,03/03/2025
,,199716128302wd,103891997022712721,,1,1,,2,1,127,7,O,12,12,8,3,1038919970227001,21,1,3,0,0,0,0,8,88,4,12,33,6,1,1,1997,1038919970227,02,wd,,,1038919970227001,,8,,,,02APR97:14:41,1,8,1,,,,0,0,1,,8,930,15722.70079,199716128302wd,,0,1038919970227001,,,,03588,03/03/2025
