PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200816128302we,1511220080203127221,2008,6,12,127,12,127,221,5,3,1,1,7,0,5,5,1,1,0,0,0,0,,,1511220080203010,6,1,2,,,,Y,,1511220080203,,02,we,1511220080203010,,,,VOLUSIA,1542,0,0,1,1,1,8,2,8,,2,20MAR200815:26,1,,,,,,,,,25995.217568,200816128302we,,0,1511220080203010,8,32176,03/03/2025
,,200816128302we,1511220080203127221,2008,6,12,125,12,127,221,5,3,1,1,2,0,3,0,2,1,0,0,0,0,,,1511220080203011,6,1,2,,,,Y,,1511220080203,,02,we,1511220080203011,,,,UNION,1615,0,0,1,1,1,8,1,8,,1,20MAR200815:26,1,,,,,,,,,25995.217568,200816128302we,,0,1511220080203011,8,32054,03/03/2025
,BLACK DRUM,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,3,0,200,30,1,1,2,0,0,0,,,1511220080214001,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214001,2,,,VOLUSIA,1102,169288,0,1,1,1,8,2,8,,2,20MAR200815:26,1,8835440801,,,,,,,,7103.4956411,200816128302wd,,0,1511220080214001,8,32127,03/03/2025
,LEFTEYE FLOUNDER GENUS,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,2,0,100,15,1,1,1,0,0,0,,,1511220080214002,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214002,2,,,VOLUSIA,1108,172734,0,1,1,1,8,1,8,,2,20MAR200815:26,1,8857030300,,,,,,,,7103.4956411,200816128302wd,,0,1511220080214002,8,32174,03/03/2025
,,200816128302wd,1511220080214127142,2008,5,42,3,12,127,142,1,3,1,1,4,0,4,4,1,1,1,0,0,0,,,1511220080214003,6,1,2,,,,O,,1511220080214,,02,wd,1511220080214003,2,,,,1210,0,0,1,1,1,8,2,8,,2,20MAR200815:26,1,,,,,,,,,6533.229145,200816128302wd,,0,1511220080214003,8,15243,03/03/2025
,,200816128302wd,1511220080214127142,2008,5,42,3,12,127,142,1,3,1,1,4,,4,4,1,1,0,0,0,0,,,1511220080214004,6,1,2,,,,O,,1511220080214,,02,wd,1511220080214004,,,,,1211,0,0,1,1,1,8,1,8,,2,20MAR200815:26,1,,,,,,,,,6533.229145,200816128302wd,,0,1511220080214004,8,15236,03/03/2025
SHEEPSHEAD,KINGFISH GENUS,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,2,0,150,20,1,1,1,0,0,0,,,1511220080214005,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214005,2,,,VOLUSIA,1214,169273,169189,1,1,1,8,1,8,,1,20MAR200815:26,1,8835440600,8835430301,,,,,,,7103.4956411,200816128302wd,,0,1511220080214005,8,32129,03/03/2025
SHEEPSHEAD,KINGFISH GENUS,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,2,0,50,5,1,1,2,0,0,0,,,1511220080214006,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214006,2,0,2,VOLUSIA,1215,169273,169189,1,1,1,8,2,8,,2,20MAR200815:26,1,8835440600,8835430301,,,,,,,7103.4956411,200816128302wd,,0,1511220080214006,8,32169,03/03/2025
,,200816128302wd,1511220080214127142,2008,5,42,39,12,127,142,1,3,1,1,4,0,3,3,1,1,1,0,0,0,,,1511220080214007,6,1,2,,,,O,,1511220080214,,02,wd,1511220080214007,2,,,,1219,0,0,1,1,1,8,1,8,,2,20MAR200815:26,1,,,,,,,,,6533.229145,200816128302wd,,0,1511220080214007,8,99998,03/03/2025
,,200816128302wd,1511220080214127142,2008,5,42,39,12,127,142,1,3,1,1,4,,6,6,1,1,0,0,0,0,,,1511220080214008,6,1,2,,,,O,,1511220080214,,02,wd,1511220080214008,,,,,1220,0,0,1,1,1,8,2,8,,2,20MAR200815:26,1,,,,,,,,,6533.229145,200816128302wd,,0,1511220080214008,8,99998,03/03/2025
,BLACK DRUM,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,5,0,50,7,1,1,1,0,0,0,,,1511220080214009,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214009,2,,,VOLUSIA,1313,169288,0,1,1,1,8,1,8,,1,20MAR200815:26,1,8835440801,,,,,,,,7103.4956411,200816128302wd,,0,1511220080214009,8,32720,03/03/2025
,,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,3,0,998,35,1,1,1,0,0,0,,,1511220080214010,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214010,2,,,VOLUSIA,1351,0,0,1,1,1,8,1,8,,2,20MAR200815:26,1,,,,,,,,,7103.4956411,200816128302wd,,0,1511220080214010,8,32119,03/03/2025
,,200816128302wd,1511220080214127142,2008,6,12,127,12,127,142,1,3,1,1,8,0,100,15,2,1,1,0,0,0,,,1511220080214011,6,1,2,,,,Y,,1511220080214,,02,wd,1511220080214011,2,,,VOLUSIA,1553,0,0,1,1,1,8,1,8,,1,20MAR200815:26,1,,,,,,,,,7103.4956411,200816128302wd,,0,1511220080214011,8,32738,03/03/2025
,,200816128301we,15156200801203143,2008,0,47,151,12,31,43,1,3,1,1,3,0,0,0,1,1,1,0,0,0,,,1515620080120001,6,1,2,,,,O,,1515620080120,,01,we,1515620080120001,2,,,,1158,0,0,1,1,1,8,1,8,,2,19FEB200808:08,1,,,,,,,,,8409.2216961,200816128301we,,0,1515620080120001,8,37841,03/03/2025
,,200816128301we,15156200801203143,2008,0,47,151,12,31,43,1,3,1,1,3,0,0,0,1,1,1,0,0,0,,,1515620080120002,6,1,2,,,,O,,1515620080120,,01,we,1515620080120002,2,,,,1159,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,8409.2216961,200816128301we,,0,1515620080120002,8,37841,03/03/2025
,KINGFISH GENUS,200816128301we,15156200801203143,2008,6,12,109,12,31,43,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1515620080120003,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120003,,,,ST JOHNS,1254,169273,0,1,1,1,8,1,8,,2,19FEB200808:08,1,8835440600,,,,,,,,9143.2381045,200816128301we,,0,1515620080120003,8,32082,03/03/2025
,KINGFISH GENUS,200816128301we,15156200801203143,2008,6,12,109,12,31,43,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1515620080120004,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120004,,,,ST JOHNS,1235,169273,0,1,1,1,8,2,8,,2,19FEB200808:08,1,8835440600,,,,,,,,9143.2381045,200816128301we,,0,1515620080120004,8,32082,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,8,,50,8,1,1,0,0,0,0,,,1515620080120005,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120005,,,,DUVAL,1303,0,0,1,1,1,8,2,8,,1,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120005,8,32244,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,2,0,50,8,1,1,1,0,0,0,,,1515620080120006,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120006,2,,,DUVAL,1304,0,0,1,1,1,8,1,8,,1,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120006,8,32257,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,3,12,31,43,1,3,1,1,2,,4,4,1,1,0,0,0,0,,,1515620080120007,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120007,,,,BAKER,1305,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120007,8,99998,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,2.5,0,50,6,1,1,1,0,0,0,,,1515620080120008,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120008,2,,,DUVAL,1327,0,0,1,1,1,8,1,8,,2,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120008,8,32256,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,1,,12,0,1,1,0,0,0,0,,,1515620080120009,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120009,,,,DUVAL,1346,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120009,8,32246,03/03/2025
,,200816128301we,15156200801203143,2008,4,23,29,12,31,43,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1515620080120010,6,1,2,,,,O,,1515620080120,,01,we,1515620080120010,,,,WASHINGTON,1347,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,8409.2216961,200816128301we,,0,1515620080120010,8,04666,03/03/2025
,,200816128301we,15156200801203143,2008,4,23,29,12,31,43,1,3,1,1,1,0,0,0,1,1,1,0,0,0,,,1515620080120011,6,1,2,,,,O,,1515620080120,,01,we,1515620080120011,2,,,WASHINGTON,1348,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,8409.2216961,200816128301we,,0,1515620080120011,8,04666,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,2.5,0,0,0,2,2,1,5,0,0,,,1515620080120012,6,1,1,,,,Y,,1515620080120,,01,we,1515620080120012,2,2,0,DUVAL,1414,0,0,1,1,1,2,1,2,,1,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120012,8,32202,03/03/2025
,,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,2.5,,0,0,2,0,0,0,1,0,,,1515620080120013,6,1,3,,,,Y,,1515620080120,,01,we,1515620080120012,,,,DUVAL,1415,0,0,1,1,1,8,2,8,,1,19FEB200808:08,1,,,,,,,,,9143.2381045,200816128301we,,0,1515620080120012,8,32207,03/03/2025
,LEFTEYE FLOUNDER GENUS,200816128301we,15156200801203143,2008,6,12,31,12,31,43,1,3,1,1,2,0,20,5,1,1,1,0,0,0,,,1515620080120014,6,1,2,,,,Y,,1515620080120,,01,we,1515620080120014,2,,,DUVAL,1515,172734,0,1,1,1,8,1,8,,1,19FEB200808:08,1,8857030300,,,,,,,,9143.2381045,200816128301we,,0,1515620080120014,8,32246,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200816128302wd,15156200802071093025,2008,6,12,19,12,109,3025,5,3,1,1,2,0,50,3,1,1,0,0,0,0,,,1515620080207001,6,1,2,,,,Y,,1515620080207,,02,wd,1515620080207001,,,,CLAY,1407,169273,168708,1,1,1,8,1,8,,1,20MAR200815:26,1,8835440600,8835280901,,,,,,,1126.9983556,200816128302wd,,0,1515620080207001,8,32065,03/03/2025
,,200816128302we,15156200802171093024,2008,6,12,109,12,109,3024,5,3,1,1,5,0,30,2,1,1,0,0,0,0,,,1515620080217001,6,1,2,,,,Y,,1515620080217,,02,we,1515620080217001,,,,ST JOHNS,1412,0,0,1,1,1,8,1,8,,1,20MAR200815:26,1,,,,,,,,,37271.358675,200816128302we,,0,1515620080217001,8,32082,03/03/2025
,KINGFISH GENUS,200816128302we,15156200802171093025,2008,7,12,17,12,109,3025,5,3,1,1,2.5,0,6,0,1,1,0,0,0,0,,,1515620080217002,6,1,2,,,,O,,1515620080217,,02,we,1515620080217002,,,,CITRUS,1745,169273,0,1,1,1,8,1,8,,1,20MAR200815:26,1,8835440600,,,,,,,,3025.021782,200816128302we,,0,1515620080217002,8,99998,03/03/2025
,KINGFISH GENUS,200816128302we,15156200802171093025,2008,6,12,19,12,109,3025,5,3,1,1,2.5,0,6,0,1,1,0,0,0,0,,,1515620080217003,6,1,2,,,,Y,,1515620080217,,02,we,1515620080217003,,,,CLAY,1746,169273,0,1,1,1,8,2,8,,2,20MAR200815:26,1,8835440600,,,,,,,,3289.0671008,200816128302we,,0,1515620080217003,8,32006,03/03/2025
,,200816128301we,152152008011299237,2008,6,12,99,12,99,237,2,3,1,1,0.5,,50,8,8,1,0,0,0,0,,,1521520080112001,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112001,,,,PALM BEACH,935,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,4663.8837534,200816128301we,,0,1521520080112001,8,33411,03/03/2025
,,200816128301we,152152008011299237,2008,6,12,99,12,99,237,2,3,1,1,0.5,,50,8,8,1,0,0,0,0,,,1521520080112002,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112002,,,,PALM BEACH,936,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,4663.8837534,200816128301we,,0,1521520080112002,8,99998,03/03/2025
,,200816128301we,152152008011299237,2008,6,12,99,12,99,237,2,3,1,1,0.5,,50,8,8,1,0,0,0,0,,,1521520080112003,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112003,,,,PALM BEACH,937,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,4663.8837534,200816128301we,,0,1521520080112003,8,33411,03/03/2025
,,200816128301we,152152008011299237,2008,6,12,99,12,99,237,2,3,1,1,2.5,,24,4,8,1,0,0,0,0,,,1521520080112004,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112004,,,,PALM BEACH,956,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,4663.8837534,200816128301we,,0,1521520080112004,8,33436,03/03/2025
,,200816128301we,152152008011299237,2008,6,12,99,12,99,237,5,3,1,1,1,0,2,0,1,1,0,0,0,0,,,1521520080112005,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112005,,,,PALM BEACH,1022,0,0,1,1,1,8,2,8,,2,19FEB200808:08,1,,,,,,,,,4663.8837534,200816128301we,,0,1521520080112005,8,33435,03/03/2025
SAND DRUM,BLUEFISH,200816128301we,152152008011299237,2008,6,12,11,12,99,237,2,3,1,1,2.5,,12,10,2,1,0,0,0,0,,,1521520080112006,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112006,,,,BROWARD,1031,168559,169298,1,1,1,8,2,8,,2,19FEB200808:08,1,8835250101,8835441101,,,,,,,4663.8837534,200816128301we,,0,1521520080112006,8,33060,03/03/2025
,COMMON SNOOK,200816128301we,152152008011299237,2008,6,12,11,12,99,237,5,3,1,1,1,0,364,60,2,1,0,0,0,0,,,1521520080112009,6,1,2,,,,Y,,1521520080112,,01,we,1521520080112009,,,,BROWARD,1137,167648,0,1,1,1,8,2,8,,2,19FEB200808:08,1,8835010105,,,,,,,,4663.8837534,200816128301we,,0,1521520080112009,8,33305,03/03/2025
