PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,DATE1,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200616128302wd,1511220060206127221,2006,6,12,35,12,127,221,5,3,1,1,2.5,0,6,6,1,1,0,0,0,0,,,1511220060206004,6,1,2,,,,Y,,1511220060206,,02,wd,1511220060206004,,,,FLAGLER,1336,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206004,8,99998,03/03/2025
BLUEFISH,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,6,12,127,12,127,221,5,3,1,1,3.5,0,10,0,1,3,2,12,0,0,,,1511220060206005,6,1,1,,,,Y,,1511220060206,,02,wd,1511220060206005,2,1,0,VOLUSIA,1600,169273,168559,1,1,1,2,1,2,,1,8835440600,8835250101,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206005,8,32174,03/03/2025
BLUEFISH,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,5,36,7,12,127,221,5,3,1,1,3.5,0,0,0,1,0,3,0,1,0,,,1511220060206006,6,1,3,,,,O,,1511220060206,,02,wd,1511220060206005,2,,,,1601,169273,168559,1,1,1,8,2,8,,1,8835440600,8835250101,,,,,,30APR200714:33,15697.060143,200616128302wd,,0,1511220060206005,8,13850,03/03/2025
BLUEFISH,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,5,36,7,12,127,221,5,3,1,1,3.5,0,0,0,1,0,2,0,1,0,,,1511220060206007,6,1,3,,,,O,,1511220060206,,02,wd,1511220060206005,2,,,,1602,169273,168559,1,1,1,8,2,8,,1,8835440600,8835250101,,,,,,30APR200714:33,15697.060143,200616128302wd,,0,1511220060206005,8,13850,03/03/2025
,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,6,12,35,12,127,221,5,3,1,1,2.5,0,6,6,1,1,0,3,0,0,,,1511220060206008,6,1,1,,,,Y,,1511220060206,,02,wd,1511220060206008,2,3,0,FLAGLER,1605,169273,0,1,1,1,8,1,1,,1,8835440600,,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206008,8,32136,03/03/2025
,,200616128302wd,1511220060206127221,2006,6,12,127,12,127,221,5,3,1,1,3.5,0.5,20,4,1,1,1,0,0,0,,,1511220060206009,6,1,2,,,,Y,,1511220060206,,02,wd,1511220060206009,2,,,VOLUSIA,1612,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206009,8,32174,03/03/2025
,,200616128302wd,1511220060206127221,2006,5,42,3,12,127,221,5,3,1,1,1,1,0,0,1,1,1,0,0,0,,,1511220060206010,6,1,2,,,,O,,1511220060206,,02,wd,1511220060206010,2,,,,1626,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,15697.060143,200616128302wd,,0,1511220060206010,8,15076,03/03/2025
,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,0,26,99,12,127,221,5,3,1,1,5,0,30,20,1,1,5,4,0,0,,,1511220060206011,6,1,1,,,,O,,1511220060206,,02,wd,1511220060206011,2,,,,1642,169273,0,1,1,1,8,2,1,,1,8835440600,,,,,,,30APR200714:33,15697.060143,200616128302wd,,0,1511220060206011,8,48316,03/03/2025
,,200616128302wd,1511220060206127221,2006,5,42,89,12,127,221,5,3,1,1,1.5,1,6,6,1,1,0,0,0,0,,,1511220060206012,6,1,2,,,,O,,1511220060206,,02,wd,1511220060206012,,,,,1643,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,15697.060143,200616128302wd,,0,1511220060206012,8,18466,03/03/2025
,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,6,12,127,12,127,221,5,3,1,1,3,1,3,2,1,1,0,0,0,0,,,1511220060206013,6,1,2,,,,Y,,1511220060206,,02,wd,1511220060206013,,,,VOLUSIA,1650,169273,0,1,1,1,8,1,8,,1,8835440600,,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206013,8,32176,03/03/2025
,KINGFISH GENUS,200616128302wd,1511220060206127221,2006,6,12,127,12,127,221,5,3,1,1,1,0.5,330,20,1,1,1,3,0,0,,,1511220060206014,6,1,1,,,,Y,,1511220060206,,02,wd,1511220060206014,2,,,VOLUSIA,1715,169273,0,1,1,1,8,1,1,,1,8835440600,,,,,,,30APR200714:33,17067.210691,200616128302wd,,0,1511220060206014,8,32176,03/03/2025
SHEEPSHEAD,BLACK DRUM,200616128302wd,15112200602231271819,2006,6,12,117,12,127,1819,2,3,1,1,3.5,0,60,6,1,1,1,1,0,0,,,1511220060223001,6,1,1,,,,Y,,1511220060223,,02,wd,1511220060223001,2,19,0,SEMINOLE,1136,169288,169189,1,1,1,8,2,1,,1,8835440801,8835430301,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223001,8,32771,03/03/2025
SHEEPSHEAD,BLACK DRUM,200616128302wd,15112200602231271819,2006,6,12,117,12,127,1819,2,3,1,1,3.5,0,60,6,1,1,1,2,0,0,,,1511220060223002,6,1,1,,,,Y,,1511220060223,,02,wd,1511220060223002,2,2,0,SEMINOLE,1137,169288,169189,1,1,1,8,1,1,,1,8835440801,8835430301,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223002,8,32771,03/03/2025
,LEFTEYE FLOUNDER GENUS,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,2.5,0,100,14,1,2,1,3,0,0,,,1511220060223003,6,1,1,,,,Y,,1511220060223,,02,wd,1511220060223003,2,,,VOLUSIA,1220,172734,0,1,1,1,2,1,2,,1,8857030300,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223003,8,32713,03/03/2025
,LEFTEYE FLOUNDER GENUS,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,2.5,,100,14,1,0,0,0,1,0,,,1511220060223004,6,1,3,,,,Y,,1511220060223,,02,wd,1511220060223003,,,,VOLUSIA,1221,172734,0,1,1,1,8,2,8,,1,8857030300,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223003,8,32713,03/03/2025
LEFTEYE FLOUNDER GENUS,SPOTTED SEATROUT,200616128302wd,15112200602231271819,2006,5,36,77,12,127,1819,2,3,1,1,4,0,998,8,1,1,2,0,0,0,,,1511220060223005,6,1,2,,,,O,,1511220060223,,02,wd,1511220060223005,2,,,,1422,169239,172734,1,1,1,8,1,8,,1,8835440102,8857030300,,,,,,30APR200714:33,12455.740689,200616128302wd,,0,1511220060223005,8,13315,03/03/2025
,SHEEPSHEAD,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,2,0,10,1,2,1,0,4,0,0,,,1511220060223006,6,1,1,,,,Y,,1511220060223,,02,wd,1511220060223006,2,1,0,VOLUSIA,1447,169189,0,1,1,1,8,2,1,,1,8835430301,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223006,8,99998,03/03/2025
,SHEEPSHEAD,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,2,,10,1,2,1,0,0,0,0,,,1511220060223007,6,1,2,,,,Y,,1511220060223,,02,wd,1511220060223007,,,,VOLUSIA,1448,169189,0,1,1,1,8,2,8,,1,8835430301,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223007,8,32180,03/03/2025
,,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,1,,10,1,2,1,0,0,0,0,,,1511220060223008,6,1,2,,,,Y,,1511220060223,,02,wd,1511220060223008,,,,VOLUSIA,1449,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223008,8,32180,03/03/2025
,,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,1,,10,1,2,1,0,0,0,0,,,1511220060223009,6,1,2,,,,Y,,1511220060223,,02,wd,1511220060223009,,,,VOLUSIA,1450,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223009,8,32180,03/03/2025
SPOTTED SEATROUT,PINFISH,200616128302wd,15112200602231271819,2006,6,12,127,12,127,1819,2,3,1,1,4,0,230,40,1,1,5,0,0,0,,,1511220060223010,6,1,2,,,,Y,,1511220060223,,02,wd,1511220060223010,2,,,VOLUSIA,1645,169187,169239,1,1,1,8,1,8,,1,8835430201,8835440102,,,,,,30APR200714:33,13542.965925,200616128302wd,,0,1511220060223010,8,32141,03/03/2025
BLACK DRUM,SPOTTED SEATROUT,200616128302wd,15112200602231271819,2006,7,12,83,12,127,1819,2,3,1,1,4,0,1,0,2,1,2,0,0,0,,,1511220060223011,6,1,2,,,,O,,1511220060223,,02,wd,1511220060223011,2,,,MARION,1650,169239,169288,1,1,1,8,1,8,,1,8835440102,8835440801,,,,,,30APR200714:33,12455.740689,200616128302wd,,0,1511220060223011,8,99998,03/03/2025
,,200616128302wd,15112200602231271819,2006,6,37,19,12,127,1819,2,3,1,1,4,0,0,0,1,1,2,0,0,0,,,1511220060223012,6,1,2,,,,O,,1511220060223,,02,wd,1511220060223012,2,,,BRUNSWICK,1651,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,12455.740689,200616128302wd,,0,1511220060223012,8,99998,03/03/2025
,,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,0.5,0,24,2,1,1,1,0,0,0,,,1512020060107001,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107001,2,0,5,MIAMI-DADE,1341,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107001,8,33160,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,6,0,52,8,1,1,3,0,0,0,,,1512020060107002,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107002,2,,,MIAMI-DADE,1411,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107002,8,33014,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,6,0,52,8,1,1,5,0,0,0,,,1512020060107003,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107003,2,0,12,MIAMI-DADE,1413,172436,0,1,1,1,8,1,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107003,8,33014,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,15,0,228,38,1,1,3,0,0,0,,,1512020060107004,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107004,2,0,30,MIAMI-DADE,1531,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107004,8,33013,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,11,0,228,38,1,1,4,0,0,0,,,1512020060107005,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107005,2,0,30,MIAMI-DADE,1533,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107005,8,33013,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,11,0,228,38,1,1,1,0,0,0,,,1512020060107006,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107006,2,0,30,MIAMI-DADE,1535,172436,0,1,1,1,8,1,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107006,8,33149,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,11,0,228,38,1,1,3,0,0,0,,,1512020060107007,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107007,2,0,50,MIAMI-DADE,1537,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107007,8,33142,03/03/2025
,SPANISH MACKEREL,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,8,0,108,18,1,1,5,0,0,0,,,1512020060107008,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107008,2,,,MIAMI-DADE,1555,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107008,8,33160,03/03/2025
,,200616128301we,151202006010725279,2006,6,12,86,12,86,279,1,3,1,1,2,0,998,98,1,1,2,0,0,0,,,1512020060107009,6,1,2,,,,Y,,1512020060107,,01,we,1512020060107009,2,0,15,MIAMI-DADE,1817,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,528.96557337,200616128301we,,0,1512020060107009,8,33175,03/03/2025
,SPANISH MACKEREL,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,4,,364,60,1,1,0,0,0,0,,,1512020060206001,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206001,,,,BROWARD,1409,172436,0,1,1,1,8,2,8,,1,8850030502,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206001,8,33062,03/03/2025
,SPANISH MACKEREL,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,9,0,54,9,1,1,1,0,0,0,,,1512020060206002,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206002,2,,,BROWARD,1436,172436,0,1,1,1,8,1,8,,1,8850030502,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206002,8,33068,03/03/2025
,HOGFISH,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,5,0,50,8,1,1,1,0,0,0,,,1512020060206003,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206003,2,,,BROWARD,1525,170566,0,1,1,1,8,2,8,,1,8839010901,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206003,8,33312,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,86,12,11,7,1,3,1,1,4,0,30,5,1,1,1,0,0,0,,,1512020060206004,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206004,2,,,MIAMI-DADE,1611,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206004,8,33179,03/03/2025
,KING MACKEREL,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,3,0,998,15,1,1,1,0,0,0,,,1512020060206005,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206005,2,,,BROWARD,1702,172435,0,1,1,1,8,2,8,,1,8850030501,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206005,8,33312,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,31,12,11,7,1,3,1,1,3,0,240,20,1,1,1,0,0,0,,,1512020060206006,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206006,2,,,DUVAL,1737,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206006,8,99998,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,31,12,11,7,1,3,1,1,3,,240,20,1,1,0,0,0,0,,,1512020060206007,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206007,,,,DUVAL,1739,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206007,8,99998,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,0.5,,24,4,1,1,0,0,0,0,,,1512020060206008,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206008,,,,BROWARD,1742,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206008,8,33068,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,0.5,,4,0,1,1,0,0,0,0,,,1512020060206009,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206009,,,,BROWARD,1744,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206009,8,33068,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,2,,1,1,1,1,0,0,0,0,,,1512020060206010,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206010,,,,BROWARD,1747,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206010,8,33323,03/03/2025
,,200616128302wd,1512020060206117,2006,6,12,11,12,11,7,1,3,1,1,2,,1,1,1,1,0,0,0,0,,,1512020060206011,6,1,2,,,,Y,,1512020060206,,02,wd,1512020060206011,,,,BROWARD,1749,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,260.67832047,200616128302wd,,0,1512020060206011,8,33323,03/03/2025
,,200616128302wd,151202006020911106,2006,6,12,99,12,11,106,1,3,1,1,6,0,104,8,1,1,1,0,0,0,,,1512020060209001,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209001,2,0,7,PALM BEACH,1411,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209001,8,33460,03/03/2025
SPANISH MACKEREL,COMMON SNOOK,200616128302wd,151202006020911106,2006,6,12,86,12,11,106,1,3,1,1,2,0,60,10,1,1,2,0,0,0,,,1512020060209002,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209002,2,,,MIAMI-DADE,1513,167648,172436,1,1,1,8,2,8,,1,8835010105,8850030502,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209002,8,33177,03/03/2025
,,200616128302wd,151202006020911106,2006,6,12,11,12,11,106,1,3,1,1,1,,10,2,1,1,0,0,0,0,,,1512020060209003,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209003,,,,BROWARD,1536,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209003,8,33068,03/03/2025
,,200616128302wd,151202006020911106,2006,6,12,11,12,11,106,1,3,1,1,1,,24,4,1,1,0,0,0,0,,,1512020060209004,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209004,,,,BROWARD,1538,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209004,8,33068,03/03/2025
,,200616128302wd,151202006020911106,2006,6,12,99,12,11,106,1,3,1,1,3,,0,0,1,1,0,0,0,0,,,1512020060209005,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209005,,,,PALM BEACH,1612,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209005,8,33437,03/03/2025
,,200616128302wd,151202006020911106,2006,5,42,91,12,11,106,1,3,1,1,3,0,0,0,1,1,1,0,0,0,,,1512020060209006,6,1,2,,,,O,,1512020060209,,02,wd,1512020060209006,2,0,2,,1614,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,299.7631776,200616128302wd,,0,1512020060209006,8,19426,03/03/2025
,,200616128302wd,151202006020911106,2006,6,12,11,12,11,106,1,3,1,1,0.5,,8,0,1,1,0,0,0,0,,,1512020060209007,6,1,2,,,,Y,,1512020060209,,02,wd,1512020060209007,,,,BROWARD,1733,0,0,1,1,1,8,2,8,,1,,,,,,,,30APR200714:33,325.92863012,200616128302wd,,0,1512020060209007,8,33319,03/03/2025
,,200616128301we,15156200601073143,2006,0,17,73,12,31,43,1,3,1,1,3,0,70,60,1,2,0,1,0,0,,,1515620060107001,6,1,1,,,,O,,1515620060107,,01,we,1515620060107001,2,6,0,,1233,0,0,1,1,1,2,1,2,,1,,,,,,,,30APR200714:33,6966.0248037,200616128301we,,0,1515620060107001,8,99998,03/03/2025
,,200616128301we,15156200601073143,2006,0,17,131,12,31,43,1,3,1,1,3,,1,1,1,0,0,0,1,0,,,1515620060107002,6,1,3,,,,O,,1515620060107,,01,we,1515620060107001,,,,,1234,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,6966.0248037,200616128301we,,0,1515620060107001,8,61263,03/03/2025
,,200616128301we,15156200601073143,2006,6,12,31,12,31,43,1,3,1,1,2,,50,7,1,1,0,0,0,0,,,1515620060107003,6,1,2,,,,Y,,1515620060107,,01,we,1515620060107003,,,,DUVAL,1443,0,0,1,1,1,8,1,8,,1,,,,,,,,30APR200714:33,7574.0687692,200616128301we,,0,1515620060107003,8,32224,03/03/2025
