PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,4,0,5,2,1,1,1,0,0,0,,,1234120070121015,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121015,2,,,BROWARD,2320,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121015,8,33311,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,4,0,2,0,1,1,1,0,0,0,,,1234120070121016,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121016,2,,,BROWARD,2322,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121016,8,33311,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,4,0,0,0,1,1,1,0,0,0,,,1234120070121017,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121017,2,,,BROWARD,2325,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121017,8,33311,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,2,0,100,20,1,1,1,0,0,0,,,1234120070121018,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121018,2,,,BROWARD,2343,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121018,8,33334,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,2,0,100,20,1,1,1,0,0,0,,,1234120070121019,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121019,2,,,BROWARD,2345,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121019,8,33334,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,0.5,,10,3,1,1,0,0,0,0,,,1234120070121020,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121020,,,,BROWARD,2356,0,0,1,1,1,8,1,8,,1,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121020,8,33309,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,3,0,25,0,1,1,1,0,0,0,,,1234120070121021,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121021,2,0,10,BROWARD,9,0,0,1,1,1,8,1,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121021,8,33064,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,3,0,25,0,1,1,1,0,0,0,,,1234120070121022,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121022,2,0,10,BROWARD,12,0,0,1,1,1,8,2,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121022,8,33064,03/03/2025
,,200716128301we,1234120070121117,2007,6,12,11,12,11,7,1,3,1,1,3,,25,0,2,1,0,0,0,0,,,1234120070121023,6,1,2,,,,Y,,1234120070121,,01,we,1234120070121023,,,,BROWARD,14,0,0,1,1,1,8,2,8,,2,21FEB200709:19,1,,,,,,,,969.83763006,200716128301we,,0,1234120070121023,8,33064,03/03/2025
,,200716128302wd,123412007020125279,2007,6,12,86,12,86,279,1,3,1,1,2,,40,6,2,1,0,0,0,0,,,1234120070201017,6,1,2,,,,Y,,1234120070201,,02,wd,1234120070201017,,,,MIAMI-DADE,1914,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1828.1913607,200716128302wd,,0,1234120070201017,8,33136,03/03/2025
,,200716128302wd,123412007020125279,2007,6,12,86,12,86,279,1,3,1,1,2,,25,6,2,1,0,0,0,0,,,1234120070201018,6,1,2,,,,Y,,1234120070201,,02,wd,1234120070201018,,,,MIAMI-DADE,1917,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1828.1913607,200716128302wd,,0,1234120070201018,8,33136,03/03/2025
GREAT BARRACUDA,,200716128302wd,1234120070201117,2007,6,12,11,12,11,7,1,3,1,1,4,0,40,5,1,1,0,2,0,0,,,1234120070201019,6,1,1,,,,Y,,1234120070201,,02,wd,1234120070201019,2,2,0,BROWARD,2018,0,170429,1,1,1,8,1,1,,2,22MAR200708:58,1,,8837010104,,,,,,1473.5633035,200716128302wd,,0,1234120070201019,8,33334,03/03/2025
,,200716128302wd,1234120070201117,2007,6,12,11,12,11,7,1,3,1,1,4,,40,5,1,1,0,0,0,0,,,1234120070201020,6,1,2,,,,Y,,1234120070201,,02,wd,1234120070201020,,,,BROWARD,2020,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,1473.5633035,200716128302wd,,0,1234120070201020,8,33334,03/03/2025
,,200716128302wd,1234120070201117,2007,6,12,11,12,11,7,1,3,1,1,1,,2,0,1,1,0,0,0,0,,,1234120070201021,6,1,2,,,,Y,,1234120070201,,02,wd,1234120070201021,,,,BROWARD,2255,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1473.5633035,200716128302wd,,0,1234120070201021,8,33065,03/03/2025
,,200716128302wd,1234120070201117,2007,6,12,11,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070201022,6,1,2,,,,Y,,1234120070201,,02,wd,1234120070201022,,,,BROWARD,2258,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1473.5633035,200716128302wd,,0,1234120070201022,8,33065,03/03/2025
,,200716128302we,1234120070204117,2007,0,26,37,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070204012,6,1,2,,,,O,,1234120070204,,02,we,1234120070204012,,,,,2258,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,814.66768279,200716128302we,,0,1234120070204012,8,48808,03/03/2025
,,200716128302we,1234120070204117,2007,0,26,37,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070204013,6,1,2,,,,O,,1234120070204,,02,we,1234120070204013,,,,,2300,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,814.66768279,200716128302we,,0,1234120070204013,8,48808,03/03/2025
,,200716128302we,1234120070204117,2007,0,26,37,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070204014,6,1,2,,,,O,,1234120070204,,02,we,1234120070204014,,,,,2302,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,814.66768279,200716128302we,,0,1234120070204014,8,48808,03/03/2025
,,200716128302we,1234120070204117,2007,0,26,37,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070204015,6,1,2,,,,O,,1234120070204,,02,we,1234120070204015,,,,,2304,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,814.66768279,200716128302we,,0,1234120070204015,8,48808,03/03/2025
,,200716128302we,1234120070204117,2007,6,12,11,12,11,7,1,3,1,1,6,,280,12,1,1,0,0,0,0,,,1234120070204016,6,1,2,,,,Y,,1234120070204,,02,we,1234120070204016,,,,BROWARD,0,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,885.77764613,200716128302we,,0,1234120070204016,8,33065,03/03/2025
,,200716128302we,1234120070204117,2007,6,12,11,12,11,7,1,3,1,1,6,,0,0,1,1,0,0,0,0,,,1234120070204017,6,1,2,,,,Y,,1234120070204,,02,we,1234120070204017,,,,BROWARD,4,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,885.77764613,200716128302we,,0,1234120070204017,8,33071,03/03/2025
,COMMON SNOOK,200716128302we,1234120070211117,2007,6,12,99,12,11,7,1,3,1,1,3,,30,3,1,1,0,0,0,0,,,1234120070211016,6,1,2,,,,Y,,1234120070211,,02,we,1234120070211016,,,,PALM BEACH,1947,167648,0,1,1,1,8,1,8,,1,22MAR200708:58,1,8835010105,,,,,,,1169.4800919,200716128302we,,0,1234120070211016,8,33467,03/03/2025
,,200716128302we,1234120070211117,2007,6,12,11,12,11,7,1,3,1,1,2,0,3,1,1,1,1,0,0,0,,,1234120070211017,6,1,2,,,,Y,,1234120070211,,02,we,1234120070211017,2,,,BROWARD,2037,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1169.4800919,200716128302we,,0,1234120070211017,8,33060,03/03/2025
,,200716128302we,1234120070211117,2007,6,12,11,12,11,7,1,3,1,1,2,0,3,1,1,1,1,0,0,0,,,1234120070211018,6,1,2,,,,Y,,1234120070211,,02,we,1234120070211018,2,,,BROWARD,2039,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1169.4800919,200716128302we,,0,1234120070211018,8,33060,03/03/2025
,,200716128302we,1234120070211117,2007,0,99,998,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070211019,6,1,2,,,,O,,1234120070211,,02,we,1234120070211019,,,,,2159,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1075.5945814,200716128302we,,0,1234120070211019,8,99997,03/03/2025
,,200716128302we,1234120070211117,2007,0,99,998,12,11,7,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1234120070211020,6,1,2,,,,O,,1234120070211,,02,we,1234120070211020,,,,,2203,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,1075.5945814,200716128302we,,0,1234120070211020,8,99997,03/03/2025
KINGFISH GENUS,BLUEFISH,200716128302wd,1511220070209127221,2007,6,12,127,12,127,221,5,3,1,1,1,0,998,5,1,1,0,0,0,0,,,1511220070209001,6,1,2,,,,Y,,1511220070209,,02,wd,1511220070209001,,,,VOLUSIA,1049,168559,169273,1,1,1,8,1,8,,2,22MAR200708:58,1,8835250101,8835440600,,,,,,63013.221521,200716128302wd,,0,1511220070209001,8,32114,03/03/2025
KINGFISH GENUS,BLUEFISH,200716128302wd,1511220070209127221,2007,6,12,127,12,127,221,5,3,1,1,1,0,998,5,1,1,0,0,0,0,,,1511220070209002,6,1,2,,,,Y,,1511220070209,,02,wd,1511220070209002,,,,VOLUSIA,1050,168559,169273,1,1,1,8,2,8,,2,22MAR200708:58,1,8835250101,8835440600,,,,,,63013.221521,200716128302wd,,0,1511220070209002,8,32114,03/03/2025
,KINGFISH GENUS,200716128302wd,1511220070209127221,2007,4,33,13,12,127,221,5,3,1,1,2.5,0,48,32,1,1,1,0,0,0,,,1511220070209003,6,1,2,,,,O,,1511220070209,,02,wd,1511220070209003,2,0,1,MERRIMACK,1127,169273,0,1,1,1,8,1,8,,1,22MAR200708:58,1,8835440600,,,,,,,57954.539026,200716128302wd,,0,1511220070209003,8,99998,03/03/2025
,SPOTTED SEATROUT,200716128302wd,151122007020935220,2007,0,26,51,12,35,220,5,3,1,1,4,0,10,10,1,1,0,12,0,0,,,1511220070209004,6,1,1,,,,O,,1511220070209,,02,wd,1511220070209004,2,12,0,,1251,169239,0,1,1,1,8,1,1,,2,22MAR200708:58,1,8835440102,,,,,,,24020.117474,200716128302wd,,0,1511220070209004,8,99998,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,6,12,35,12,35,220,5,3,1,1,1,0,30,2,1,1,0,0,0,0,,,1511220070209005,6,1,2,,,,Y,,1511220070209,,02,wd,1511220070209005,,,,FLAGLER,1320,169273,0,1,1,1,8,1,8,,2,22MAR200708:58,1,8835440600,,,,,,,26116.763393,200716128302wd,,0,1511220070209005,8,32135,03/03/2025
,,200716128302wd,151122007020935220,2007,6,12,109,12,35,220,5,3,1,1,6,0,300,50,1,1,3,0,0,0,,,1511220070209006,6,1,2,,,,Y,,1511220070209,,02,wd,1511220070209006,2,,,ST JOHNS,1400,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,26116.763393,200716128302wd,,0,1511220070209006,8,32080,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,6,12,109,12,35,220,5,3,1,1,4.5,0.5,250,30,1,2,1,15,0,0,,,1511220070209007,6,1,1,,,,Y,,1511220070209,,02,wd,1511220070209007,2,,,ST JOHNS,1450,169273,0,1,1,1,2,1,2,,2,22MAR200708:58,1,8835440600,,,,,,,26116.763393,200716128302wd,,0,1511220070209007,8,32084,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,0,39,119,12,35,220,5,3,1,1,8,2,28,14,1,1,2,11,0,0,,,1511220070209008,6,1,1,,,,O,,1511220070209,,02,wd,1511220070209008,2,,,,1500,169273,0,1,1,1,8,1,1,,1,22MAR200708:58,1,8835440600,,,,,,,24020.117474,200716128302wd,,0,1511220070209008,8,43746,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,6,12,35,12,35,220,5,3,1,1,1.5,0.5,4,3,1,1,1,4,0,0,,,1511220070209009,6,1,1,,,,Y,,1511220070209,,02,wd,1511220070209009,2,,,FLAGLER,1507,169273,0,1,1,1,8,1,1,,2,22MAR200708:58,1,8835440600,,,,,,,26116.763393,200716128302wd,,0,1511220070209009,8,32137,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,6,12,35,12,35,220,5,3,1,1,2,1,60,6,2,1,1,2,0,0,,,1511220070209010,6,1,1,,,,Y,,1511220070209,,02,wd,1511220070209010,2,,,FLAGLER,1518,169273,0,1,1,1,8,2,1,,2,22MAR200708:58,1,8835440600,,,,,,,26116.763393,200716128302wd,,0,1511220070209010,8,32164,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,5,34,13,12,35,220,5,3,1,1,2,1,2,2,1,1,0,0,0,0,,,1511220070209011,6,1,2,,,,O,,1511220070209,,02,wd,1511220070209011,,,,ESSEX,1519,169273,0,1,1,1,8,2,8,,2,22MAR200708:58,1,8835440600,,,,,,,24020.117474,200716128302wd,,0,1511220070209011,8,07105,03/03/2025
,KINGFISH GENUS,200716128302wd,151122007020935220,2007,5,34,13,12,35,220,5,3,1,1,2,1,2,2,1,1,0,0,0,0,,,1511220070209012,6,1,2,,,,O,,1511220070209,,02,wd,1511220070209012,,,,ESSEX,1520,169273,0,1,1,1,8,2,8,,2,22MAR200708:58,1,8835440600,,,,,,,24020.117474,200716128302wd,,0,1511220070209012,8,07105,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021035220,2007,6,12,31,12,35,220,5,3,1,1,2,0,24,3,1,1,2,8,0,0,,,1511220070210001,6,1,1,,,,Y,,1511220070210,,02,we,1511220070210001,2,,,DUVAL,1142,169273,0,1,1,1,8,1,1,,2,22MAR200708:58,1,8835440600,,,,,,,31682.693874,200716128302we,,0,1511220070210001,8,32224,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021035220,2007,6,12,31,12,35,220,5,3,1,1,3,0,30,3,1,1,3,11,0,0,,,1511220070210002,6,1,1,,,,Y,,1511220070210,,02,we,1511220070210002,2,,,DUVAL,1217,169273,0,1,1,1,8,1,1,,1,22MAR200708:58,1,8835440600,,,,,,,31682.693874,200716128302we,,0,1511220070210002,8,32250,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021035220,2007,6,12,109,12,35,220,5,3,1,1,0.5,0,10,3,1,1,0,0,0,0,,,1511220070210003,6,1,2,,,,Y,,1511220070210,,02,we,1511220070210003,,,,ST JOHNS,1218,169273,0,1,1,1,8,2,8,,2,22MAR200708:58,1,8835440600,,,,,,,31682.693874,200716128302we,,0,1511220070210003,8,32080,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021035220,2007,6,12,109,12,35,220,5,3,1,1,6,0,300,50,1,1,2,15,0,0,,,1511220070210004,6,1,1,,,,Y,,1511220070210,,02,we,1511220070210004,2,,,ST JOHNS,1346,169273,0,1,1,1,8,1,1,,2,22MAR200708:58,1,8835440600,,,,,,,31682.693874,200716128302we,,0,1511220070210004,8,32080,03/03/2025
,,200716128302we,151122007021035917,2007,6,12,35,12,35,917,5,3,1,1,2.5,0.5,4,4,1,2,0,2,0,0,,,1511220070210005,6,1,1,,,,Y,,1511220070210,,02,we,1511220070210005,2,2,0,FLAGLER,1402,0,0,1,1,1,2,1,2,,2,22MAR200708:58,1,,,,,,,,35686.186193,200716128302we,,0,1511220070210005,8,32164,03/03/2025
,,200716128302we,151122007021035917,2007,6,12,35,12,35,917,5,3,1,1,2.5,0.5,4,4,1,0,0,0,1,0,,,1511220070210006,6,1,3,,,,Y,,1511220070210,,02,we,1511220070210005,,,,FLAGLER,1403,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,35686.186193,200716128302we,,0,1511220070210005,8,32164,03/03/2025
,BLUEFISH,200716128302we,151122007021035986,2007,7,12,83,12,35,986,5,3,1,1,2.5,1,5,4,1,1,1,1,0,0,,,1511220070210007,6,1,1,,,,O,,1511220070210,,02,we,1511220070210007,2,1,0,MARION,1512,168559,0,1,1,1,8,1,1,,2,22MAR200708:58,1,8835250101,,,,,,,22560.432721,200716128302we,,0,1511220070210007,8,34488,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021035220,2007,7,12,83,12,35,220,5,3,1,1,4,0,40,6,1,1,3,7,0,0,,,1511220070210008,6,1,1,,,,O,,1511220070210,,02,we,1511220070210008,2,0,1,MARION,1554,169273,0,1,1,1,8,1,1,,1,22MAR200708:58,1,8835440600,,,,,,,29139.216727,200716128302we,,0,1511220070210008,8,32664,03/03/2025
,,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,2,0,41,6,1,1,1,0,0,0,,,1511220070211001,6,1,2,,,,Y,,1511220070211,,02,we,1511220070211001,2,,,VOLUSIA,1318,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,8027.3912694,200716128302we,,0,1511220070211001,8,32114,03/03/2025
,,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,4,0,100,14,2,2,2,4,0,0,,,1511220070211002,6,1,1,,,,Y,,1511220070211,,02,we,1511220070211002,2,,,VOLUSIA,1532,0,0,1,1,1,2,1,2,,2,22MAR200708:58,1,,,,,,,,8027.3912694,200716128302we,,0,1511220070211002,8,32763,03/03/2025
,,200716128302we,151122007021112721,2007,0,99,998,12,127,21,1,3,1,1,4,0,0,0,1,0,1,0,1,0,,,1511220070211003,6,1,3,,,,O,,1511220070211,,02,we,1511220070211002,2,,,,1333,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,7382.9547098,200716128302we,,0,1511220070211002,8,99997,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,2,0,30,5,1,1,1,0,0,0,,,1511220070211004,6,1,2,,,,Y,,1511220070211,,02,we,1511220070211004,2,,,VOLUSIA,1348,169273,0,1,1,1,8,2,8,,2,22MAR200708:58,1,8835440600,,,,,,,8027.3912694,200716128302we,,0,1511220070211004,8,32118,03/03/2025
,KINGFISH GENUS,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,2,0,30,5,1,1,0,1,0,0,,,1511220070211005,6,1,1,,,,Y,,1511220070211,,02,we,1511220070211005,2,1,0,VOLUSIA,1349,169273,0,1,1,1,8,1,1,,1,22MAR200708:58,1,8835440600,,,,,,,8027.3912694,200716128302we,,0,1511220070211005,8,32118,03/03/2025
,,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,1.5,,20,6,1,1,0,0,0,0,,,1511220070211006,6,1,2,,,,Y,,1511220070211,,02,we,1511220070211006,,,,VOLUSIA,1353,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,8027.3912694,200716128302we,,0,1511220070211006,8,32118,03/03/2025
,,200716128302we,151122007021112721,2007,6,12,127,12,127,21,1,3,1,1,1.5,,20,6,2,1,0,0,0,0,,,1511220070211007,6,1,2,,,,Y,,1511220070211,,02,we,1511220070211007,,,,VOLUSIA,1359,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,8027.3912694,200716128302we,,0,1511220070211007,8,32118,03/03/2025
,,200716128302we,151122007021112721,2007,5,51,69,12,127,21,1,3,1,1,7,0,2,2,1,2,1,4,0,0,,,1511220070211008,6,1,1,,,,O,,1511220070211,,02,we,1511220070211008,2,,,,1633,0,0,1,1,1,2,2,2,,2,22MAR200708:58,1,,,,,,,,7382.9547098,200716128302we,,0,1511220070211008,8,22602,03/03/2025
,,200716128302we,151122007021112721,2007,5,51,69,12,127,21,1,3,1,1,7,0,2,2,1,0,1,0,1,0,,,1511220070211009,6,1,3,,,,O,,1511220070211,,02,we,1511220070211008,2,,,,1634,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,7382.9547098,200716128302we,,0,1511220070211008,8,22602,03/03/2025
RED DRUM,COMMON SNOOK,200716128302wd,1511220070220127175,2007,6,12,127,12,127,175,2,3,1,1,2,,100,15,1,1,0,0,0,0,,,1511220070220003,6,1,2,,,,Y,,1511220070220,,02,wd,1511220070220003,,,,VOLUSIA,1410,167648,169290,1,1,1,8,1,8,,1,22MAR200708:58,1,8835010105,8835440901,,,,,,17207.516298,200716128302wd,,0,1511220070220003,8,32725,03/03/2025
,,200716128302wd,1511220070220127175,2007,6,12,127,12,127,175,2,3,1,1,4,,10,3,1,1,0,0,0,0,,,1511220070220006,6,1,2,,,,Y,,1511220070220,,02,wd,1511220070220006,,,,VOLUSIA,1446,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,17207.516298,200716128302wd,,0,1511220070220006,8,32176,03/03/2025
,,200716128302wd,1511220070220127175,2007,0,26,49,12,127,175,2,3,1,1,1.5,,5,5,1,1,0,0,0,0,,,1511220070220007,6,1,2,,,,O,,1511220070220,,02,wd,1511220070220007,,,,,1542,0,0,1,1,1,8,2,8,,2,22MAR200708:58,1,,,,,,,,15826.102058,200716128302wd,,0,1511220070220007,8,48433,03/03/2025
,,200716128302wd,1511220070220127175,2007,4,44,5,12,127,175,2,3,1,1,1.5,0,3,3,1,1,1,0,0,0,,,1511220070220008,6,1,2,,,,O,,1511220070220,,02,wd,1511220070220008,2,0,1,NEWPORT,1543,0,0,1,1,1,8,1,8,,2,22MAR200708:58,1,,,,,,,,15826.102058,200716128302wd,,0,1511220070220008,8,02871,03/03/2025
