PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,TOURN,TURTLE,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,WINTER FLOUNDER,19902498304wd,111501990041611678,,3,5,,2,1,11,1,O,0,0,,1,1115019900416001,678,5,3,0,0,0,,,,4,9,23,4,1,2,1990,1115019900416,04,wd,,,1115019900416001,,,,8,9,,Androscoggin,21AUG91:15:40,8,8,1,,,,8857042001,0,1,88,8,1154,8,8,35,6959.4500159,19902498304wd,,0,1115019900416001,04210,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,20,,1,1115019900416002,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416002,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1315,8,8,31,5617.2476059,19902498304wd,,0,1115019900416002,06340,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,0,3,5,,1,1,11,11,Y,0,3,,4,1115019900416003,661,5,3,0,1,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416003,1,1,0,8,9,,New London,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1404,8,8,10,5617.2476059,19902498304wd,,0,1115019900416003,06385,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,3,,4,1115019900416004,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416004,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1404,8,8,13,5617.2476059,19902498304wd,,0,1115019900416004,06385,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,0,3,5,,2,1,11,11,Y,0,3,,4,1115019900416005,661,5,3,1,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416005,1,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1404,8,8,40,5617.2476059,19902498304wd,,0,1115019900416005,06385,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,2,,1,1115019900416006,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416006,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1430,8,8,32,5617.2476059,19902498304wd,,0,1115019900416006,06385,03/03/2025
,WINTER FLOUNDER,19902498304wd,111501990041611661,,3,5,,2,1,11,11,Y,0,0,,1,1115019900416007,661,5,3,0,0,0,,,,4,9,9,4,1,2,1990,1115019900416,04,wd,,,1115019900416007,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1430,8,8,7,5617.2476059,19902498304wd,,0,1115019900416007,06385,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,25,,4.5,1115019900408001,148,6,6,1,5,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408001,1,5,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1453,8,8,28,75.966673564,19902498604we,,0,1115019900408001,06418,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,0,,4.5,1115019900408002,148,6,6,1,4,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408002,1,4,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1500,8,8,35,75.966673564,19902498604we,,0,1115019900408002,06516,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,0,0,,4.5,1115019900408003,148,6,6,1,3,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408003,1,3,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1505,8,8,28,75.966673564,19902498604we,,0,1115019900408003,06405,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,1,O,0,0,,4.5,1115019900408004,148,6,6,1,3,0,,,,5,9,36,4,1,2,1990,1115019900408,04,we,,,1115019900408004,1,3,0,8,9,,,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1512,8,8,24,960.97739204,19902498604we,,0,1115019900408004,12033,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,30,,4,1115019900408005,148,6,6,3,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408005,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1520,8,8,37,75.966673564,19902498604we,,0,1115019900408005,06606,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,50,,4.5,1115019900408006,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408006,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1524,8,8,74,75.966673564,19902498604we,,0,1115019900408006,06606,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,2,1,1,Y,0,15,,4.5,1115019900408007,148,6,6,1,3,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408007,1,3,0,8,9,,Fairfield,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1529,8,8,58,75.966673564,19902498604we,,0,1115019900408007,06497,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,3,0,1,1,Y,0,15,,4.5,1115019900408008,148,6,6,1,0,1,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408008,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1529,8,8,19,75.966673564,19902498604we,,0,1115019900408007,06497,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,0,20,,4.5,1115019900408009,148,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408009,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1535,8,8,13,75.966673564,19902498604we,,0,1115019900408009,06484,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,9,Y,3,20,,4.5,1115019900408010,148,6,6,1,2,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408010,1,2,0,8,9,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1537,8,8,32,75.966673564,19902498604we,,0,1115019900408010,06704,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,1,1,1,5,Y,3,20,,4.5,1115019900408011,148,6,6,1,2,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408011,1,2,0,8,9,,Litchfield,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1540,8,8,29,75.966673564,19902498604we,,0,1115019900408011,06779,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,16,100,,4.5,1115019900408012,148,6,6,3,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408012,1,,,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1542,8,8,49,75.966673564,19902498604we,,0,1115019900408012,06484,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,1,Y,6,100,,4.5,1115019900408013,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408013,1,0,1,8,9,,Fairfield,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1610,8,8,43,75.966673564,19902498604we,,0,1115019900408013,06468,03/03/2025
,WINTER FLOUNDER,19902498604we,11150199004081148,0,C,5,,2,1,1,9,Y,2,50,,4.5,1115019900408014,148,6,6,2,0,0,,,,4,9,9,4,1,2,1990,1115019900408,04,we,,,1115019900408014,1,0,3,8,9,,New Haven,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1620,8,8,35,75.966673564,19902498604we,,0,1115019900408014,06418,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,1,1,11,3,Y,0,3,,4,1115019900429001,643,6,6,0,1,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429001,1,1,0,8,9,,Hartford,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1135,8,8,45,79.328174409,19902498604we,,0,1115019900429001,06070,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,2,20,,4,1115019900429002,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429002,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1143,8,8,28,79.328174409,19902498604we,,0,1115019900429002,09999,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,7,Y,2,23,,4,1115019900429003,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429003,1,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1155,8,8,49,79.328174409,19902498604we,,0,1115019900429003,06422,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,3,23,,4,1115019900429004,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429004,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1205,8,8,48,79.328174409,19902498604we,,0,1115019900429004,06489,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,1,1,,4,1115019900429005,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429005,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1211,8,8,27,79.328174409,19902498604we,,0,1115019900429005,09999,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,0,C,5,,2,1,11,3,Y,1,1,,4,1115019900429006,643,6,6,1,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429006,1,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1216,8,8,24,79.328174409,19902498604we,,0,1115019900429006,09999,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,1,6,,4,1115019900429007,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429007,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1222,8,8,37,79.328174409,19902498604we,,0,1115019900429007,09999,03/03/2025
,WINTER FLOUNDER,19902498604we,111501990042911643,,C,5,,2,1,11,3,Y,1,3,,4,1115019900429008,643,6,6,0,0,0,,,,4,9,9,4,1,2,1990,1115019900429,04,we,,,1115019900429008,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1222,8,8,26,79.328174409,19902498604we,,0,1115019900429008,09999,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,9,Y,0,30,,2.5,1114119900401001,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401001,,,,8,9,,New Haven,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1100,8,8,66,1542.5746463,19902498704we,,0,1114119900401001,06492,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,9,Y,0,11,,2.5,1114119900401002,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401002,,,,8,1,,New Haven,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1100,8,8,55,1542.5746463,19902498704we,,0,1114119900401002,06492,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,27,O,0,20,,4,1114119900401003,645,8,7,0,0,0,,,,5,9,36,4,1,2,1990,1114119900401,04,we,,,1114119900401003,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1153,8,8,41,1475.2900506,19902498704we,,0,1114119900401003,12590,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,1,Y,0,40,,4,1114119900401004,645,8,7,0,2,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401004,1,2,0,8,9,,Fairfield,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1233,8,8,43,1542.5746463,19902498704we,,0,1114119900401004,06494,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,7,Y,2,30,,3,1114119900401005,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401005,,,,8,1,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1249,8,8,28,1542.5746463,19902498704we,,0,1114119900401005,06413,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,103,O,40,160,,4,1114119900401006,645,8,7,0,0,0,,,,7,9,12,4,1,2,1990,1114119900401,04,we,,,1114119900401006,,,,8,1,,Pinellas,21AUG91:15:41,8,8,1,,,,8857042001,0,1,88,8,1311,8,8,48,1475.2900506,19902498704we,,0,1114119900401006,33516,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,2,11,3,Y,0,4,,8,1114119900401007,645,8,7,0,4,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401007,1,4,0,8,9,,Hartford,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1353,8,8,28,1542.5746463,19902498704we,,0,1114119900401007,06051,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,2,11,9,Y,0,35,,8,1114119900401008,645,8,7,2,7,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401008,1,,,8,1,,New Haven,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1400,8,8,43,1542.5746463,19902498704we,,0,1114119900401008,06403,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,9,Y,0,90,,6,1114119900401009,645,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401009,1,1,0,8,1,,New Haven,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1416,8,8,55,1542.5746463,19902498704we,,0,1114119900401009,06473,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,7,Y,0,6,,6,1114119900401010,645,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401010,1,1,0,8,1,,Middlesex,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1426,8,8,29,1542.5746463,19902498704we,,0,1114119900401010,06424,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,7,Y,0,0,,6,1114119900401011,645,8,7,0,3,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401011,1,3,0,8,9,,Middlesex,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1426,8,8,72,1542.5746463,19902498704we,,0,1114119900401011,06424,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,3,Y,1,30,,4,1114119900401012,645,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401012,1,1,0,8,1,,Hartford,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1438,8,8,30,1542.5746463,19902498704we,,0,1114119900401012,06037,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,0,3,5,,1,1,11,3,Y,1,30,,4,1114119900401013,645,8,7,0,3,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401013,1,3,0,8,9,,Hartford,08AUG91:08:40,8,1,1,,,,8857042001,0,1,88,8,1438,8,8,64,1542.5746463,19902498704we,,0,1114119900401013,06037,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,3,Y,10,90,,2.5,1114119900401014,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401014,,,,8,1,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1450,8,8,31,1542.5746463,19902498704we,,0,1114119900401014,06040,03/03/2025
,WINTER FLOUNDER,19902498704we,111411990040111645,,3,5,,2,1,11,3,Y,10,45,,2.5,1114119900401015,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401015,,,,8,1,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1450,8,8,29,1542.5746463,19902498704we,,0,1114119900401015,06040,03/03/2025
WINTER FLOUNDER,WHITE PERCH,19902498704we,111411990040111645,,3,5,,2,1,11,11,Y,0,50,,2.5,1114119900401016,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401016,,,,8,1,,New London,08AUG91:08:40,8,8,1,,,,8835020101,8857042001,1,88,8,1500,8,8,41,1542.5746463,19902498704we,,0,1114119900401016,06385,03/03/2025
WINTER FLOUNDER,WHITE PERCH,19902498704we,111411990040111645,,3,5,,2,1,11,11,Y,4,50,,2.5,1114119900401017,645,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1114119900401,04,we,,,1114119900401017,,,,8,9,,New London,08AUG91:08:40,8,8,1,,,,8835020101,8857042001,1,88,8,1500,8,8,17,1542.5746463,19902498704we,,0,1114119900401017,06385,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,3,7,7,Y,5,20,,2.5,1115019900414001,825,8,7,0,8,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414001,1,8,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1349,8,8,47,1542.5746463,19902498704we,,0,1115019900414001,06457,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,7,Y,5,20,,2.5,1115019900414002,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414002,,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1349,8,8,33,1542.5746463,19902498704we,,0,1115019900414001,06475,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,7,Y,2,50,,2.5,1115019900414003,825,8,7,1,2,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414003,1,2,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1357,8,8,31,1542.5746463,19902498704we,,0,1115019900414003,06475,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,7,Y,0,0,,2.5,1115019900414004,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414004,,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1357,8,8,10,1542.5746463,19902498704we,,0,1115019900414003,06475,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,2,1,7,7,Y,0,0,,2.5,1115019900414005,825,8,7,0,0,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414005,,,,8,9,,Middlesex,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1357,8,8,7,1542.5746463,19902498704we,,0,1115019900414005,06475,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,2,1,7,3,Y,1,12,,6,1115019900414006,825,8,7,1,0,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414006,1,0,7,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1504,8,8,37,1542.5746463,19902498704we,,0,1115019900414006,06109,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,3,Y,0,0,,5,1115019900414008,825,8,7,0,5,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414008,1,5,0,8,9,,Hartford,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1516,8,8,34,1542.5746463,19902498704we,,0,1115019900414008,06074,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,3,Y,0,0,,5,1115019900414009,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414009,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1516,8,8,31,1542.5746463,19902498704we,,0,1115019900414008,06029,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,0,C,5,,1,2,7,7,Y,2,40,,2.5,1115019900414010,825,8,7,0,1,0,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414010,1,38,0,8,9,,Middlesex,08AUG91:08:40,8,2,1,,,,8857042001,0,1,88,2,1525,8,8,51,1542.5746463,19902498704we,,0,1115019900414010,06498,03/03/2025
,WINTER FLOUNDER,19902498704we,11150199004147825,,C,5,,3,0,7,3,Y,1,40,,2.5,1115019900414011,825,8,7,0,0,1,,,,4,9,9,4,1,2,1990,1115019900414,04,we,,,1115019900414011,,,,8,9,,Hartford,08AUG91:08:40,8,8,1,,,,8857042001,0,1,88,8,1525,8,8,52,1542.5746463,19902498704we,,0,1115019900414010,06037,03/03/2025
