PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,PRIM1,PRIM2,DIST,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,WINTER FLOUNDER,20042498303we,116632004031411679,2004,4,9,9,9,11,679,5,3,C,5,3,0,125,1,1,1,0,0,0,0,,,1166320040314015,4,2,2,,0,0,Y,,1166320040314,1,03,we,1166320040314015,,,,NEW HAVEN,1430,8857042001,,8,1,1,8,2,8,,20040720,5,,,,4683.0814224,20042498303we,,0,1166320040314015,8,06708,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,11,9,11,679,5,3,C,5,1,0,110,8,1,1,0,0,0,0,,,1169620040419001,4,2,2,,0,0,Y,,1169620040419,1,04,wd,1169620040419001,,,,NEW LONDON,1201,,,8,1,1,8,1,8,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419001,8,06340,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,11,9,11,679,5,3,C,5,1,0,140,9,1,1,0,0,0,0,,,1169620040419002,4,2,2,,0,0,Y,,1169620040419,1,04,wd,1169620040419002,,,,NEW LONDON,1210,,,8,1,1,8,1,8,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419002,8,06320,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,11,9,11,679,5,3,C,5,2,0,10,1,2,1,0,0,0,0,,,1169620040419003,4,2,2,,0,0,Y,,1169620040419,1,04,wd,1169620040419003,,,,NEW LONDON,1218,,,8,1,1,8,2,8,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419003,8,06340,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,11,9,11,679,5,3,C,5,5,0,150,4,1,1,0,1,0,0,,,1169620040419004,4,2,1,,0,0,Y,,1169620040419,1,04,wd,1169620040419004,1,1,0,NEW LONDON,1230,,,8,1,1,8,1,1,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419004,8,06320,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,11,9,11,679,5,3,C,5,4,0,80,4,1,1,0,1,0,0,,,1169620040419005,4,2,1,,0,0,Y,,1169620040419,1,04,wd,1169620040419005,1,1,0,NEW LONDON,1240,,,8,1,1,8,1,1,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419005,8,06340,03/03/2025
,,20042498304wd,116962004041911679,2004,4,9,9,9,11,679,5,3,C,5,2,0,130,12,1,1,0,1,0,0,,,1169620040419006,4,2,1,,0,0,Y,,1169620040419,1,04,wd,1169620040419006,1,1,0,NEW HAVEN,1420,,,8,1,1,8,1,1,,20040720,5,,,,6396.3348358,20042498304wd,,0,1169620040419006,8,06511,03/03/2025
,,20042498304wd,11696200404289236,2004,4,9,9,9,9,236,1,3,C,5,2,,30,2,9,1,0,0,0,0,,,1169620040428001,4,2,2,,0,0,Y,,1169620040428,1,04,wd,1169620040428001,,,,NEW HAVEN,1320,,,8,1,9,8,2,8,,20040720,0,,,,4842.5215957,20042498304wd,,0,1169620040428001,8,06460,03/03/2025
,,20042498304wd,11696200404289236,2004,4,9,9,9,9,236,1,3,C,5,2,,30,2,1,1,0,0,0,0,,,1169620040428002,4,2,2,,0,0,Y,,1169620040428,1,04,wd,1169620040428002,,,,NEW HAVEN,1323,,,8,1,1,8,2,8,,20040720,0,,,,4842.5215957,20042498304wd,,0,1169620040428002,8,06460,03/03/2025
,STRIPED BASS,20042498303wd,21150200403239200,2004,4,9,9,9,9,200,5,3,3,5,1.5,0,100,0,1,1,0,0,0,0,,,2115020040323001,4,2,2,,0,0,Y,,2115020040323,1,03,wd,2115020040323001,,,,NEW HAVEN,1138,8835020102,,8,1,1,8,2,8,,20040720,5,,,,68299.153757,20042498303wd,,0,2115020040323001,8,06418,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,11,9,11,663,6,4,1,2,4.5,0,180,3,1,1,0,8,0,0,20,1,1115020040409001,4,2,1,1,8,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,10,0,NEW LONDON,1230,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409001,8,06339,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,9,9,11,663,6,4,1,2,4.5,0,998,98,1,1,3,0,0,1,20,2,1115020040409002,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,1,NEW HAVEN,1245,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409002,8,06492,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,9,9,11,663,6,4,1,2,4.5,0,6,0,1,1,2,0,0,1,20,2,1115020040409003,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,1,NEW HAVEN,1300,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409003,8,06483,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,1,9,11,663,6,4,1,2,4.5,0,6,0,1,1,1,0,0,1,20,2,1115020040409004,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,,,FAIRFIELD,1301,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409004,8,06484,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,1,9,11,663,6,4,1,2,4.5,0,40,2,1,1,4,0,0,1,20,2,1115020040409005,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,,,FAIRFIELD,1302,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409005,8,06015,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,11,9,11,663,6,4,1,2,4.5,0,200,2,1,1,0,12,0,1,20,2,1115020040409006,4,2,1,1,4,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,12,0,NEW LONDON,1315,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409006,8,06360,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,7,9,11,663,6,4,1,2,4.5,0,40,2,1,1,2,0,0,1,20,2,1115020040409007,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,,,MIDDLESEX,1325,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409007,8,06475,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,3,9,11,663,6,4,1,2,4.5,0,2,0,1,1,3,0,0,1,20,2,1115020040409008,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,1,HARTFORD,1330,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409008,8,06114,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,7,9,11,663,6,4,1,2,4.5,0,15,0,1,1,1,0,0,1,20,2,1115020040409009,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,,,MIDDLESEX,1335,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409009,8,06457,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,7,9,11,663,6,4,1,2,4.5,0,18,4,1,1,1,4,0,1,20,2,1115020040409010,4,2,1,1,4,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,2,MIDDLESEX,1350,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409010,8,06457,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,1,9,11,663,6,4,1,2,4.5,0,998,98,1,1,0,7,0,1,20,2,1115020040409011,4,2,1,1,2,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,7,0,FAIRFIELD,1400,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409011,8,06604,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,9,9,11,663,6,4,1,2,4.5,0,60,0,1,1,1,9,0,1,20,2,1115020040409012,4,2,1,1,4,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,9,0,NEW HAVEN,1410,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409012,8,06460,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,11,9,11,663,6,4,1,2,4.5,0,50,0,1,1,4,0,0,1,20,2,1115020040409013,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,6,NEW LONDON,1430,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409013,8,06360,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,11,9,11,663,6,4,1,2,4.5,0,50,0,1,1,1,1,0,1,20,2,1115020040409014,4,2,1,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,1,0,NEW LONDON,1431,8791030402,,2,1,1,8,1,1,,20040720,6,,,,0,20042498404wd,,0,1115020040409014,8,06360,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,15,9,11,663,6,4,1,2,4.5,0,0,0,1,1,3,0,0,1,20,2,1115020040409015,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,1,WINDHAM,1440,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409015,8,06374,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,15,9,11,663,6,4,1,2,4.5,0,0,0,1,1,2,0,0,1,20,2,1115020040409016,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,,,WINDHAM,1441,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409016,8,06374,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,7,9,11,663,6,4,1,2,4.5,0,20,0,1,1,1,0,0,1,20,2,1115020040409017,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,4,MIDDLESEX,1455,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409017,8,06457,03/03/2025
,ATLANTIC COD,20042498404wd,111502004040911663,2004,4,9,7,9,11,663,6,4,1,2,4.5,0,20,0,1,1,1,0,0,1,20,2,1115020040409018,4,2,2,1,0,10,Y,1,1115020040409,6,04,wd,1115020040409001,1,0,2,MIDDLESEX,1456,8791030402,,2,1,1,8,1,8,,20040720,6,,,,0,20042498404wd,,0,1115020040409018,8,06457,03/03/2025
,,20042498599xx,20042498599xx0000,2004,,,,9,,,,5,,2,,,,,,,,,,,,,20042498599xx002,4,2,,,,,,,,,99,xx,20042498599xx002,,,,,,,,,,,,,,,,,,,,277.29294429,,,0,20042498599xx002,8,,03/03/2025
,,20042498704we,116962004041811645,2004,4,25,27,9,11,645,8,7,C,5,6,,100,20,1,1,0,0,0,0,3,1,1169620040418001,4,2,2,,0,6,O,,1169620040418,3,04,we,1169620040418001,,,,,1145,,,8,1,1,8,1,8,,20040720,8,,,,5828.2219149,20042498704we,,0,1169620040418001,8,99997,03/03/2025
,,20042498704we,116962004041811645,2004,4,25,27,9,11,645,8,7,C,5,6,,100,20,1,1,0,0,0,1,3,2,1169620040418002,4,2,2,,0,6,O,,1169620040418,3,04,we,1169620040418001,,,,,1146,,,8,1,1,8,1,8,,20040720,8,,,,5828.2219149,20042498704we,,0,1169620040418002,8,99998,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,11,9,11,645,8,7,C,5,6,,100,20,9,1,0,0,0,1,3,2,1169620040418003,4,2,2,,0,6,Y,,1169620040418,3,04,we,1169620040418001,,,,NEW LONDON,1149,,,8,1,1,8,2,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418003,8,06385,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,11,9,11,645,8,7,C,5,4,,60,2,1,1,0,0,0,0,1,8,1169620040418004,4,2,2,,0,4,Y,,1169620040418,3,04,we,1169620040418004,,,,NEW LONDON,1210,,,8,1,1,8,1,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418004,8,06385,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,7,9,11,645,8,7,C,5,4,,25,4,1,1,0,0,0,0,2,1,1169620040418005,4,2,2,,0,4,Y,,1169620040418,3,04,we,1169620040418005,,,,MIDDLESEX,1230,,,8,1,1,8,1,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418005,8,06480,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,7,9,11,645,8,7,C,5,4,,20,2,2,1,0,0,0,1,2,2,1169620040418006,4,2,2,,0,4,Y,,1169620040418,3,04,we,1169620040418005,,,,MIDDLESEX,1232,,,8,1,1,8,2,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418006,8,06480,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,15,9,11,645,8,7,C,5,2.5,,144,2,1,1,0,0,0,0,1,8,1169620040418007,4,2,2,,0,2.5,Y,,1169620040418,3,04,we,1169620040418007,,,,WINDHAM,1300,,,8,1,1,8,1,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418007,8,06239,03/03/2025
,,20042498704we,116962004041811645,2004,4,9,3,9,11,645,8,7,C,5,1,,30,0,1,1,0,0,0,0,1,8,1169620040418008,4,2,2,,0,1,Y,,1169620040418,3,04,we,1169620040418008,,,,HARTFORD,1305,,,8,1,1,8,1,8,,20040720,8,,,,6300.4153314,20042498704we,,0,1169620040418008,8,06066,03/03/2025
,WINTER FLOUNDER,20042498704we,116962004042511645,2004,4,9,11,9,11,645,8,7,C,5,4,,50,4,1,1,0,0,0,0,1,8,1169620040425001,4,2,2,,0,4,Y,,1169620040425,3,04,we,1169620040425001,,,,NEW LONDON,1146,8857042001,,8,1,1,8,2,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425001,8,06385,03/03/2025
,BLACK SEA BASS,20042498704we,116962004042511645,2004,4,9,3,9,11,645,8,7,C,5,6,,80,4,1,1,0,0,0,0,3,1,1169620040425002,4,2,2,,0,6,Y,,1169620040425,3,04,we,1169620040425002,,,,HARTFORD,1236,8835020301,,8,1,1,8,1,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425002,8,06019,03/03/2025
,BLACK SEA BASS,20042498704we,116962004042511645,2004,4,9,3,9,11,645,8,7,C,5,6,,80,4,1,1,0,0,0,1,3,2,1169620040425003,4,2,2,,0,6,Y,,1169620040425,3,04,we,1169620040425002,,,,HARTFORD,1237,8835020301,,8,1,1,8,1,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425003,8,06019,03/03/2025
,BLACK SEA BASS,20042498704we,116962004042511645,2004,4,9,3,9,11,645,8,7,C,5,6,,90,4,1,1,0,0,0,1,3,2,1169620040425004,4,2,2,,0,6,Y,,1169620040425,3,04,we,1169620040425002,,,,HARTFORD,1247,8835020301,,8,1,1,8,1,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425004,8,06019,03/03/2025
,,20042498704we,116962004042511645,2004,4,9,15,9,11,645,8,7,C,5,2.5,,70,5,1,1,0,0,0,0,2,1,1169620040425005,4,2,2,,0,2.5,Y,,1169620040425,3,04,we,1169620040425005,,,,WINDHAM,1330,,,8,1,1,8,1,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425005,8,06238,03/03/2025
,,20042498704we,116962004042511645,2004,4,9,15,9,11,645,8,7,C,5,2.5,,30,1,1,1,0,0,0,1,2,2,1169620040425006,4,2,2,,0,2.5,Y,,1169620040425,3,04,we,1169620040425005,,,,WINDHAM,1335,,,8,1,1,8,1,8,,20040720,8,,,,3835.0354191,20042498704we,,0,1169620040425006,8,06226,03/03/2025
,,200424258304we,12007200404181359,2004,4,25,13,25,1,359,5,3,1,1,2,0,10,0,1,1,0,0,0,0,,,1200720040418001,4,2,2,,0,0,N,,1200720040418,1,04,we,1200720040418001,,,,,1219,,,1,1,1,8,1,8,,20050413,5,,,,5599.3324875,200424258304we,,0,1200720040418001,8,01057,03/03/2025
,,200424258304we,12007200404181359,2004,4,25,13,25,1,359,5,3,1,1,2,0,0,0,1,1,0,0,0,0,,,1200720040418002,4,2,2,,0,0,N,,1200720040418,1,04,we,1200720040418002,,,,,1227,,,1,1,1,8,1,8,,20050413,5,,,,5599.3324875,200424258304we,,0,1200720040418002,8,01057,03/03/2025
,,200424258304we,12007200404181359,2004,4,25,13,25,1,359,5,3,1,1,2,0,10,0,1,1,0,0,0,0,,,1200720040418003,4,2,2,,0,0,N,,1200720040418,1,04,we,1200720040418003,,,,,1235,,,1,1,1,8,1,8,,20050413,5,,,,5599.3324875,200424258304we,,0,1200720040418003,8,01057,03/03/2025
,,200424258304we,12007200404181359,2004,4,25,13,25,1,359,5,3,1,1,2,0,10,0,1,1,0,0,0,0,,,1200720040418004,4,2,2,,0,0,N,,1200720040418,1,04,we,1200720040418004,,,,,1243,,,1,1,1,8,1,8,,20050413,5,,,,5599.3324875,200424258304we,,0,1200720040418004,8,01057,03/03/2025
ATLANTIC COD,STRIPED BASS,200424258304we,13096200404251359,2004,4,25,1,25,1,359,5,3,1,1,1,0,120,16,1,1,0,0,0,0,,,1309620040425001,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425001,,,,BARNSTABLE,915,8835020102,8791030402,1,1,1,8,2,8,,20050413,5,,,,12852.830833,200424258304we,,0,1309620040425001,8,02639,03/03/2025
,STRIPED BASS,200424258304we,13096200404251359,2004,4,25,13,25,1,359,5,3,1,1,2,0,50,0,1,1,0,0,0,0,,,1309620040425002,4,2,2,,0,0,N,,1309620040425,1,04,we,1309620040425002,,,,,925,8835020102,,1,1,1,8,1,8,,20050413,5,,,,16747.553026,200424258304we,,0,1309620040425002,8,01077,03/03/2025
,STRIPED BASS,200424258304we,13096200404251359,2004,4,25,21,25,1,359,5,3,1,1,12,0,0,0,1,1,0,0,0,0,,,1309620040425003,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425003,,,,NORFOLK,930,8835020102,,1,1,1,8,1,8,,20050413,5,,,,12852.830833,200424258304we,,0,1309620040425003,8,02122,03/03/2025
,BROWN TROUT,200424258304wd,12785200404021704,2004,4,25,1,25,1,704,5,3,5,5,2,0,200,0,1,1,0,0,0,0,,,1278520040402001,4,2,2,,0,0,Y,,1278520040402,1,04,wd,1278520040402001,,,,BARNSTABLE,1530,8755010306,,8,1,1,8,1,8,,20050413,5,,,,3065.0068488,200424258304wd,,0,1278520040402001,8,02563,03/03/2025
,BROWN TROUT,200424258304we,13096200404251704,2004,4,25,1,25,1,704,5,3,3,5,1,0,60,5,1,1,0,0,0,0,,,1309620040425004,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425004,,,,BARNSTABLE,1030,8755010306,,8,1,1,8,2,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425004,8,02540,03/03/2025
,MUMMICHOG,200424258304we,13096200404251704,2004,4,25,23,25,1,704,5,3,3,5,4,0,150,0,1,1,1,0,0,0,,,1309620040425005,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425005,2,0,200,PLYMOUTH,1130,8804040203,,8,1,1,8,1,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425005,8,99998,03/03/2025
,STRIPED BASS,200424258304we,13096200404251704,2004,4,25,1,25,1,704,5,3,3,5,8,0,150,60,1,1,0,0,0,0,,,1309620040425006,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425006,,,,BARNSTABLE,1230,8835020102,,8,1,1,8,1,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425006,8,02671,03/03/2025
BROWN TROUT,STRIPED BASS,200424258304we,13096200404251704,2004,4,25,1,25,1,704,5,3,3,5,8,0,60,10,1,1,0,0,0,0,,,1309620040425007,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425007,,,,BARNSTABLE,1330,8835020102,8755010306,8,1,1,8,1,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425007,8,02671,03/03/2025
,STRIPED BASS,200424258304we,13096200404251704,2004,4,25,1,25,1,704,5,3,3,5,2,0,0,0,1,1,0,0,0,0,,,1309620040425008,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425008,,,,BARNSTABLE,1430,8835020102,,8,1,1,8,2,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425008,8,02644,03/03/2025
,,200424258304we,13096200404251704,2004,4,25,1,25,1,704,5,3,3,5,2,0,6,0,1,1,0,0,0,0,,,1309620040425009,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425009,,,,BARNSTABLE,1530,,,8,1,1,8,1,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425009,8,02668,03/03/2025
,BROWN TROUT,200424258304we,13096200404251704,2004,4,25,17,25,1,704,5,3,3,5,0.5,0,100,3,1,1,0,0,0,0,,,1309620040425010,4,2,2,,0,0,Y,,1309620040425,1,04,we,1309620040425010,,,,MIDDLESEX,1532,8755010306,,8,1,1,8,1,8,,20050413,5,,,,355.46539746,200424258304we,,0,1309620040425010,8,01880,03/03/2025
,,200424258304wd,16238200404281701,2004,4,25,1,25,1,701,1,3,5,5,2,0,100,2,1,1,1,0,0,0,,,1623820040428001,4,2,2,,0,0,Y,,1623820040428,1,04,wd,1623820040428001,2,,,BARNSTABLE,950,,,8,1,1,8,1,8,,20050413,0,,,,10867.905205,200424258304wd,,0,1623820040428001,8,02532,03/03/2025
,,200424258304wd,16238200404281701,2004,4,25,1,25,1,701,1,3,5,5,2,,20,0,1,1,0,0,0,0,,,1623820040428002,4,2,2,,0,0,Y,,1623820040428,1,04,wd,1623820040428002,,,,BARNSTABLE,1000,,,8,1,1,8,2,8,,20050413,0,,,,10867.905205,200424258304wd,,0,1623820040428002,8,02532,03/03/2025
,,200424258304wd,16238200404281701,2004,4,25,1,25,1,701,1,3,5,5,2,,0,0,1,1,0,0,0,0,,,1623820040428003,4,2,2,,0,0,Y,,1623820040428,1,04,wd,1623820040428003,,,,BARNSTABLE,1012,,,8,1,1,8,1,8,,20050413,0,,,,10867.905205,200424258304wd,,0,1623820040428003,8,02532,03/03/2025
