YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,KOD,SP_CODE,IMP_REC,LNGTH,WGT,LNGTH_IMP,WGT_IMP,MONTH,STRAT_ID,PSU_ID,COMMON,WP_SIZE,L_IN_BIN,L_CM_BIN,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
2021,12,3,1,1543720210106006,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106007,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106008,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106009,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106010,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106011,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106012,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1543720210106013,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531543720210106,,4725.2169052,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102001,6,1,we,8835400304,,299,0.68,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,BLACK MARGATE,34216.244861,11,29,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210102002,6,1,we,8835430301,,351,1.10,1,1,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,34216.244861,13,35,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102003,6,1,we,,,,,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,,6409.4026424,,,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210102004,6,1,we,8835440702,,228,0.24,1,1,01,2021011263weS:8AM-8PM,2021112631554220210102,ATLANTIC CROAKER,6409.4026424,8,22,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210102004,6,1,we,8835430301,,351,1.10,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,13,35,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835430301,,279,0.52,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,10,27,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835430301,,304,0.66,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,11,30,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835430301,,342,1.02,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,13,34,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835430301,,288,0.52,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,11,28,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835280901,,325,0.72,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,FLORIDA POMPANO,6409.4026424,12,32,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102005,6,1,we,8835280701,,321,0.38,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,LOOKDOWN,6409.4026424,12,32,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102006,6,1,we,8835430301,,345,1.00,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,13,34,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102006,6,1,we,8835430301,,269,0.50,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,10,26,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102006,6,1,we,8835430301,,304,0.68,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,11,30,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102006,6,1,we,8835430301,,305,0.66,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,12,30,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102006,6,1,we,8835430201,,290,0.52,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,PINFISH,6409.4026424,11,29,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102007,6,1,we,8835430301,,306,0.62,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,12,30,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102007,6,1,we,8835430301,,328,0.82,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,12,32,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102007,6,1,we,8835430301,,284,0.50,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,11,28,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102007,6,1,we,8835430301,,318,0.80,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,SHEEPSHEAD,6409.4026424,12,31,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210102007,6,1,we,8835250101,,389,0.68,0,0,01,2021011263weS:8AM-8PM,2021112631554220210102,BLUEFISH,6409.4026424,15,38,2021011263weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210108001,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,,1753.6172687,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210108005,6,1,we,8835440702,,301,0.28,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,ATLANTIC CROAKER,1753.6172687,11,30,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210108005,6,1,we,8835390201,,178,0.14,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,IRISH POMPANO,1753.6172687,7,17,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210108005,6,1,we,8835390201,,219,0.20,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,IRISH POMPANO,1753.6172687,8,21,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210108006,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,,1753.6172687,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1554220210127001,6,1,wd,,,,,0,0,01,2021011263wdS:8AM-8PM,2021112631554220210127,,12229.765325,,,2021011263wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131001,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131002,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131003,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131004,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131005,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131006,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131007,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835280303,,565,3.39,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,CREVALLE JACK,2884.8915276,22,56,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835280303,,565,3.39,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,CREVALLE JACK,2884.8915276,22,56,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835390201,,255,0.46,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,10,25,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835390201,,235,0.28,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,9,23,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835390201,,178,0.14,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,17,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835390201,,178,0.14,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,17,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131008,6,1,we,8835390201,,116,0.08,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,4,11,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131009,6,1,we,8835390201,,186,0.16,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,18,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131009,6,1,we,8835390201,,197,0.18,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,19,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131009,6,1,we,8835390201,,238,0.33,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,9,23,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131009,6,1,we,8835390201,,199,0.18,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,19,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131009,6,1,we,8835390201,,182,0.14,1,1,01,2021011253weS:8AM-8PM,2021112531554220210131,IRISH POMPANO,5769.7830551,7,18,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131010,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131011,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131012,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,2884.8915276,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131013,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,3166.8814442,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1554220210131014,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531554220210131,,3166.8814442,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1562720210218001,6,1,wd,,,,,0,0,02,2021021253wdS:8AM-8PM,2021112531562720210218,,40562.749831,,,2021021253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1563220210115007,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731563220210115,,1950.1270586,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1563220210115008,6,1,we,8835440600,,,,0,0,01,2021011273weS:8AM-8PM,2021112731563220210115,KINGFISH GENUS,1950.1270586,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1563220210115008,6,1,we,8835440100,,,,0,0,01,2021011273weS:8AM-8PM,2021112731563220210115,SEATROUT GENUS,1950.1270586,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1563620210221001,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531563620210221,,4983.499095,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1563620210221002,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531563620210221,,4983.499095,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1563620210221003,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531563620210221,,2780.6157935,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1563620210221004,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531563620210221,,2780.6157935,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1563620210221005,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531563620210221,,2780.6157935,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101001,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,49925.807118,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101002,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,49925.807118,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101003,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,49925.807118,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101004,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,49925.807118,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101005,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,3083.6907567,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101006,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,3083.6907567,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210101007,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210101,,3083.6907567,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110001,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6281.8555355,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110002,6,1,we,8850030503,,430,0.74,1,1,01,2021011253weS:8AM-8PM,2021112531579320210110,CERO,6281.8555355,16,43,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110003,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6281.8555355,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110004,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110005,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110006,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110007,6,1,we,8835280601,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,BIGEYE SCAD,60713.837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110008,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110009,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110010,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110011,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210110012,6,1,we,,,,,0,0,01,2021011253weS:8AM-8PM,2021112531579320210110,,6071.3837741,,,2021011253weS:8AM-8PM,,0,03/03/2025
2021,12,3,5,1579320210125001,6,1,wd,,,,,0,0,01,2021011253wdS:8AM-8PM,2021112531579320210125,,30808.936849,,,2021011253wdS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210214001,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531579320210214,,2920.0573067,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1579320210214002,6,1,we,,,,,0,0,02,2021021253weS:8AM-8PM,2021112531579320210214,,2920.0573067,,,2021021253weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118001,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,4034.0030319,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118002,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,4034.0030319,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118003,6,1,we,8835430301,,295,0.80,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,SHEEPSHEAD,4034.0030319,11,29,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118004,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,4034.0030319,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118005,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,4034.0030319,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118006,6,1,we,8835280901,,369,1.26,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,FLORIDA POMPANO,4034.0030319,14,36,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118006,6,1,we,8835280901,,369,1.26,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,FLORIDA POMPANO,4034.0030319,14,36,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118007,6,1,we,8835280901,,311,0.70,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,FLORIDA POMPANO,4034.0030319,12,31,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118008,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,1557.1429485,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118009,6,1,we,,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,,1557.1429485,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118010,6,1,we,8835430301,,305,0.72,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,SHEEPSHEAD,1557.1429485,12,30,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,373,0.60,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,14,37,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,373,0.60,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,14,37,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,354,0.52,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,13,35,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,332,0.46,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,13,33,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,323,0.38,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,12,32,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,310,0.34,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,12,31,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,310,0.34,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,12,31,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,300,0.34,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,11,30,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,276,0.30,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,10,27,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,373,0.60,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,14,37,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118011,6,1,we,8835440602,,373,0.60,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,3963.6365961,14,37,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118012,6,1,we,8835440602,,310,0.34,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,1557.1429485,12,31,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118013,6,1,we,8835440600,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,KINGFISH GENUS,3114.285897,,,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118014,6,1,we,8835440602,,354,0.52,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,1557.1429485,13,35,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118014,6,1,we,8835440602,,354,0.52,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,1557.1429485,13,35,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118014,6,1,we,8835440602,,354,0.52,1,1,01,2021011273weS:8AM-8PM,2021112731581320210118,GULF KINGFISH,1557.1429485,13,35,2021011273weS:8AM-8PM,,0,03/03/2025
2021,12,3,1,1581320210118015,6,1,we,8835440600,,,,0,0,01,2021011273weS:8AM-8PM,2021112731581320210118,KINGFISH GENUS,15571.429485,,,2021011273weS:8AM-8PM,,0,03/03/2025
