PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,DATE,TURTLE,TOURN,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,BLUEFISH,19916498311we,1166019911109192,0,C,5,,2,1,1,1,Y,10,50,8,2,1166019911109001,92,2,3,1,0,0,0,,1,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109001,1,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,,1,88,8,1201,911109,3,8,41,2830.8038047,19916498311we,,0,1166019911109001,06606,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,40,1,4.5,1166019911109002,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109002,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1348,911109,3,8,73,2830.8038047,19916498311we,,0,1166019911109002,06484,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,4,15,2,4.5,1166019911109003,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109003,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1348,911109,3,8,34,2830.8038047,19916498311we,,0,1166019911109003,06484,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,10,25,1,3,1166019911109004,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1418,911109,3,8,39,2830.8038047,19916498311we,,0,1166019911109004,06606,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,12,15,2,3,1166019911109005,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109005,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1418,911109,3,8,47,2830.8038047,19916498311we,,0,1166019911109005,06460,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,15,30,1,2,1166019911109006,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109006,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1432,911109,3,8,34,2830.8038047,19916498311we,,0,1166019911109006,06606,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,3,3,2,2,1166019911109007,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109007,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1432,911109,3,8,35,2830.8038047,19916498311we,,0,1166019911109007,06606,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,8,2.5,1166019911109008,92,2,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109008,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1439,911109,3,8,42,2830.8038047,19916498311we,,0,1166019911109008,06604,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,8,4,1166019911109010,92,2,3,0,0,0,0,,1,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109010,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1456,911109,3,8,46,2830.8038047,19916498311we,,0,1166019911109010,06605,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,1,3,1166019911109011,92,2,3,0,0,0,0,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109011,,,,8,9,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1503,911109,3,8,27,2830.8038047,19916498311we,,0,1166019911109011,06605,03/03/2025
STRIPED BASS,BLUEFISH,19916498311we,1166019911109192,,C,5,,2,1,1,1,Y,16,50,2,3,1166019911109012,92,2,3,0,0,0,1,,2,4,9,9,4,1,6,1991,1166019911109,11,we,,,1166019911109012,,,,8,9,,Fairfield,14OCT92:18:05,8,8,1,,,,8835250101,8835020102,1,88,8,1503,911109,3,8,59,2830.8038047,19916498311we,,0,1166019911109012,06605,03/03/2025
WINTER FLOUNDER,TAUTOG,19916498711wd,111501991110711673,0,C,5,,1,1,11,11,Y,4,100,8,2,1115019911107001,673,8,7,2,2,0,0,,1,4,9,9,4,1,6,1991,1115019911107,11,wd,,,1115019911107001,1,,,8,1,,New London,14OCT92:18:05,8,1,1,,,,8839010101,8857042001,1,1,8,1245,911107,3,2,66,3874.9216912,19916498711wd,,0,1115019911107001,06340,03/03/2025
,TAUTOG,19916498711we,11150199111091162,,C,5,,2,1,11,27,O,8,25,1,2,1115019911109001,62,8,7,0,0,0,0,,2,5,9,36,4,1,6,1991,1115019911109,11,we,,,1115019911109001,,,,8,1,,,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1100,911109,3,2,38,7446.5729827,19916498711we,,0,1115019911109001,12532,03/03/2025
,TAUTOG,19916498711we,11150199111091162,,C,5,,2,1,11,27,O,8,25,2,2,1115019911109002,62,8,7,0,0,0,1,,2,5,9,36,4,1,6,1991,1115019911109,11,we,,,1115019911109001,,,,8,1,,,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1100,911109,3,2,33,7446.5729827,19916498711we,,0,1115019911109002,12532,03/03/2025
,WINTER FLOUNDER,19916498711we,11150199111091162,0,C,5,,1,1,11,1,Y,7,25,8,3,1115019911109003,62,8,7,1,5,0,0,,1,4,9,9,4,1,6,1991,1115019911109,11,we,,,1115019911109003,1,,,8,1,,Fairfield,14OCT92:18:05,8,1,1,,,,8857042001,,1,1,8,1124,911109,3,2,34,5108.9165255,19916498711we,,0,1115019911109003,06896,03/03/2025
BLUEFISH,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,1,1,11,11,Y,5,30,1,4.5,1115019911123002,673,8,7,1,1,0,0,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123002,1,1,0,8,1,,New London,14OCT92:18:05,8,1,1,,,,8835020102,8835250101,1,1,8,1310,911123,3,2,51,2852.0609284,19916498711we,,0,1115019911123002,06360,03/03/2025
,WINTER FLOUNDER,19916498711we,111501991112311673,0,C,5,,1,2,11,11,Y,20,50,1,4,1115019911123003,673,8,7,3,15,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123003,1,,,8,1,,New London,14OCT92:18:05,8,2,1,,,,8857042001,,1,1,2,1345,911123,3,2,67,2852.0609284,19916498711we,,0,1115019911123003,06340,03/03/2025
,WINTER FLOUNDER,19916498711we,111501991112311673,,C,5,,3,0,11,11,Y,3,3,2,4,1115019911123004,673,8,7,0,0,1,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123003,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1347,911123,3,2,74,2852.0609284,19916498711we,,0,1115019911123003,06340,03/03/2025
WINTER FLOUNDER,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,5,40,1,7.5,1115019911123007,673,8,7,2,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123007,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,8857042001,1,1,8,1413,911123,3,2,39,2852.0609284,19916498711we,,0,1115019911123007,06351,03/03/2025
WINTER FLOUNDER,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,15,100,2,7.5,1115019911123008,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123007,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,8857042001,1,1,8,1415,911123,3,2,42,2852.0609284,19916498711we,,0,1115019911123008,06351,03/03/2025
WINTER FLOUNDER,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,20,40,1,5,1115019911123009,673,8,7,2,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123009,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8857042001,1,1,8,1420,911123,3,2,58,2852.0609284,19916498711we,,0,1115019911123009,06370,03/03/2025
WINTER FLOUNDER,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,0,40,2,5,1115019911123010,673,8,7,2,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123009,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8857042001,1,1,8,1422,911123,3,2,34,2852.0609284,19916498711we,,0,1115019911123010,06249,03/03/2025
,WINTER FLOUNDER,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,20,50,8,6,1115019911123011,673,8,7,1,0,0,0,,1,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123011,1,,,8,1,,Hartford,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1430,911123,3,2,55,2852.0609284,19916498711we,,0,1115019911123011,06082,03/03/2025
,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,7,75,1,5,1115019911123012,673,8,7,1,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123012,1,,,8,9,,Hartford,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1454,911123,3,2,53,2852.0609284,19916498711we,,0,1115019911123012,06112,03/03/2025
,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,3,Y,3,75,2,5,1115019911123013,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123012,1,,,8,9,,Hartford,14OCT92:18:05,8,8,1,,,,8839010101,,1,1,8,1455,911123,3,2,57,2852.0609284,19916498711we,,0,1115019911123013,09999,03/03/2025
TAUTOG,WINTER FLOUNDER,19916498711we,111501991112311672,0,C,5,,2,1,11,11,Y,36,80,1,4,1115019911123014,672,8,7,3,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123014,1,,,8,9,,New London,14OCT92:18:05,8,8,1,,,,8857042001,8839010101,1,1,8,1540,911123,3,2,53,5108.9165255,19916498711we,,0,1115019911123014,06420,03/03/2025
TAUTOG,WINTER FLOUNDER,19916498711we,111501991112311672,0,C,5,,2,1,11,3,Y,36,80,2,4,1115019911123015,672,8,7,2,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123014,1,,,8,1,,Hartford,14OCT92:18:05,8,8,1,,,,8857042001,8839010101,1,1,8,1541,911123,3,2,49,5108.9165255,19916498711we,,0,1115019911123015,06033,03/03/2025
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,8,25,1,4,1115019911123016,673,8,7,3,0,0,0,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1640,911123,3,2,43,2852.0609284,19916498711we,,0,1115019911123016,06355,03/03/2025
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,3,6,2,4,1115019911123017,673,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1641,911123,3,2,10,2852.0609284,19916498711we,,0,1115019911123017,06355,03/03/2025
STRIPED BASS,TAUTOG,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,1,1,2,4,1115019911123018,673,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123016,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8839010101,8835020102,1,1,8,1642,911123,3,2,7,2852.0609284,19916498711we,,0,1115019911123018,06355,03/03/2025
,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,8,22,1,3,1115019911123019,673,8,7,1,0,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123019,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1657,911123,3,2,45,2852.0609284,19916498711we,,0,1115019911123019,06249,03/03/2025
,STRIPED BASS,19916498711we,111501991112311673,0,C,5,,2,1,11,11,Y,12,50,2,3,1115019911123020,673,8,7,1,0,0,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123019,1,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1658,911123,3,2,35,2852.0609284,19916498711we,,0,1115019911123020,06360,03/03/2025
,BLUEFISH,19916498711we,111501991112311673,0,C,5,,1,2,11,11,Y,8,30,1,3,1115019911123021,673,8,7,0,7,0,0,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123021,1,7,0,8,1,,New London,14OCT92:18:05,8,2,1,,,,8835250101,,1,1,2,1712,911123,3,2,29,2852.0609284,19916498711we,,0,1115019911123021,06339,03/03/2025
,BLUEFISH,19916498711we,111501991112311673,,C,5,,3,0,11,11,Y,8,30,2,3,1115019911123022,673,8,7,0,0,1,1,,2,4,9,9,4,1,6,1991,1115019911123,11,we,,,1115019911123021,,,,8,1,,New London,14OCT92:18:05,8,8,1,,,,8835250101,,1,1,8,1715,911123,3,2,23,2852.0609284,19916498711we,,0,1115019911123021,06340,03/03/2025
,WINTER FLOUNDER,19916498712we,1115019911201162,0,C,5,,2,1,1,1,Y,6,25,1,4,1115019911201001,62,8,7,1,0,0,0,,3,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201001,1,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1125,911201,3,2,31,2852.0609284,19916498712we,,0,1115019911201001,06851,03/03/2025
,WINTER FLOUNDER,19916498712we,1115019911201162,0,C,5,,2,1,1,1,Y,2,25,2,4,1115019911201002,62,8,7,1,0,0,1,,3,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201001,1,0,2,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8857042001,,1,1,8,1127,911201,3,2,30,2852.0609284,19916498712we,,0,1115019911201002,06851,03/03/2025
,STRIPED BASS,19916498712we,1115019911201162,,C,5,,2,1,1,1,Y,6,30,1,5,1115019911201004,62,8,7,0,0,0,0,,2,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1320,911201,3,2,39,2852.0609284,19916498712we,,0,1115019911201004,06854,03/03/2025
,STRIPED BASS,19916498712we,1115019911201162,,C,5,,2,1,1,1,Y,6,30,2,5,1115019911201005,62,8,7,0,0,0,1,,2,4,9,9,4,1,6,1991,1115019911201,12,we,,,1115019911201004,,,,8,1,,Fairfield,14OCT92:18:05,8,8,1,,,,8835020102,,1,1,8,1322,911201,3,2,38,2852.0609284,19916498712we,,0,1115019911201005,06854,03/03/2025
,ATLANTIC MACKEREL,199164258311we,11199199111021701,,1,1,,2,1,1,23,Y,25,60,8,1,1119919911102001,701,2,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1119919911102,11,we,,,1119919911102001,,,,8,1,,Plymouth,14OCT92:18:04,1,8,1,,,,8850030302,,1,88,8,1030,911102,3,8,30,547.40289993,199164258311we,,0,1119919911102001,02360,03/03/2025
,BLUEFISH,199164258311we,11199199111021701,,1,1,,2,1,1,1,Y,20,100,8,2,1119919911102002,701,2,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1119919911102,11,we,,,1119919911102002,,,,8,1,,Barnstable,14OCT92:18:04,1,8,1,,,,8835250101,,1,88,8,1130,911102,3,8,42,547.40289993,199164258311we,,0,1119919911102002,02565,03/03/2025
STRIPED BASS,BLUEFISH,199164258311we,11199199111021701,,1,1,,2,1,1,21,Y,30,50,8,2,1119919911102003,701,2,3,0,0,0,0,,1,4,25,25,4,1,6,1991,1119919911102,11,we,,,1119919911102003,,,,8,1,,Norfolk,21AUG91:15:40,1,8,1,,,,8835250101,8835020102,1,88,8,1145,911102,3,8,42,547.40289993,199164258311we,,0,1119919911102003,02053,03/03/2025
,ATLANTIC HERRING,199164258311we,11199199111167599,0,1,1,,2,1,7,7,Y,30,250,8,1.5,1119919911116001,599,1,3,1,0,0,0,,1,4,25,25,4,1,6,1991,1119919911116,11,we,,,1119919911116001,2,,,8,1,,Dukes,14OCT92:18:04,1,8,1,,,,8747010201,,1,88,8,1230,911116,3,8,16,547.40289993,199164258311we,,0,1119919911116001,02539,03/03/2025
