PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,TOURN,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,3,1,3,Y,10,20,,4,1114119891105012,148,6,6,1,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105012,1,4,0,8,9,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1555,8,28,79.961692725,19896498611we,,0,1114119891105012,06006,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,3,Y,0,0,,4,1114119891105013,148,6,6,1,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105013,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1557,8,31,79.961692725,19896498611we,,0,1114119891105012,06111,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,3,Y,0,0,,4,1114119891105014,148,6,6,1,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105014,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1600,8,17,79.961692725,19896498611we,,0,1114119891105012,06111,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,1,1,1,Y,1,40,,4,1114119891105015,148,6,6,2,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105015,1,1,0,8,1,,,12JUN91:21:39,8,1,1,,,,8839010101,,1,88,8,1605,8,20,79.961692725,19896498611we,,0,1114119891105015,06616,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,3,1,1,Y,1,4,,4,1114119891105016,148,6,6,0,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105016,1,6,0,8,9,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1610,8,39,79.961692725,19896498611we,,0,1114119891105016,06610,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,1,Y,0,0,,4,1114119891105017,148,6,6,1,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105017,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1612,8,43,79.961692725,19896498611we,,0,1114119891105016,06430,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,1,Y,0,0,,4,1114119891105018,148,6,6,1,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105018,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1615,8,21,79.961692725,19896498611we,,0,1114119891105016,06430,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,3,1,1,Y,4,20,,4,1114119891105019,148,6,6,0,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105019,1,5,0,8,9,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1617,8,45,79.961692725,19896498611we,,0,1114119891105019,06610,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,17,O,2,20,,4,1114119891105020,148,6,6,0,0,1,,,,5,9,34,4,1,6,1989,1114119891105,11,we,,,1114119891105020,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1620,8,58,121.08142647,19896498611we,,0,1114119891105019,07029,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,5,O,1,3,,4,1114119891105021,148,6,6,0,0,1,,,,5,9,36,4,1,6,1989,1114119891105,11,we,,,1114119891105021,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1625,8,20,121.08142647,19896498611we,,0,1114119891105019,07029,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,1,1,119,O,0,4,,4,1114119891105022,148,6,6,0,1,0,,,,5,9,36,4,1,6,1989,1114119891105,11,we,,,1114119891105022,1,2,0,8,9,,,12JUN91:21:39,8,1,1,,,,8839010101,,1,88,8,1627,8,63,121.08142647,19896498611we,,0,1114119891105022,00550,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,3,1,1,Y,1,12,,4,1114119891105023,148,6,6,1,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105023,1,3,0,8,9,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1630,8,65,79.961692725,19896498611we,,0,1114119891105023,06112,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,119,O,1,12,,4,1114119891105024,148,6,6,1,0,1,,,,5,9,36,4,1,6,1989,1114119891105,11,we,,,1114119891105024,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1635,8,34,121.08142647,19896498611we,,0,1114119891105023,09998,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,119,O,0,0,,4,1114119891105025,148,6,6,0,0,1,,,,5,9,36,4,1,6,1989,1114119891105,11,we,,,1114119891105025,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1637,8,13,121.08142647,19896498611we,,0,1114119891105023,09998,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,2,1,1,Y,6,17,,4,1114119891105026,148,6,6,0,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105026,1,3,0,8,1,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1640,8,51,79.961692725,19896498611we,,0,1114119891105026,06610,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,1,Y,3,10,,4,1114119891105027,148,6,6,0,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105027,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1643,8,57,79.961692725,19896498611we,,0,1114119891105026,06610,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,3,1,1,Y,1,1,,4,1114119891105028,148,6,6,0,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105028,1,4,0,8,9,,,12JUN91:21:39,8,2,1,,,,8839010101,,1,88,2,1645,8,61,79.961692725,19896498611we,,0,1114119891105028,06380,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,1,Y,1,1,,4,1114119891105029,148,6,6,0,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105029,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1647,8,57,79.961692725,19896498611we,,0,1114119891105028,06611,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,3,0,1,1,Y,0,0,,4,1114119891105030,148,6,6,0,0,1,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105030,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1650,8,43,79.961692725,19896498611we,,0,1114119891105028,06611,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,2,1,1,9,Y,1,15,,4,1114119891105031,148,6,6,1,0,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105031,1,0,1,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,,1,88,8,1655,8,23,79.961692725,19896498611we,,0,1114119891105031,06405,03/03/2025
,TAUTOG,19896498611we,11141198911051148,0,C,5,,1,1,1,9,Y,1,60,,4,1114119891105032,148,6,6,1,1,0,,,,4,9,9,4,1,6,1989,1114119891105,11,we,,,1114119891105032,1,5,0,8,1,,,12JUN91:21:39,8,1,1,,,,8839010101,,1,88,8,1700,8,27,79.961692725,19896498611we,,0,1114119891105032,06418,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,2,11,7,Y,7,35,,4,1114119891104001,645,8,7,1,1,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104001,1,0,12,8,9,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1310,8,71,4019.9809355,19896498711we,,0,1114119891104001,06457,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,7,35,,4,1114119891104002,645,8,7,1,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104002,1,0,12,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1313,8,73,4019.9809355,19896498711we,,0,1114119891104001,06031,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,3,11,3,Y,10,30,,4,1114119891104003,645,8,7,1,10,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104003,1,0,2,8,1,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1355,8,34,4019.9809355,19896498711we,,0,1114119891104003,06013,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,2,30,,4,1114119891104004,645,8,7,1,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104004,1,0,3,8,1,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1357,8,42,4019.9809355,19896498711we,,0,1114119891104003,06062,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,2,4,,4,1114119891104005,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104005,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1400,8,11,4019.9809355,19896498711we,,0,1114119891104003,06062,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,2,11,13,Y,8,32,,8,1114119891104006,645,8,7,1,8,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104006,1,,,8,9,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1435,8,51,4019.9809355,19896498711we,,0,1114119891104006,06084,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,8,32,,8,1114119891104007,645,8,7,1,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104007,1,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1437,8,56,4019.9809355,19896498711we,,0,1114119891104006,09998,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,2,11,3,Y,4,15,,6,1114119891104008,645,8,7,0,8,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104008,1,8,0,8,9,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1530,8,28,4019.9809355,19896498711we,,0,1114119891104008,06106,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,13,O,2,15,,6,1114119891104009,645,8,7,0,0,1,,,,4,9,25,4,1,6,1989,1114119891104,11,we,,,1114119891104009,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1533,8,29,3844.6359091,19896498711we,,0,1114119891104008,01085,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,4,11,3,Y,1,10,,5,1114119891104010,645,8,7,0,6,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104010,1,4,0,8,9,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1545,8,38,4019.9809355,19896498711we,,0,1114119891104010,06450,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,1,6,,5,1114119891104011,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104011,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1547,8,36,4019.9809355,19896498711we,,0,1114119891104010,06450,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,1,1,,5,1114119891104012,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104012,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1550,8,50,4019.9809355,19896498711we,,0,1114119891104010,06450,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,1,6,,5,1114119891104013,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104013,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1555,8,41,4019.9809355,19896498711we,,0,1114119891104010,06450,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,1,2,11,9,Y,16,64,,3,1114119891104014,645,8,7,0,5,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104014,1,1,0,8,1,,,12JUN91:21:39,8,2,1,,,,8857042001,,1,88,2,1600,8,37,4019.9809355,19896498711we,,0,1114119891104014,06806,03/03/2025
,WINTER FLOUNDER,19896498711we,111411989110411645,0,C,5,,3,0,11,9,Y,16,64,,3,1114119891104015,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104015,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8857042001,,1,88,8,1605,8,25,4019.9809355,19896498711we,,0,1114119891104014,06806,03/03/2025
,BLUEFISH,19896498711we,111411989110411645,0,C,5,,1,2,11,3,Y,8,15,,4,1114119891104016,645,8,7,0,3,0,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104016,1,8,0,8,9,,,12JUN91:21:39,8,2,1,,,,8835250101,,1,88,2,1645,8,48,4019.9809355,19896498711we,,0,1114119891104016,06111,03/03/2025
,BLUEFISH,19896498711we,111411989110411645,0,C,5,,3,0,11,3,Y,8,15,,4,1114119891104017,645,8,7,0,0,1,,,,4,9,9,4,1,6,1989,1114119891104,11,we,,,1114119891104017,,,,8,9,,,12JUN91:21:39,8,8,1,,,,8835250101,,1,88,8,1650,8,48,4019.9809355,19896498711we,,0,1114119891104016,06111,03/03/2025
,BLUEFISH,19896498711we,11143198911047825,0,C,5,,1,1,7,3,Y,6,12,,3,1114319891104001,825,8,7,0,1,0,,,,4,9,9,4,1,6,1989,1114319891104,11,we,,,1114319891104001,1,1,0,8,1,,,12JUN91:21:39,8,1,1,,,,8835250101,,1,88,8,1545,8,26,4019.9809355,19896498711we,,0,1114319891104001,06096,03/03/2025
,BLUEFISH,19896498711we,11143198911047825,0,C,5,,1,1,7,3,Y,3,6,,3,1114319891104002,825,8,7,0,1,0,,,,4,9,9,4,1,6,1989,1114319891104,11,we,,,1114319891104002,1,1,0,8,1,,,12JUN91:21:39,8,1,1,,,,8835250101,,1,88,8,1545,8,36,4019.9809355,19896498711we,,0,1114319891104002,06110,03/03/2025
WINTER FLOUNDER,TAUTOG,19896498711we,11143198911047825,0,C,5,,2,1,7,3,Y,20,60,,5,1114319891104003,825,8,7,2,0,0,,,,4,9,9,4,1,6,1989,1114319891104,11,we,,,1114319891104003,1,0,2,8,1,,,12JUN91:21:39,8,8,1,,,,8839010101,8857042001,1,88,8,1556,8,28,4019.9809355,19896498711we,,0,1114319891104003,06040,03/03/2025
,WINTER FLOUNDER,198964258311we,11197198911051369,0,1,1,,2,1,1,1,Y,1,6,,2.5,1119719891105001,369,3,3,0,0,0,,,,4,25,25,4,1,6,1989,1119719891105,11,we,,,1119719891105001,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8857042001,,1,88,8,1240,8,32,7453.5899408,198964258311we,,0,1119719891105001,02536,03/03/2025
,WINTER FLOUNDER,198964258311we,11197198911051369,0,1,1,,2,1,1,1,Y,2,7,,2.5,1119719891105002,369,3,3,0,0,0,,,,4,25,25,4,1,6,1989,1119719891105,11,we,,,1119719891105002,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8857042001,,1,88,8,1245,8,28,7453.5899408,198964258311we,,0,1119719891105002,02536,03/03/2025
,WINTER FLOUNDER,198964258311we,11197198911051369,0,1,1,,2,1,1,1,Y,12,30,,2,1119719891105003,369,3,3,0,0,0,,,,4,25,25,4,1,6,1989,1119719891105,11,we,,,1119719891105003,,,,8,1,,,12JUN91:21:39,1,8,1,,,,8857042001,,1,88,8,1300,8,37,7453.5899408,198964258311we,,0,1119719891105003,02536,03/03/2025
,,198964258311we,11561198911041431,0,1,1,,1,1,1,21,Y,0,10,,6.5,1156119891104001,431,1,3,0,3,0,,,,4,25,25,4,1,6,1989,1156119891104,11,we,,,1156119891104001,1,7,0,8,9,,,12JUN91:21:39,1,1,1,,,,,,1,88,8,1425,8,43,7453.5899408,198964258311we,,0,1156119891104001,02124,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,1,4,5,,1,1,23,23,Y,8,20,,1.5,1124519891110001,227,1,3,0,3,0,,,,4,25,25,4,1,6,1989,1124519891110,11,wd,,,1124519891110001,2,3,0,8,1,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1400,8,73,13177.500853,198964258311wd,,0,1124519891110001,02346,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,1,4,5,,1,1,23,1,Y,30,100,,1.5,1124519891110002,227,1,3,0,10,0,,,,4,25,25,4,2,6,1989,1124519891110,11,wd,,,1124519891110002,2,50,0,8,9,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1415,8,32,13177.500853,198964258311wd,,0,1124519891110002,02601,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,1,4,5,,1,1,23,5,Y,3,6,,1,1124519891110003,227,1,3,0,3,0,,,,4,25,25,4,1,6,1989,1124519891110,11,wd,,,1124519891110003,2,3,0,8,1,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1430,8,54,13177.500853,198964258311wd,,0,1124519891110003,02375,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,0,4,5,,1,1,23,5,Y,8,30,,3,1124519891110004,227,1,3,0,2,0,,,,4,25,25,4,1,6,1989,1124519891110,11,wd,,,1124519891110004,2,2,0,8,1,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1450,8,46,13177.500853,198964258311wd,,0,1124519891110004,02375,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,0.5,4,5,,1,1,23,23,Y,4,6,,6,1124519891110005,227,1,3,0,10,0,,,,4,25,25,4,1,6,1989,1124519891110,11,wd,,,1124519891110005,2,12,0,8,1,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1500,8,61,13177.500853,198964258311wd,,0,1124519891110005,02360,03/03/2025
,RAINBOW SMELT,198964258311wd,112451989111023227,0,4,5,,1,1,23,23,Y,6,60,,2,1124519891110006,227,1,3,0,6,0,,,,4,25,25,4,1,6,1989,1124519891110,11,wd,,,1124519891110006,2,6,0,8,1,,,12JUN91:21:39,8,1,1,,,,8755030302,,1,88,8,1520,8,66,13177.500853,198964258311wd,,0,1124519891110006,02360,03/03/2025
,ATLANTIC TOMCOD,198964258311wd,112451989111023263,0.5,4,5,,1,1,23,23,Y,2,2,,2,1124519891110007,263,1,3,0,13,0,,,,4,25,25,4,2,6,1989,1124519891110,11,wd,,,1124519891110007,2,20,0,8,9,,,12JUN91:21:39,8,1,1,,,,8791030602,,1,88,8,1550,8,39,13177.500853,198964258311wd,,0,1124519891110007,02576,03/03/2025
,RAINBOW SMELT,198964258312we,1144919891210912,0,3,5,,2,1,9,9,Y,10,30,,1.5,1144919891210001,12,5,3,0,0,0,,,,4,25,25,4,1,6,1989,1144919891210,12,we,,,1144919891210001,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8755030302,,1,88,8,1213,8,23,15558.131046,198964258312we,,0,1144919891210001,01929,03/03/2025
,RAINBOW SMELT,198964258312we,1144919891210912,0,3,5,,2,1,9,9,Y,1,30,,1.5,1144919891210002,12,5,3,0,0,0,,,,4,25,25,4,1,6,1989,1144919891210,12,we,,,1144919891210002,,,,8,1,,,12JUN91:21:39,8,8,1,,,,8755030302,,1,88,8,1218,8,26,15558.131046,198964258312we,,0,1144919891210002,01929,03/03/2025
,,198964258611we,1144919891105915,0,1,2,,2,1,9,27,N,0,0,,3.5,1144919891105001,15,7,6,2,0,0,,,,4,25,25,4,1,6,1989,1144919891105,11,we,,,1144919891105001,1,0,10,8,1,,,12JUN91:21:39,2,8,1,,,,,,1,88,8,1429,8,27,186.92693617,198964258611we,,0,1144919891105001,01719,03/03/2025
,,198964258611we,1144919891105915,0,1,2,,2,1,9,27,N,2,2,,3.5,1144919891105002,15,7,6,2,0,0,,,,4,25,25,4,1,6,1989,1144919891105,11,we,,,1144919891105002,1,0,6,8,1,,,12JUN91:21:39,2,8,1,,,,,,1,88,8,1433,8,27,186.92693617,198964258611we,,0,1144919891105002,01510,03/03/2025
