PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,KINGFISH GENUS,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,6,0,100,15,1,1,2,1,0,0,,,1511220100129018,6,1,1,,,,Y,,1511220100129,,01,wd,1511220100129018,2,,,FLAGLER,169273,,1258,1,1,1,8,1,1,,,2,19FEB201014:48,1,8835440600,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129018,8,32137,03/03/2025
SHEEPSHEAD,BLACK DRUM,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,4,,998,50,1,1,0,0,0,0,,,1511220100129019,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129019,,,,FLAGLER,169288,169189,1301,1,1,1,8,2,8,,,2,19FEB201014:48,1,8835440801,8835430301,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129019,8,32137,03/03/2025
,,201016128301wd,151122010012935163,2010,5,42,43,12,35,163,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1511220100129020,6,1,2,,,,O,,1511220100129,,01,wd,1511220100129020,,,,,,,1330,1,1,1,8,2,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,10789.766384,201016128301wd,,0,1511220100129020,8,17111,03/03/2025
,,201016128301wd,151122010012935163,2010,5,42,43,12,35,163,1,3,1,1,2,0,0,0,1,1,1,0,0,0,,,1511220100129021,6,1,2,,,,O,,1511220100129,,01,wd,1511220100129021,2,,,,,,1331,1,1,1,8,2,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,10789.766384,201016128301wd,,0,1511220100129021,8,17111,03/03/2025
,KINGFISH GENUS,201016128301wd,151122010012935163,2010,6,12,127,12,35,163,1,3,1,1,4,0,0,0,1,1,1,0,0,0,,,1511220100129022,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129022,2,,,VOLUSIA,169273,,1353,1,1,1,8,1,8,,,2,19FEB201014:48,1,8835440600,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129022,8,32174,03/03/2025
,,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,2,,100,15,2,1,0,0,0,0,,,1511220100129023,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129023,,,,FLAGLER,,,1400,1,1,1,8,2,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129023,8,32137,03/03/2025
KINGFISH GENUS,SHEEPSHEAD,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,5,,3,3,2,1,0,0,0,0,,,1511220100129024,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129024,,,,FLAGLER,169189,169273,1430,1,1,1,8,1,8,,,1,19FEB201014:48,1,8835430301,8835440600,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129024,8,32137,03/03/2025
,,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,4.5,0,300,30,2,1,3,0,0,0,,,1511220100129025,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129025,2,,,FLAGLER,,,1435,1,1,1,8,1,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129025,8,32164,03/03/2025
,,201016128301wd,151122010012935163,2010,5,34,3,12,35,163,1,3,1,1,4.5,,10,10,1,1,0,0,0,0,,,1511220100129026,6,1,2,,,,O,,1511220100129,,01,wd,1511220100129026,,,,BERGEN,,,1440,1,1,1,8,1,8,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,10789.766384,201016128301wd,,0,1511220100129026,8,07656,03/03/2025
,,201016128301wd,151122010012935163,2010,5,34,3,12,35,163,1,3,1,1,4.5,,10,2,1,1,0,0,0,0,,,1511220100129027,6,1,2,,,,O,,1511220100129,,01,wd,1511220100129027,,,,BERGEN,,,1441,1,1,1,8,2,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,10789.766384,201016128301wd,,0,1511220100129027,8,07430,03/03/2025
KINGFISH GENUS,BLACK DRUM,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,4,0,225,40,1,1,2,0,0,0,,,1511220100129028,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129028,2,,,FLAGLER,169288,169273,1449,1,1,1,8,2,8,,,2,19FEB201014:48,1,8835440801,8835440600,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129028,8,32164,03/03/2025
,,201016128301wd,151122010012935163,2010,6,12,127,12,35,163,1,3,1,1,5,,2,2,2,1,0,0,0,0,,,1511220100129029,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129029,,,,VOLUSIA,,,1452,1,1,1,8,1,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129029,8,32174,03/03/2025
,,201016128301wd,151122010012935163,2010,6,12,35,12,35,163,1,3,1,1,4,,12,4,2,1,0,0,0,0,,,1511220100129030,6,1,2,,,,Y,,1511220100129,,01,wd,1511220100129030,,,,FLAGLER,,,1500,1,1,1,8,1,8,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,11731.573588,201016128301wd,,0,1511220100129030,8,32164,03/03/2025
,,201016128302wd,1511220100205127142,2010,6,12,127,12,127,142,1,3,1,1,4,0,998,60,2,1,3,0,0,0,,,1511220100205001,6,1,2,,,,Y,,1511220100205,,02,wd,1511220100205001,2,0,4,VOLUSIA,,,1039,1,1,1,8,2,8,,,2,18MAR201014:17,1,,,,,,,,,,,,,,,22146.294549,201016128302wd,,0,1511220100205001,8,32127,03/03/2025
,SHEEPSHEAD,201016128302wd,1511220100205127142,2010,6,12,127,12,127,142,1,3,1,1,2,,250,35,1,1,0,0,0,0,,,1511220100205002,6,1,2,,,,Y,,1511220100205,,02,wd,1511220100205002,,,,VOLUSIA,169189,,1044,1,1,1,8,1,8,,,2,18MAR201014:17,1,8835430301,,,,,,,,,,,,,,22146.294549,201016128302wd,,0,1511220100205002,8,32114,03/03/2025
,,201016128302wd,1511220100205127142,2010,0,54,7,12,127,142,1,3,1,1,5,0,0,0,1,1,1,0,0,0,,,1511220100205003,6,1,2,,,,O,,1511220100205,,02,wd,1511220100205003,2,0,2,,,,1057,1,1,1,8,2,8,,,2,18MAR201014:17,1,,,,,,,,,,,,,,,20368.396675,201016128302wd,,0,1511220100205003,8,26624,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100205127142,2010,6,12,127,12,127,142,1,3,1,1,3,0,60,30,1,1,1,0,0,0,,,1511220100205004,6,1,2,,,,Y,,1511220100205,,02,wd,1511220100205004,2,0,1,VOLUSIA,169273,,1125,1,1,1,8,1,8,,,2,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,22146.294549,201016128302wd,,0,1511220100205004,8,32127,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100205127142,2010,6,12,127,12,127,142,1,3,1,1,3,,60,30,1,1,0,0,0,0,,,1511220100205005,6,1,2,,,,Y,,1511220100205,,02,wd,1511220100205005,,,,VOLUSIA,169273,,1126,1,1,1,8,2,8,,,2,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,22146.294549,201016128302wd,,0,1511220100205005,8,32127,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100205127142,2010,6,12,127,12,127,142,1,3,1,1,3,0,100,15,1,1,1,9,0,0,,,1511220100205006,6,1,1,,,,Y,,1511220100205,,02,wd,1511220100205006,2,,,VOLUSIA,169273,,1131,1,1,1,8,1,1,,,1,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,22146.294549,201016128302wd,,0,1511220100205006,8,32114,03/03/2025
,,201016128302wd,1511220100205127142,2010,0,26,149,12,127,142,1,3,1,1,3.5,,0,0,1,1,0,0,0,0,,,1511220100205007,6,1,2,,,,O,,1511220100205,,02,wd,1511220100205007,,,,,,,1240,1,1,1,8,2,8,,,2,18MAR201014:17,1,,,,,,,,,,,,,,,20368.396675,201016128302wd,,0,1511220100205007,8,49093,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100205127142,2010,0,39,99,12,127,142,1,3,1,1,6,0,35,7,1,1,2,0,0,0,,,1511220100205008,6,1,2,,,,O,,1511220100205,,02,wd,1511220100205008,2,0,10,,169273,,1333,1,1,1,8,2,8,,,2,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,20368.396675,201016128302wd,,0,1511220100205008,8,99998,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100205127142,2010,0,99,998,12,127,142,1,3,1,1,4.5,0,5,1,1,1,2,0,0,0,,,1511220100205009,6,1,2,,,,O,,1511220100205,,02,wd,1511220100205009,2,0,1,,169273,,1340,1,1,1,8,2,8,,,2,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,20368.396675,201016128302wd,,0,1511220100205009,8,99997,03/03/2025
,,201016128302wd,1511220100209127295,2010,0,50,21,12,127,295,5,3,1,1,3,0,998,2,1,1,1,0,0,0,,,1511220100209001,6,1,2,,,,O,,1511220100209,,02,wd,1511220100209001,2,0,3,,,,1120,1,1,1,8,2,8,,,1,18MAR201014:17,1,,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209001,8,05743,03/03/2025
,,201016128302wd,1511220100209127295,2010,0,26,93,12,127,295,5,3,1,1,3,0,5,5,1,1,0,0,0,0,,,1511220100209002,6,1,2,,,,O,,1511220100209,,02,wd,1511220100209002,,,,,,,1150,1,1,1,8,1,8,,,1,18MAR201014:17,1,,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209002,8,48114,03/03/2025
,,201016128302wd,1511220100209127295,2010,0,26,19,12,127,295,5,3,1,1,3,0,2,2,1,1,0,0,0,0,,,1511220100209003,6,1,2,,,,O,,1511220100209,,02,wd,1511220100209003,,,,,,,1151,1,1,1,8,2,8,,,1,18MAR201014:17,1,,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209003,8,49635,03/03/2025
,,201016128302wd,1511220100209127295,2010,0,26,19,12,127,295,5,3,1,1,3,0,2,2,1,1,0,0,0,0,,,1511220100209004,6,1,2,,,,O,,1511220100209,,02,wd,1511220100209004,,,,,,,1152,1,1,1,8,2,8,,,1,18MAR201014:17,1,,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209004,8,49635,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100209127295,2010,4,33,13,12,127,295,1,3,1,1,3,0,50,30,1,1,1,0,0,0,,,1511220100209005,6,1,2,,,,O,,1511220100209,,02,wd,1511220100209005,2,0,4,MERRIMACK,169273,,1235,1,1,1,8,1,8,,,1,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209005,8,03229,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100209127295,2010,0,99,998,12,127,295,5,3,1,1,3.5,0,20,20,1,1,0,1,0,0,,,1511220100209007,6,1,1,,,,O,,1511220100209,,02,wd,1511220100209007,2,1,0,,169273,,1252,1,1,1,1,2,2,,,1,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209007,8,99997,03/03/2025
,KINGFISH GENUS,201016128302wd,1511220100209127295,2010,0,99,998,12,127,295,5,3,1,1,3.5,0,20,20,1,1,0,1,0,0,,,1511220100209008,6,1,1,,,,O,,1511220100209,,02,wd,1511220100209008,2,1,0,,169273,,1253,1,1,1,8,2,1,,,1,18MAR201014:17,1,8835440600,,,,,,,,,,,,,,39999.454765,201016128302wd,,0,1511220100209008,8,99997,03/03/2025
,KINGFISH GENUS,201016128301we,15156201001103143,2010,6,12,31,12,31,43,1,3,1,1,2,,80,12,2,1,0,0,0,0,,,1515620100110001,6,1,2,,,,Y,,1515620100110,,01,we,1515620100110001,,,,DUVAL,169273,,1404,1,1,1,8,1,8,,,1,19FEB201014:48,1,8835440600,,,,,,,,,,,,,,13260.087481,201016128301we,,0,1515620100110001,8,32233,03/03/2025
,KINGFISH GENUS,201016128301we,15156201001103143,2010,6,12,31,12,31,43,1,3,1,1,3,0,20,2,1,1,1,0,0,0,,,1515620100110002,6,1,2,,,,Y,,1515620100110,,01,we,1515620100110002,2,,,DUVAL,169273,,1425,1,1,1,8,1,8,,,1,19FEB201014:48,1,8835440600,,,,,,,,,,,,,,13260.087481,201016128301we,,0,1515620100110002,8,99998,03/03/2025
,,201016128301we,15156201001103143,2010,6,12,31,12,31,43,1,3,1,1,2.5,,50,5,2,1,0,0,0,0,,,1515620100110003,6,1,2,,,,Y,,1515620100110,,01,we,1515620100110003,,,,DUVAL,,,1500,1,1,1,8,1,8,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,13260.087481,201016128301we,,0,1515620100110003,8,32218,03/03/2025
,,201016128301we,15156201001103143,2010,6,12,31,12,31,43,1,3,1,1,2.5,,50,5,2,1,0,0,0,0,,,1515620100110004,6,1,2,,,,Y,,1515620100110,,01,we,1515620100110004,,,,DUVAL,,,1501,1,1,1,8,1,8,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,13260.087481,201016128301we,,0,1515620100110004,8,32218,03/03/2025
,KINGFISH GENUS,201016128301we,15156201001103143,2010,6,12,31,12,31,43,1,3,1,1,2,,100,25,1,1,0,0,0,0,,,1515620100110005,6,1,2,,,,Y,,1515620100110,,01,we,1515620100110005,,,,DUVAL,169273,,1641,1,1,1,8,1,8,,,1,19FEB201014:48,1,8835440600,,,,,,,,,,,,,,13260.087481,201016128301we,,0,1515620100110005,8,32224,03/03/2025
,SHEEPSHEAD,201016128301we,1534520100103975,2010,6,12,95,12,9,75,2,3,1,1,2.5,,6,1,2,1,0,0,0,0,,,1534520100103003,6,1,2,,,,Y,,1534520100103,,01,we,1534520100103003,,,,ORANGE,169189,,1140,1,1,1,8,1,8,,,1,19FEB201014:48,1,8835430301,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103003,8,32825,03/03/2025
,SHEEPSHEAD,201016128301we,1534520100103975,2010,6,12,95,12,9,75,2,3,1,1,2.5,,6,0,2,1,0,0,0,0,,,1534520100103004,6,1,2,,,,Y,,1534520100103,,01,we,1534520100103004,,,,ORANGE,169189,,1141,1,1,1,8,2,8,,,1,19FEB201014:48,1,8835430301,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103004,8,32825,03/03/2025
,,201016128301we,1534520100103975,2010,6,12,86,12,9,75,2,3,1,1,7,0,4,1,2,1,1,0,0,0,,,1534520100103005,6,1,2,,,,Y,,1534520100103,,01,we,1534520100103005,2,0,8,MIAMI-DADE,,,1230,1,1,1,8,1,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103005,8,33013,03/03/2025
,,201016128301we,1534520100103975,2010,6,12,9,12,9,75,1,3,1,1,7,0,998,98,8,1,1,0,0,0,,,1534520100103006,6,1,2,,,,Y,,1534520100103,,01,we,1534520100103006,2,0,7,BREVARD,,,1231,1,1,1,8,2,8,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103006,8,99998,03/03/2025
,,201016128301we,1534520100103975,2010,6,12,11,12,9,75,2,3,1,1,2.5,0,30,10,2,1,1,1,0,0,,,1534520100103007,6,1,1,,,,Y,,1534520100103,,01,we,1534520100103007,2,,,BROWARD,,,1413,1,1,1,8,1,1,,,1,19FEB201014:48,1,,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103007,8,33024,03/03/2025
,,201016128301we,1534520100103975,2010,6,12,11,12,9,75,2,3,1,1,2.5,0,30,10,2,1,1,0,0,0,,,1534520100103008,6,1,2,,,,Y,,1534520100103,,01,we,1534520100103008,2,,,BROWARD,,,1414,1,1,1,8,2,8,,,2,19FEB201014:48,1,,,,,,,,,,,,,,,9958.6913641,201016128301we,,0,1534520100103008,8,33024,03/03/2025
