PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,DATE,TURTLE,TOURN,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
BLUEFISH,STRIPED BASS,19926498311we,116601992110811646,,C,5,,2,1,11,11,Y,3,14,8,0.5,1166019921108007,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166019921108,11,we,,,1166019921108007,,,,8,9,,New London,25JUN93:16:05,8,8,1,,,,8835020102,8835250101,1,88,8,1555,921108,3,2,41,2041.2518126,19926498311we,,0,1166019921108007,06382,03/03/2025
STRIPED BASS,BLUEFISH,19926498311we,116601992110811646,2,C,5,,2,1,11,11,Y,15,15,8,2,1166019921108010,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166019921108,11,we,,,1166019921108010,,,,8,1,,New London,25JUN93:16:05,8,8,1,,,,8835250101,8835020102,1,88,8,1655,921108,3,2,37,2041.2518126,19926498311we,,0,1166019921108010,06386,03/03/2025
,STRIPED BASS,19926498311we,116601992110811646,1,C,5,,2,1,11,3,Y,10,30,8,2,1166019921108011,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166019921108,11,we,,,1166019921108011,,,,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835020102,,1,88,8,1700,921108,3,2,42,2041.2518126,19926498311we,,0,1166019921108011,06447,03/03/2025
BLUEFISH,STRIPED BASS,19926498311we,116601992110811646,1,C,5,,2,1,11,3,Y,10,15,8,1.5,1166019921108012,646,5,3,1,0,0,0,,1,4,9,9,4,1,6,1992,1166019921108,11,we,,,1166019921108012,2,,,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835020102,8835250101,1,88,8,1701,921108,3,2,34,2041.2518126,19926498311we,,0,1166019921108012,06110,03/03/2025
,WINTER FLOUNDER,19926498311wd,116601992111311646,,C,5,,2,1,11,11,Y,15,30,1,1,1166019921113001,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113001,,,,8,9,,New London,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1306,921113,3,2,25,4064.6828663,19926498311wd,,0,1166019921113001,06249,03/03/2025
,WINTER FLOUNDER,19926498311wd,116601992111311646,,C,5,,2,1,11,11,Y,4,4,2,1,1166019921113002,646,5,3,0,0,0,1,,2,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113002,,,,8,9,,New London,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1307,921113,3,2,53,4064.6828663,19926498311wd,,0,1166019921113002,06249,03/03/2025
,BLUEFISH,19926498311wd,116601992111311646,,C,5,,2,1,11,5,Y,8,12,1,0.5,1166019921113003,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113003,,,,8,1,,Litchfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1321,921113,3,2,55,4064.6828663,19926498311wd,,0,1166019921113003,06762,03/03/2025
,BLUEFISH,19926498311wd,116601992111311646,,C,5,,2,1,11,5,Y,8,12,2,0.5,1166019921113004,646,5,3,0,0,0,1,,2,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113004,,,,8,1,,Litchfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1322,921113,3,2,54,4064.6828663,19926498311wd,,0,1166019921113004,06790,03/03/2025
,BLUEFISH,19926498311wd,116601992111311646,0.5,C,5,,2,1,11,3,Y,2,10,8,2,1166019921113005,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113005,,,,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1550,921113,3,2,34,4064.6828663,19926498311wd,,0,1166019921113005,06040,03/03/2025
,BLUEFISH,19926498311wd,116601992111311646,1,C,5,,2,1,11,13,Y,3,5,8,1.5,1166019921113006,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166019921113,11,wd,,,1166019921113006,,,,8,1,,Tolland,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1555,921113,3,2,54,4064.6828663,19926498311wd,,0,1166019921113006,06084,03/03/2025
,BLUEFISH,19926498311we,11661199211081123,,C,5,,2,1,1,1,Y,4,10,1,6,1166119921108001,123,2,3,0,0,0,0,,2,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108001,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1145,921108,3,2,34,2041.2518126,19926498311we,,0,1166119921108001,06610,03/03/2025
,BLUEFISH,19926498311we,11661199211081123,,C,5,,2,1,1,1,Y,3,12,2,6,1166119921108002,123,2,3,0,0,0,1,,2,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108002,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1146,921108,3,2,33,2041.2518126,19926498311we,,0,1166119921108002,06604,03/03/2025
,WINTER FLOUNDER,19926498311we,1166119921108192,,C,5,,2,1,1,1,Y,10,40,8,2,1166119921108003,92,5,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108003,,,,8,1,,Fairfield,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1245,921108,3,2,64,2041.2518126,19926498311we,,0,1166119921108003,06606,03/03/2025
,BLUEFISH,19926498311we,1166119921108192,,C,5,,2,1,1,1,Y,8,8,1,3,1166119921108004,92,5,3,0,0,0,0,,4,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108004,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1305,921108,3,2,80,2041.2518126,19926498311we,,0,1166119921108004,06606,03/03/2025
,BLUEFISH,19926498311we,1166119921108192,,C,5,,2,1,1,1,Y,1,1,2,3,1166119921108005,92,5,3,0,0,0,1,,4,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108005,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1306,921108,3,2,55,2041.2518126,19926498311we,,0,1166119921108005,06606,03/03/2025
,BLUEFISH,19926498311we,1166119921108192,,C,5,,2,1,1,1,Y,1,1,2,3,1166119921108006,92,5,3,0,0,0,1,,4,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108006,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1307,921108,3,2,65,2041.2518126,19926498311we,,0,1166119921108006,06606,03/03/2025
,BLUEFISH,19926498311we,1166119921108192,,C,5,,2,1,1,1,Y,1,1,2,3,1166119921108007,92,5,3,0,0,0,1,,4,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108007,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835250101,,1,88,8,1308,921108,3,2,68,2041.2518126,19926498311we,,0,1166119921108007,06606,03/03/2025
,WINTER FLOUNDER,19926498311we,11661199211081123,,C,5,,2,1,1,9,Y,60,210,1,0.5,1166119921108008,123,2,3,0,0,0,0,,2,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108008,,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1405,921108,3,2,40,2041.2518126,19926498311we,,0,1166119921108008,06460,03/03/2025
,WINTER FLOUNDER,19926498311we,11661199211081123,0,C,5,,2,1,1,9,Y,8,36,2,0.5,1166119921108009,123,2,3,1,0,0,1,,2,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108009,2,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1406,921108,3,2,39,2041.2518126,19926498311we,,0,1166119921108009,06770,03/03/2025
,TAUTOG,19926498311we,11661199211081123,,C,5,,2,1,1,1,Y,4,12,8,1,1166119921108010,123,2,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166119921108,11,we,,,1166119921108010,,,,8,1,,Fairfield,25JUN93:16:05,8,8,1,,,,8839010101,,1,88,8,1505,921108,3,2,37,2041.2518126,19926498311we,,0,1166119921108010,06606,03/03/2025
,,19926498311wd,1166119921113162,0,C,5,,1,1,1,27,O,3,16,1,1.5,1166119921113001,62,1,3,0,2,0,0,,2,5,9,36,4,1,6,1992,1166119921113,11,wd,,,1166119921113001,2,2,0,8,1,,,25JUN93:16:05,8,1,1,,,,,,1,88,8,1510,921113,3,2,47,3652.4454945,19926498311wd,,0,1166119921113001,12601,03/03/2025
,,19926498311wd,1166119921113162,,C,5,,2,1,1,27,O,1,3,2,1.5,1166119921113002,62,1,3,0,0,0,1,,2,5,9,36,4,1,6,1992,1166119921113,11,wd,,,1166119921113002,,,,8,1,,,25JUN93:16:05,8,8,1,,,,,,1,88,8,1511,921113,3,2,22,3652.4454945,19926498311wd,,0,1166119921113002,12601,03/03/2025
,WINTER FLOUNDER,19926498311wd,1166119921113162,0,C,5,,2,1,1,27,O,10,25,1,2,1166119921113003,62,1,3,1,0,0,0,,2,5,9,36,4,1,6,1992,1166119921113,11,wd,,,1166119921113003,2,,,8,1,,,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1520,921113,3,2,74,3652.4454945,19926498311wd,,0,1166119921113003,12508,03/03/2025
,WINTER FLOUNDER,19926498311wd,1166119921113162,,C,5,,2,1,1,27,O,10,25,2,2,1166119921113004,62,1,3,0,0,0,1,,2,5,9,36,4,1,6,1992,1166119921113,11,wd,,,1166119921113004,,,,8,1,,,25JUN93:16:05,8,8,1,,,,8857042001,,1,88,8,1521,921113,3,2,44,3652.4454945,19926498311wd,,0,1166119921113004,12508,03/03/2025
,WINTER FLOUNDER,19926498311wd,1166119921113162,0,C,5,,1,1,1,27,O,5,6,8,4.5,1166119921113005,62,1,3,0,2,0,0,,1,5,9,36,4,1,6,1992,1166119921113,11,wd,,,1166119921113005,2,1,0,8,1,,,25JUN93:16:05,8,1,1,,,,8857042001,,1,88,8,1600,921113,3,2,72,3652.4454945,19926498311wd,,0,1166119921113005,12508,03/03/2025
WINTER FLOUNDER,STRIPED BASS,19926498311we,1166119921114189,,C,5,,2,1,1,9,Y,4,200,1,1.5,1166119921114001,89,2,3,0,0,0,0,,2,4,9,9,4,1,6,1992,1166119921114,11,we,,,1166119921114001,,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8835020102,8857042001,1,88,8,1405,921114,3,2,30,2041.2518126,19926498311we,,0,1166119921114001,06604,03/03/2025
WINTER FLOUNDER,STRIPED BASS,19926498311we,1166119921114189,,C,5,,2,1,1,1,Y,40,200,2,1.5,1166119921114002,89,2,3,0,0,0,1,,2,4,9,9,4,1,6,1992,1166119921114,11,we,,,1166119921114002,,,,8,1,,Fairfield,25JUN93:16:05,8,8,1,,,,8835020102,8857042001,1,88,8,1406,921114,3,2,29,2041.2518126,19926498311we,,0,1166119921114002,06606,03/03/2025
,STRIPED BASS,19926498311we,1166119921114189,,C,5,,2,1,1,1,Y,8,130,8,4,1166119921114003,89,2,3,0,0,0,0,,1,4,9,9,4,1,6,1992,1166119921114,11,we,,,1166119921114003,,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835020102,,1,88,8,1430,921114,3,2,14,2041.2518126,19926498311we,,0,1166119921114003,06430,03/03/2025
BLUEFISH,STRIPED BASS,19926498311we,1166119921114189,0,C,5,,2,1,1,1,Y,24,96,8,1,1166119921114004,89,2,3,1,0,0,0,,1,4,9,9,4,1,6,1992,1166119921114,11,we,,,1166119921114004,2,,,8,9,,Fairfield,25JUN93:16:05,8,8,1,,,,8835020102,8835250101,1,88,8,1450,921114,3,2,22,2041.2518126,19926498311we,,0,1166119921114004,06430,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,1,1,11,9,Y,30,60,1,3.5,1166019921101001,663,6,6,0,5,0,0,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,5,0,8,1,,New Haven,25JUN93:16:05,2,1,1,,,,8835250101,,1,1,8,1315,921101,3,2,69,5.4270749185,19926498611we,,0,1166019921101001,06437,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,1,2,11,7,O,1,4,2,3.5,1166019921101002,663,6,6,0,9,0,1,,14,4,9,44,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,13,0,8,1,,Providence,25JUN93:16:05,2,2,1,,,,8835250101,,1,1,2,1325,921101,3,2,32,8.2179097305,19926498611we,,0,1166019921101002,02820,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,,1,2,,3,0,11,7,O,1,4,2,3.5,1166019921101003,663,6,6,0,0,1,1,,14,4,9,44,4,1,6,1992,1166019921101,11,we,,,1166019921101001,,,,8,1,,Providence,25JUN93:16:05,2,8,1,,,,8835250101,,1,1,8,1326,921101,3,2,9,8.2179097305,19926498611we,,0,1166019921101002,02820,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,1,1,11,1,Y,50,90,2,3.5,1166019921101004,663,6,6,0,8,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,12,0,8,1,,Fairfield,25JUN93:16:05,2,1,1,,,,8835250101,,1,1,8,1347,921101,3,2,52,5.4270749185,19926498611we,,0,1166019921101004,06902,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,1,1,11,11,Y,6,20,2,3.5,1166019921101005,663,6,6,1,5,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,10,8,8,1,,New London,25JUN93:16:05,2,1,1,,,,8835250101,,1,1,8,1358,921101,3,2,39,5.4270749185,19926498611we,,0,1166019921101005,06340,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,2,1,11,3,Y,8,40,2,3.5,1166019921101007,663,6,6,1,0,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,0,10,8,1,,Hartford,25JUN93:16:05,2,8,1,,,,8835250101,,1,1,8,1400,921101,3,2,48,5.4270749185,19926498611we,,0,1166019921101007,06082,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,2,1,11,3,Y,10,30,2,3.5,1166019921101008,663,6,6,1,0,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,0,12,8,1,,Hartford,25JUN93:16:05,2,8,1,,,,8835250101,,1,1,8,1405,921101,3,2,47,5.4270749185,19926498611we,,0,1166019921101008,06095,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,0,1,2,,2,1,11,3,Y,10,20,2,3.5,1166019921101009,663,6,6,1,0,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,1,0,10,8,1,,Hartford,25JUN93:16:05,2,8,1,,,,8835250101,,1,1,8,1410,921101,3,2,65,5.4270749185,19926498611we,,0,1166019921101009,06118,03/03/2025
,BLUEFISH,19926498611we,116601992110111663,,1,2,,2,1,11,11,Y,0,0,2,0.5,1166019921101010,663,6,6,0,0,0,1,,14,4,9,9,4,1,6,1992,1166019921101,11,we,,,1166019921101001,,,,8,1,,New London,25JUN93:16:05,2,8,1,,,,8835250101,,1,1,8,1425,921101,3,2,21,5.4270749185,19926498611we,,0,1166019921101010,06359,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,3,Y,4,15,1,3,1166119921101001,800,6,6,1,7,0,0,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,,,8,1,,Hartford,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1100,921101,3,2,24,15.82092018,19926498611we,,0,1166119921101001,06095,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,3,Y,3,12,2,3,1166119921101002,800,6,6,0,4,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,10,0,8,1,,Hartford,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1109,921101,3,2,24,15.82092018,19926498611we,,0,1166119921101002,06118,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,3,11,9,Y,0,2,2,3,1166119921101003,800,6,6,0,5,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,23,0,8,1,,New Haven,25JUN93:16:05,8,2,1,,,,8835250101,,1,1,2,1115,921101,3,2,43,15.82092018,19926498611we,,0,1166119921101003,06712,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,,C,5,,3,0,11,9,Y,0,0,2,3,1166119921101004,800,6,6,0,0,1,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1116,921101,3,2,12,15.82092018,19926498611we,,0,1166119921101003,06712,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,,C,5,,3,0,11,9,Y,0,1,2,3,1166119921101005,800,6,6,0,0,1,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1117,921101,3,2,11,15.82092018,19926498611we,,0,1166119921101003,06712,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,6,55,2,3,1166119921101006,800,6,6,1,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,6,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1120,921101,3,2,49,15.82092018,19926498611we,,0,1166119921101006,06119,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,3,Y,3,3,2,3,1166119921101007,800,6,6,0,4,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,4,0,8,1,,Hartford,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1121,921101,3,2,42,15.82092018,19926498611we,,0,1166119921101007,06105,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,7,Y,24,108,2,3,1166119921101008,800,6,6,2,3,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,,,8,1,,Middlesex,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1130,921101,3,2,50,15.82092018,19926498611we,,0,1166119921101008,06417,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,11,O,2,10,2,3,1166119921101009,800,6,6,2,0,0,1,,20,4,9,25,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,14,8,1,,,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1135,921101,3,2,15,23.95671625,19926498611we,,0,1166119921101009,01060,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,10,30,2,3,1166119921101010,800,6,6,1,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,3,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1137,921101,3,2,40,15.82092018,19926498611we,,0,1166119921101010,06074,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,10,30,2,3,1166119921101011,800,6,6,1,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,3,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1138,921101,3,2,9,15.82092018,19926498611we,,0,1166119921101011,06074,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,10,30,2,3,1166119921101012,800,6,6,2,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,,,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1139,921101,3,2,10,15.82092018,19926498611we,,0,1166119921101012,06074,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,10,30,2,3,1166119921101013,800,6,6,1,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,1,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1140,921101,3,2,8,15.82092018,19926498611we,,0,1166119921101013,06074,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,3,Y,2,30,2,3,1166119921101014,800,6,6,0,4,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,10,0,8,1,,Hartford,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1142,921101,3,2,24,15.82092018,19926498611we,,0,1166119921101014,06118,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,9,Y,15,50,2,3,1166119921101015,800,6,6,3,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,,,8,1,,New Haven,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1147,921101,3,2,23,15.82092018,19926498611we,,0,1166119921101015,06762,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,2,1,11,3,Y,3,3,2,3,1166119921101016,800,6,6,1,0,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,0,7,8,1,,Hartford,25JUN93:16:05,8,8,1,,,,8835250101,,1,1,8,1148,921101,3,2,45,15.82092018,19926498611we,,0,1166119921101016,06105,03/03/2025
,BLUEFISH,19926498611we,116611992110111800,0,C,5,,1,1,11,15,Y,15,80,2,3,1166119921101017,800,6,6,0,6,0,1,,20,4,9,9,4,1,6,1992,1166119921101,11,we,,,1166119921101001,1,10,0,8,9,,Windham,25JUN93:16:05,8,1,1,,,,8835250101,,1,1,8,1149,921101,3,2,38,15.82092018,19926498611we,,0,1166119921101017,06226,03/03/2025
