PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,,200316128301wd,123412003010986279,0,1,1,,2,1,86,86,Y,5,10,,1.5,1234120030109016,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109016,1,0,6,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,132,4175.2923939,200316128301wd,,0,1234120030109016,33162,03/03/2025
,,200316128301wd,123412003010986279,0,1,1,,2,1,86,86,Y,5,10,,1.5,1234120030109017,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109017,1,0,6,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,134,4175.2923939,200316128301wd,,0,1234120030109017,33169,03/03/2025
,,200316128301wd,123412003010986279,0,1,1,,1,4,86,86,Y,8,12,,4,1234120030109018,279,1,3,0,4,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,1,4,0,8,2,,MIAMI-DADE,20MAR200310:09,1,2,1,,,,0,0,1,8,2,141,4175.2923939,200316128301wd,,0,1234120030109018,33156,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,3,0,86,86,Y,8,30,,4,1234120030109019,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,145,4175.2923939,200316128301wd,,0,1234120030109018,33155,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,3,0,86,86,Y,4,15,,4,1234120030109020,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,147,4175.2923939,200316128301wd,,0,1234120030109018,33155,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,4,4,,4,1234120030109021,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109021,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,150,4175.2923939,200316128301wd,,0,1234120030109021,33156,03/03/2025
,,200316128301wd,123412003010986279,0,1,1,,1,1,86,86,Y,5,12,,6,1234120030109022,279,1,3,0,2,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109022,1,2,0,8,2,,MIAMI-DADE,20MAR200310:09,1,1,1,,,,0,0,1,8,8,212,4175.2923939,200316128301wd,,0,1234120030109022,33157,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109023,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109023,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,214,4175.2923939,200316128301wd,,0,1234120030109023,33157,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109024,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109024,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,216,4175.2923939,200316128301wd,,0,1234120030109024,33157,03/03/2025
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109025,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109025,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,217,4175.2923939,200316128301wd,,0,1234120030109025,33157,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,7,,3,1234120030112014,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112014,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2305,3347.9463717,200316128301we,,0,1234120030112014,33127,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,7,,3,1234120030112015,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112015,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2306,3347.9463717,200316128301we,,0,1234120030112015,33127,03/03/2025
,,200316128301we,123412003011286279,0,1,1,,2,1,86,86,Y,2,6,,2,1234120030112016,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112016,1,0,10,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2308,3347.9463717,200316128301we,,0,1234120030112016,33055,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,6,,2,1234120030112017,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112017,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2310,3347.9463717,200316128301we,,0,1234120030112017,33055,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,6,,2,1234120030112018,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112018,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2312,3347.9463717,200316128301we,,0,1234120030112018,33055,03/03/2025
,,200316128301we,123412003011286279,0,1,1,,1,4,86,86,Y,4,12,,2,1234120030112019,279,1,3,0,6,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,1,6,0,8,2,,MIAMI-DADE,20MAR200310:09,1,2,1,,,,0,0,1,1,2,18,3347.9463717,200316128301we,,0,1234120030112019,33010,03/03/2025
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112020,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,22,3347.9463717,200316128301we,,0,1234120030112019,33010,03/03/2025
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112021,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,24,3347.9463717,200316128301we,,0,1234120030112019,33010,03/03/2025
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112022,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,26,3347.9463717,200316128301we,,0,1234120030112019,33010,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112023,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112023,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,217,3347.9463717,200316128301we,,0,1234120030112023,33155,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112024,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112024,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,220,3347.9463717,200316128301we,,0,1234120030112024,33155,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112025,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112025,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,221,3347.9463717,200316128301we,,0,1234120030112025,33155,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,5,,4,1234120030112026,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112026,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,349,3347.9463717,200316128301we,,0,1234120030112026,33012,03/03/2025
,,200316128301we,123412003011286279,0,1,1,,1,1,86,86,Y,2,5,,4,1234120030112027,279,1,3,0,5,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112027,1,5,0,8,1,,MIAMI-DADE,20MAR200310:09,1,1,1,,,,0,0,1,1,8,352,3347.9463717,200316128301we,,0,1234120030112027,33012,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,0,,4,1234120030112028,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112028,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,355,3347.9463717,200316128301we,,0,1234120030112028,33010,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,20,80,,1,1234120030112029,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112029,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,415,3347.9463717,200316128301we,,0,1234120030112029,33144,03/03/2025
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,10,24,,1,1234120030112030,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112030,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,418,3347.9463717,200316128301we,,0,1234120030112030,33144,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113010,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113010,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2303,4175.2923939,200316128301wd,,0,1234120030113010,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113011,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113011,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2305,4175.2923939,200316128301wd,,0,1234120030113011,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113012,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113012,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2307,4175.2923939,200316128301wd,,0,1234120030113012,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113013,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113013,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2308,4175.2923939,200316128301wd,,0,1234120030113013,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113014,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113014,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2310,4175.2923939,200316128301wd,,0,1234120030113014,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113015,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113015,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2312,4175.2923939,200316128301wd,,0,1234120030113015,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113016,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113016,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2313,4175.2923939,200316128301wd,,0,1234120030113016,33016,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113017,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113017,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,4,3128.0960018,200316128301wd,,0,1234120030113017,99997,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113018,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113018,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,6,3128.0960018,200316128301wd,,0,1234120030113018,99997,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113019,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113019,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,8,3128.0960018,200316128301wd,,0,1234120030113019,99997,03/03/2025
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113020,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113020,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,10,3128.0960018,200316128301wd,,0,1234120030113020,99997,03/03/2025
